,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17769897241385-5.296199624735917e-06j),-0j
1,SOURCEBUS.2,(-120.08885381219545-207.99998804354544j),(-0+0j)
2,SOURCEBUS.3,(-120.08884513678267+207.99999338033678j),0j
3,SOURCEBUSZ.1,(240.02694794159964-0.22471939812566818j),-0j
4,SOURCEBUSZ.2,(-120.18114403823378-207.79015410728897j),(-0+0j)
5,SOURCEBUSZ.3,(-119.84580388017547+208.01487354598237j),0j
6,1.1,(207.56761416175036-120.3024896870984j),-0j
7,1.2,(-207.9316552513389-119.64363935652268j),(-0+0j)
8,1.3,(0.3122712484173235+239.9656953410252j),0j
9,2.1,(207.53119965620505-120.26404212496693j),-0j
10,2.2,(-207.89265396398633-119.61954902517277j),(-0+0j)
11,2.3,(0.3067682084240628+239.94236275462728j),0j
12,3.1,(207.52738210271386-120.26001143382216j),-0j
13,3.2,(-207.888565222468-119.61702348961569j),(-0+0j)
14,3.3,(0.3061912913624864+239.93991665806965j),0j
15,4.1,(207.52380565437326-120.25623530895852j),-0j
16,4.2,(-207.88473471351705-119.61465745925791j),(-0+0j)
17,4.3,(0.3056508106403523+239.93762504958414j),0j
18,5.1,(207.520687504805-120.25294307012491j),-0j
19,5.2,(-207.88139505956607-119.61259462042j),(-0+0j)
20,5.3,(0.30517958903446607+239.93562709593616j),0j
21,6.1,(207.51577519463967-120.24775650099637j),-0j
22,6.2,(-207.87613379300635-119.60934483910872j),(-0+0j)
23,6.3,(0.30443722994161115+239.93247953428136j),0j
24,7.1,(207.18126915885512-119.89457467409088j),-0j
25,7.2,(-207.51786540992705-119.38804947561907j),(-0+0j)
26,7.3,(0.2538859437009749+239.71814486564432j),0j
27,8.1,(207.16628714348124-119.87875619850476j),-0j
28,8.2,(-207.5018191152445-119.37813799366272j),(-0+0j)
29,8.3,(0.25162182865789634+239.70854514259852j),0j
30,9.1,(207.1538173310172-119.86559018451385j),-0j
31,9.2,(-207.48846348314578-119.3698884812873j),(-0+0j)
32,9.3,(0.24973736323180587+239.70055511301314j),0j
33,10.1,(207.1428740756481-119.85403595675696j),-0j
34,10.2,(-207.47674285037024-119.36264887597208j),(-0+0j)
35,10.3,(0.2480835944641288+239.69354322454956j),0j
36,11.1,(207.1347083383478-119.84541431855266j),-0j
37,11.2,(-207.46799704256358-119.35724676177779j),(-0+0j)
38,11.3,(0.24684957032255003+239.68831103017584j),0j
39,12.1,(207.12704272012186-119.83732072154774j),-0j
40,12.2,(-207.4597868808528-119.35217550568623j),(-0+0j)
41,12.3,(0.24569112527306042+239.6833992869887j),0j
42,13.1,(207.12232906468168-119.83234389822717j),-0j
43,13.2,(-207.45473838087892-119.34905714612788j),(-0+0j)
44,13.3,(0.2449787873182164+239.68037901330533j),0j
45,14.1,(207.11059417520772-119.81995383867776j),-0j
46,14.2,(-207.4421698785869-119.34129382841789j),(-0+0j)
47,14.3,(0.2432053850671946+239.67285988546362j),0j
48,15.1,(207.01553175380772-119.71958399159392j),-0j
49,15.2,(-207.34035449601305-119.27840446067037j),(-0+0j)
50,15.3,(0.2288393433182091+239.61194865992263j),0j
51,16.1,(207.0155317538077-119.71958399159394j),-0j
