,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17769139721634-6.612811856096412e-06j),-0j
1,SOURCEBUS.2,(-120.08885525789456-207.99998100050175j),(-0+0j)
2,SOURCEBUS.3,(-120.08883611588607+207.9999876539053j),0j
3,SOURCEBUSZ.1,(239.90240010014804-0.33232793327248134j),-0j
4,SOURCEBUSZ.2,(-120.28526041755723-207.67679637210176j),(-0+0j)
5,SOURCEBUSZ.3,(-119.61713965916891+208.009124345915j),0j
6,1.1,(207.19194231312602-120.42054582889936j),-0j
7,1.2,(-207.90772526712104-119.45563310282793j),(-0+0j)
8,1.3,(0.6336190729646287+239.78888958492894j),0j
9,2.1,(207.13945302213165-120.39811106360638j),-0j
10,2.2,(-207.89356803855003-119.43424950619465j),(-0+0j)
11,2.3,(0.6278187530560968+239.7553739900679j),0j
12,3.1,(207.13749161568566-120.3972727270157j),-0j
13,3.2,(-207.8930390148416-119.43345044940651j),(-0+0j)
14,3.3,(0.6276020081803012+239.75412158786253j),0j
15,4.1,(207.1354529086385-120.39640135090754j),-0j
16,4.2,(-207.89248914188462-119.43261990114944j),(-0+0j)
17,4.3,(0.6273767212150807+239.75281982748186j),0j
18,5.1,(207.13355891550717-120.39559182784943j),-0j
19,5.2,(-207.89197830066053-119.43184830785148j),(-0+0j)
20,5.3,(0.6271674258358002+239.75161047019662j),0j
21,6.1,(207.12681276878595-120.39270841648235j),-0j
22,6.2,(-207.89015875348665-119.42909999714709j),(-0+0j)
23,6.3,(0.6264219440739158+239.7473029035272j),0j
24,7.1,(207.11488350120055-120.38760965608193j),-0j
25,7.2,(-207.88694123302372-119.42424013637685j),(-0+0j)
26,7.3,(0.6251037024487838+239.73968579741245j),0j
27,8.1,(207.1109327599349-120.38592104586566j),-0j
28,8.2,(-207.88587565286343-119.42263064506882j),(-0+0j)
29,8.3,(0.624667126477195+239.73716316010572j),0j
30,9.1,(207.10867877970225-120.3849576585436j),-0j
31,9.2,(-207.8852677171735-119.42171239673294j),(-0+0j)
32,9.3,(0.624418050786336+239.73572394294595j),0j
33,10.1,(207.10148834713465-120.38188435227606j),-0j
34,10.2,(-207.88332833877018-119.41878308855j),(-0+0j)
35,10.3,(0.6236234732947123+239.73113268975425j),0j
