,bus,vLN,sInjkW
35,10.3,(0.14096165296065472+240.0833114526637j),0j
36,11.1,(207.76141176313809-120.15180083608742j),-0j
37,11.2,(-207.96426403461015-119.92353750704514j),(-0+0j)
38,11.3,(0.13652603704431837+240.0748745611753j),0j
39,12.1,(207.7606860246808-120.1513217962092j),-0j
40,12.2,(-207.96406675468714-119.92324754455377j),(-0+0j)
41,12.3,(0.13633672363523913+240.07451447213245j),0j
42,13.1,(207.76008336286273-120.15092399581563j),-0j
43,13.2,(-207.9639029311005-119.92300675626367j),(-0+0j)
44,13.3,(0.1361795155361703+240.07421544992272j),0j
45,14.1,(207.7594095610492-120.15047923787913j),-0j
46,14.2,(-207.9637197692898-119.92273754460682j),(-0+0j)
47,14.3,(0.1360037501250274+240.073881130241j),0j
48,15.1,(207.7588378402105-120.15010186077005j),-0j
49,15.2,(-207.96356435649338-119.92250911851603j),(-0+0j)
50,15.3,(0.1358546131737337+240.073597459991j),0j
51,16.1,(207.75816402492114-120.14965709393852j),-0j
52,16.2,(-207.96338119101935-119.92223990147511j),(-0+0j)
53,16.3,(0.13567884424740545+240.07326313362267j),0j
54,17.1,(207.75737825072247-120.14913842612816j),-0j
55,17.2,(-207.96316759137875-119.92192595222521j),(-0+0j)
56,17.3,(0.13547387014043857+240.07287325669606j),0j
57,18.1,(207.7565153666442-120.14856886021964j),-0j
58,18.2,(-207.96293303070067-119.9215811943934j),(-0+0j)
59,18.3,(0.13524878143977231+240.07244512022498j),0j
60,19.1,(207.75548904519815-120.14789141382606j),-0j
61,19.2,(-207.9626540422937-119.92117113658212j),(-0+0j)
62,19.3,(0.1349810590810514+240.0719358911718j),0j
63,20.1,(207.7545361411977-120.14726242825724j),-0j
64,20.2,(-207.96239501119766-119.92079041207302j),(-0+0j)
65,20.3,(0.1347324881215402+240.0714630895912j),0j
66,21.1,(207.7455596186805-120.14133727407722j),-0j
67,21.2,(-207.95995489292198-119.91720392054062j),(-0+0j)
68,21.3,(0.13239090616372012+240.06700921592426j),0j
69,22.1,(207.74444835777797-120.14060376149824j),-0j
70,22.2,(-207.95965281513708-119.91675992590798j),(-0+0j)
71,22.3,(0.1321010268174147+240.06645784253192j),0j
72,23.1,(207.74342203633202-120.13992631510476j),-0j
73,23.2,(-207.95937382673014-119.91634986809683j),(-0+0j)
74,23.3,(0.13183330445879762+240.06594861347867j),0j
75,24.1,(207.74215069359477-120.13908713693542j),-0j
76,24.2,(-207.9590282333623-119.91584191415896j),(-0+0j)
77,24.3,(0.1315016667661584+240.0653178124162j),0j
78,25.1,(207.74099145800326-120.13832195759153j),-0j
79,25.2,(-207.95871311445646-119.91537875165652j),(-0+0j)
80,25.3,(0.1311992729226351+240.06474263546235j),0j
81,26.1,(207.720786836833-120.12498544611445j),-0j
82,26.2,(-207.95322082439742-119.90730617092248j),(-0+0j)
83,26.3,(0.12592877131159932+240.0547177254743j),0j
84,27.1,(207.7195444136696-120.12416535695573j),-0j
85,27.2,(-207.9528830923345-119.90680977154892j),(-0+0j)
86,27.3,(0.12560467747039913+240.05410127341244j),0j
87,28.1,(207.71815692097582-120.12324951141325j),-0j
88,28.2,(-207.9525059255337-119.90625541090563j),(-0+0j)
89,28.3,(0.12524274133628405+240.05341284232316j),0j
90,29.1,(207.71662038332096-120.12223528541529j),-0j
91,29.2,(-207.9520882433404-119.90564150064391j),(-0+0j)
92,29.3,(0.1248419258932365+240.05265045972016j),0j
93,30.1,(207.71567707425856-120.12161263319963j),-0j
94,30.2,(-207.95183182046856-119.90526460970894j),(-0+0j)
95,30.3,(0.12459585783328372+240.05218241885163j),0j
96,31.1,(207.695321521485-120.10817649594401j),-0j
97,31.2,(-207.94629850216427-119.89713172556368j),(-0+0j)
98,31.3,(0.11928598477113853+240.04208262125596j),0j
99,32.1,(207.68054370012018-120.098422064885j),-0j
100,32.2,(-207.94228139732982-119.89122737551156j),(-0+0j)
101,32.3,(0.11543109778010316+240.03475032198855j),0j
102,33.1,(207.66693559870282-120.08943973360346j),-0j
103,33.2,(-207.93858226139903-119.88579037689536j),(-0+0j)
104,33.3,(0.11188133954224963+240.02799840168922j),0j
105,34.1,(207.65087890149667-120.07884115198149j),-0j
106,34.2,(-207.93421751544773-119.87937506311914j),(-0+0j)
107,34.3,(0.10769284980130238+240.0200315636651j),0j
108,35.1,(207.63559168596117-120.06875048392281j),-0j
109,35.2,(-207.93006194028425-119.87326718905484j),(-0+0j)
110,35.3,(0.10370508415967201+240.0124465187178j),0j
111,36.1,(207.62204826951782-120.05981084940326j),-0j
112,36.2,(-207.9263803878872-119.86785603475771j),(-0+0j)
113,36.3,(0.10017219940122725+240.0057266931078j),0j
114,37.1,(207.58567105723216-120.03579925793846j),-0j
115,37.2,(-207.91649184804606-119.8533218358427j),(-0+0j)
116,37.3,(0.09068297639939846+239.9876774421112j),0j
117,38.1,(207.54388995440536-120.0082207078246j),-0j
118,38.2,(-207.90513435048226-119.83662855944202j),(-0+0j)
119,38.3,(0.07978411480240265+239.96694694726412j),0j
120,39.1,(207.53571390844482-120.0028239260741j),-0j
121,39.2,(-207.9029118284377-119.8333618913589j),(-0+0j)
122,39.3,(0.07765134215383654+239.96289024537762j),0j
123,40.1,(207.5284193300163-119.99800897665581j),-0j
124,40.2,(-207.90092891867397-119.83044740596489j),(-0+0j)
125,40.3,(0.07574850581585298+239.95927090049932j),0j
126,41.1,(207.52409864326998-119.99515701086511j),-0j
127,41.2,(-207.8997544118784-119.82872111313826j),(-0+0j)
128,41.3,(0.07462142769526771+239.9571271089699j),0j
129,42.1,(207.5216579983426-119.99354600866828j),-0j
130,42.2,(-207.89909096316728-119.82774597467582j),(-0+0j)
131,42.3,(0.07398477022406083+239.95591613621744j),0j
132,43.1,(207.51961866977499-119.99219990429835j),-0j
133,43.2,(-207.89853660563074-119.82693117867612j),(-0+0j)
134,43.3,(0.07345279863153382+239.9549042842675j),0j
135,44.1,(207.516964160152-119.99044773593269j),-0j
136,44.2,(-207.89781502136103-119.82587059243406j),(-0+0j)
137,44.3,(0.07276035321887428+239.95358719844788j),0j
138,45.1,(207.51418594051617-119.98861391000993j),-0j
139,45.2,(-207.89705980858272-119.82476057893177j),(-0+0j)
140,45.3,(0.07203563727679259+239.9522087315345j),0j
141,46.1,(207.51189110630108-119.98709915343055j),-0j
142,46.2,(-207.8964359960876-119.82384369787192j),(-0+0j)
143,46.3,(0.07143701544049552+239.95107010556117j),0j
144,47.1,(207.50994759235127-119.98581629363908j),-0j
145,47.2,(-207.8959076841606-119.82306718376978j),(-0+0j)
146,47.3,(0.07093003768939347+239.95010579387014j),0j
147,48.1,(207.50594763526803-119.98317603262615j),-0j
148,48.2,(-207.89482036238715-119.821469035692j),(-0+0j)
149,48.3,(0.06988662390444919+239.94812113850932j),0j
150,49.1,(207.50389496542465-119.98182112204906j),-0j
151,49.2,(-207.8942623782468-119.82064890930153j),(-0+0j)
152,49.3,(0.06935117215685335+239.94710266702984j),0j
153,50.1,(207.50108103429278-119.97996372395559j),-0j
154,50.2,(-207.89349745789275-119.81952462758166j),(-0+0j)
155,50.3,(0.06861714064804426+239.94570648117343j),0j
156,51.1,(207.47261695049974-119.96117536969508j),-0j
157,51.2,(-207.88575997035997-119.80815205036404j),(-0+0j)
158,51.3,(0.061192106631775954+239.93158348052313j),0j
159,52.1,(207.30389697649696-119.84980798244904j),-0j
160,52.2,(-207.83989625295098-119.74074145157371j),(-0+0j)
161,52.3,(0.017180447753058194+239.84786983212743j),0j
162,53.1,(207.1792749469212-119.77066325423482j),-0j
163,53.2,(-207.7939132913549-119.69155066031556j),(-0+0j)
164,53.3,(-0.012917675958190268+239.76913129260473j),0j
165,54.1,(207.27545170258486-119.8219947309384j),-0j
166,54.2,(-207.83989625295098-119.74074145157374j),(-0+0j)
167,54.3,(0.017180447753055796+239.84786983212746j),0j
168,55.1,(207.09623005105632-119.72336681958451j),-0j
169,55.2,(-207.77926857221513-119.66632264375659j),(-0+0j)
170,55.3,(-0.03781891811093538+239.7193103899818j),0j
171,56.1,(207.17927494692123-119.77066325423483j),-0j
172,56.2,(-207.7552382172559-119.68073804305558j),(-0+0j)
173,56.3,(-0.012917675958196114+239.76913129260478j),0j
174,57.1,(207.25877405953378-119.80568764659749j),(1.0000031653660102+0.32868559566679706j)
175,57.2,(-207.83989625295095-119.74074145157374j),(-0+0j)
176,57.3,(0.017180447753055127+239.84786983212746j),0j
177,58.1,(207.03966408922983-119.68601439135386j),-0j
178,58.2,(-207.767663237353-119.64437034456817j),(-0+0j)
179,58.3,(-0.05348760543117909+239.694547827856j),0j
180,59.1,(207.0962300510563-119.72336681958453j),-0j
181,59.2,(-207.7792685722151-119.66632264375657j),(-0+0j)
182,59.3,(-0.048177015893471155+239.67871347612785j),0j
183,60.1,(207.1792749469212-119.77066325423483j),-0j
184,60.2,(-207.73463701174308-119.67497844322304j),(1.0000003599138583+0.32868560375946754j)
185,60.3,(-0.012917675958192931+239.76913129260478j),0j
186,61.1,(206.96951801937448-119.63969455597189j),-0j
187,61.2,(-207.75327174458752-119.61714783366507j),(-0+0j)
188,61.3,(-0.07291796248278122+239.66384037840976j),0j
189,62.1,(207.03966408922957-119.68601439135372j),-0j
190,62.2,(-207.7676632373532-119.64437034456816j),(-0+0j)
191,62.3,(-0.05348760543131898+239.69454782785624j),0j
192,63.1,(207.0962300510563-119.72336681958453j),-0j
193,63.2,(-207.77926857221507-119.66632264375657j),(-0+0j)
194,63.3,(-0.05437069677929582+239.6544383307643j),(1.0000009735189164+0.3286836925825594j)
195,64.1,(206.90837391548476-119.60099564941919j),-0j
196,64.2,(-207.73485109162797-119.59385500136592j),(-0+0j)
197,64.3,(-0.08871303617182928+239.62852861933388j),0j
198,65.1,(206.9407028373745-119.61152310223797j),-0j
199,65.2,(-207.7532717445875-119.61714783366506j),(-0+0j)
200,65.3,(-0.07291796248278754+239.66384037840976j),0j
201,66.1,(207.03966408922926-119.68601439135358j),-0j
202,66.2,(-207.76766323735353-119.64437034456823j),(-0+0j)
203,66.3,(-0.05348760543152344+239.69454782785635j),0j
204,67.1,(206.9030819111487-119.59814253230523j),-0j
205,67.2,(-207.73151524650893-119.59196799468602j),(-0+0j)
206,67.3,(-0.089741670080844+239.62294015975723j),0j
207,68.1,(206.82066652046007-119.51527371742138j),-0j
208,68.2,(-207.73485109162073-119.5938550013612j),(-0+0j)
209,68.3,(-0.0887130361713442+239.62852861932527j),0j
210,69.1,(206.92373860969985-119.59493785370246j),(1.0000051797589307+0.3286860776959069j)
211,69.2,(-207.75327174458752-119.61714783366506j),(-0+0j)
212,69.3,(-0.07291796248279417+239.6638403784098j),0j
213,70.1,(207.03966408922898-119.68601439135345j),-0j
214,70.2,(-207.76766323735376-119.64437034456826j),(-0+0j)
215,70.3,(-0.05348760543168833+239.6945478278565j),0j
216,71.1,(206.8772118045012-119.58003408883451j),-0j
217,71.2,(-207.71336377817667-119.57878890274507j),(-0+0j)
218,71.3,(-0.09359644529352251+239.60259806499167j),0j
219,72.1,(206.90308191114863-119.5981425323052j),-0j
220,72.2,(-207.73151524650885-119.59196799468599j),(-0+0j)
221,72.3,(-0.09961761643817847+239.58419867240667j),0j
222,73.1,(206.78355262120223-119.4790019848577j),-0j
223,73.2,(-207.73485109161464-119.59385500135724j),(-0+0j)
224,73.3,(-0.08871303617094224+239.62852861931805j),0j
225,74.1,(206.80730577089668-119.50221469735655j),-0j
226,74.2,(-207.73485109162073-119.59385500136119j),(-0+0j)
227,74.3,(-0.08871303617134492+239.62852861932527j),0j
228,75.1,(207.03966408922878-119.68601439135334j),-0j
229,75.2,(-207.76766323735396-119.6443703445683j),(-0+0j)
230,75.3,(-0.05348760543183827+239.69454782785658j),0j
231,76.1,(206.8761578475113-119.57929634465613j),-0j
232,76.2,(-207.7126242811507-119.57825198203336j),(-0+0j)
233,76.3,(-0.0937534901536321+239.60176932109593j),0j
234,77.1,(206.9030819111486-119.5981425323052j),-0j
235,77.2,(-207.73151524650882-119.59196799468597j),(-0+0j)
236,77.3,(-0.10515091414110704+239.56249258215374j),(1.0000012080759038+0.3286834267916443j)
237,78.1,(206.7829059721248-119.4783700091594j),-0j
238,78.2,(-207.73485109161456-119.59385500135717j),(-0+0j)
239,78.3,(-0.08871303617093461+239.62852861931793j),0j
240,79.1,(206.78501733702302-119.4804296093427j),(1.0000060010683287+0.3286861999998754j)
241,79.2,(-207.7348510916207-119.59385500136118j),(-0+0j)
242,79.3,(-0.08871303617134323+239.62852861932524j),0j
243,80.1,(207.03966408922852-119.6860143913531j),-0j
244,80.2,(-207.76766323735413-119.6443703445682j),(-0+0j)
245,80.3,(-0.053487605432023466+239.69454782785687j),0j
246,81.1,(206.866830122694-119.57276716486314j),-0j
247,81.2,(-207.7060795883153-119.5735001290685j),(-0+0j)
248,81.3,(-0.09514336777991378+239.59443477606487j),0j
249,82.1,(206.7819710142444-119.47745626679132j),-0j
250,82.2,(-207.7348510916145-119.59385500135713j),(-0+0j)
251,82.3,(-0.08871303617092319+239.62852861931785j),0j
252,83.1,(207.0396640892283-119.68601439135296j),-0j
253,83.2,(-207.76766323735427-119.64437034456816j),(-0+0j)
254,83.3,(-0.05348760543218363+239.694547827857j),0j
255,84.1,(206.83192062678242-119.54833136945165j),-0j
256,84.2,(-207.68158573453474-119.5557160718735j),(-0+0j)
257,84.3,(-0.10034505718022158+239.56698485930735j),0j
258,85.1,(206.7810573875609-119.47656337158524j),-0j
259,85.2,(-207.73485109161444-119.59385500135706j),(-0+0j)
260,85.3,(-0.08871303617091364+239.62852861931773j),0j
261,86.1,(207.0396640892281-119.68601439135273j),-0j
262,86.2,(-207.76766323735455-119.64437034456812j),(-0+0j)
263,86.3,(-0.05348760543235315+239.69454782785726j),0j
264,87.1,(206.81975188995176-119.5411904520492j),-0j
265,87.2,(-207.67730846713468-119.55146373221348j),(-0+0j)
266,87.3,(-0.10343621112586492+239.55827146405355j),0j
267,88.1,(206.83192062678245-119.54833136945169j),-0j
268,88.2,(-207.64254378150318-119.5448115685888j),(-0+0j)
269,88.3,(-0.10034505718022206+239.5669848593074j),0j
270,89.1,(206.78026590879276-119.47578985258609j),-0j
271,89.2,(-207.7348510916144-119.59385500135703j),(-0+0j)
272,89.3,(-0.08871303617090993+239.62852861931768j),0j
273,90.1,(207.03966408922776-119.68601439135243j),-0j
274,90.2,(-207.7676632373549-119.644370344568j),(-0+0j)
275,90.3,(-0.053487605432594204+239.69454782785758j),0j
276,91.1,(206.8065900138526-119.53346673582507j),-0j
277,91.2,(-207.67268211483972-119.5468643421111j),(-0+0j)
278,91.3,(-0.10677964650471224+239.54884693377315j),0j
279,92.1,(206.83192062678242-119.54833136945167j),-0j
280,92.2,(-207.61924326157444-119.53830368216487j),(1.0000004809495675+0.3286862714206135j)
281,92.3,(-0.10034505718022287+239.56698485930738j),0j
282,93.1,(206.77946159952808-119.47500379423252j),-0j
283,93.2,(-207.73485109161436-119.59385500135699j),(-0+0j)
284,93.3,(-0.08871303617090212+239.6285286193176j),0j
285,94.1,(207.03966408922753-119.68601439135217j),-0j
286,94.2,(-207.76766323735507-119.64437034456785j),(-0+0j)
287,94.3,(-0.0534876054327058+239.69454782785778j),0j
288,95.1,(206.78320357035534-119.51974298917195j),-0j
289,95.2,(-207.66446186373483-119.53869199829472j),(-0+0j)
290,95.3,(-0.11272036969531979+239.5321011261668j),0j
291,96.1,(206.77867309997737-119.47423318684818j),-0j
292,96.2,(-207.73485109161436-119.59385500135699j),(-0+0j)
293,96.3,(-0.08871303617090871+239.6285286193176j),0j
294,97.1,(207.03966408922747-119.68601439135213j),-0j
295,97.2,(-207.7676632373551-119.6443703445678j),(-0+0j)
296,97.3,(-0.05348760543271134+239.69454782785775j),0j
297,98.1,(206.77661227147783-119.51489581736621j),-0j
298,98.2,(-207.66178999045934-119.53547181092416j),(-0+0j)
299,98.3,(-0.11413786403731147+239.52909193360185j),0j
300,99.1,(206.78320357035528-119.51974298917192j),-0j
301,99.2,(-207.66446186373477-119.53869199829467j),(-0+0j)
302,99.3,(-0.12243566446959697+239.49397402081368j),0j
303,100.1,(206.7778465061663-119.47342534961588j),-0j
304,100.2,(-207.73485109161436-119.593855001357j),(-0+0j)
305,100.3,(-0.08871303617091264+239.62852861931762j),0j
306,101.1,(207.03966408922747-119.68601439135209j),-0j
307,101.2,(-207.76766323735504-119.64437034456773j),(-0+0j)
308,101.3,(-0.05348760543267989+239.69454782785775j),0j
309,102.1,(206.76596817991742-119.50706826448683j),-0j
310,102.2,(-207.65747526216228-119.53027162658275j),(-0+0j)
311,102.3,(-0.11642693328499651+239.52423247846562j),0j
312,103.1,(206.78320357035525-119.51974298917192j),-0j
313,103.2,(-207.66446186373477-119.53869199829465j),(-0+0j)
314,103.3,(-0.1289041861134303+239.46858868645973j),(1.0000014612302672+0.3286832787448324j)
315,104.1,(206.7768502558523-119.47245170562596j),-0j
316,104.2,(-207.73485109161436-119.59385500135699j),(-0+0j)
317,104.3,(-0.0887130361709161+239.62852861931762j),0j
318,105.1,(207.03966408922741-119.68601439135206j),-0j
319,105.2,(-207.767663237355-119.6443703445677j),(-0+0j)
320,105.3,(-0.05348760543268002+239.69454782785772j),0j
321,106.1,(206.7602672377906-119.5028758516626j),-0j
322,106.2,(-207.65516430719032-119.52748642412455j),(-0+0j)
323,106.3,(-0.11765295160992209+239.5216297695033j),0j
324,107.1,(206.77561821040823-119.47124761702977j),-0j
325,107.2,(-207.7348510916144-119.59385500135699j),(-0+0j)
326,107.3,(-0.08871303617091918+239.62852861931765j),0j
327,108.1,(207.03966408922741-119.68601439135209j),-0j
328,108.2,(-207.76766323735504-119.64437034456773j),(-0+0j)
329,108.3,(-0.0534876054326837+239.69454782785778j),0j
330,109.1,(206.74878955898637-119.4944352874996j),-0j
331,109.2,(-207.65051167288726-119.521878989685j),(-0+0j)
332,109.3,(-0.1201212882864196+239.51638974832358j),0j
333,110.1,(206.77371937637687-119.46939187021934j),-0j
334,110.2,(-207.73485109161436-119.59385500135696j),(-0+0j)
335,110.3,(-0.0887130361709171+239.62852861931762j),0j
336,111.1,(207.03966408922747-119.68601439135212j),-0j
337,111.2,(-207.7676632373553-119.64437034456788j),(-0+0j)
338,111.3,(-0.0534876054326937+239.69454782785786j),0j
339,112.1,(206.7430161841641-119.49018960843375j),-0j
340,112.2,(-207.64817135633015-119.51905840014221j),(-0+0j)
341,112.3,(-0.12136288365286058+239.5137539709278j),0j
342,113.1,(206.76732994802782-119.4631474270066j),-0j
343,113.2,(-207.73485109161433-119.59385500135696j),(-0+0j)
344,113.3,(-0.08871303617091544+239.62852861931762j),0j
345,114.1,(207.03966408922753-119.68601439135216j),-0j
346,114.2,(-207.76766323735538-119.64437034456793j),(-0+0j)
347,114.3,(-0.05348760543269792+239.69454782785792j),0j
348,115.1,(206.73444574593034-119.48388699838077j),-0j
349,115.2,(-207.6446972118104-119.514871301746j),(-0+0j)
350,115.3,(-0.12320600257852773+239.50984122178832j),0j
351,116.1,(206.74683094585473-119.44311357608994j),(1.0000062184214582+0.3286862151403567j)
352,116.2,(-207.73485109161433-119.59385500135694j),(-0+0j)
353,116.3,(-0.08871303617091433+239.62852861931762j),0j
354,117.1,(207.03966408922756-119.68601439135217j),-0j
355,117.2,(-207.7676632373555-119.644370344568j),(-0+0j)
356,117.3,(-0.05348760543270284+239.69454782785797j),0j
357,118.1,(206.72938103487454-119.48016246318814j),-0j
358,118.2,(-207.64264416181652-119.51239693077865j),(-0+0j)
359,118.3,(-0.12429519598413868+239.50752897785316j),0j
360,119.1,(206.73444574593023-119.48388699838075j),-0j
361,119.2,(-207.6446972118104-119.51487130174598j),(-0+0j)
362,119.3,(-0.12320600257831948+239.5098412217884j),0j
363,120.1,(207.03966408922759-119.68601439135219j),-0j
364,120.2,(-207.7676632373555-119.64437034456802j),(-0+0j)
365,120.3,(-0.053487605432702555+239.69454782785797j),0j
366,121.1,(206.72576971488633-119.47750673648633j),-0j
367,121.2,(-207.64118026379796-119.51063261584851j),(-0+0j)
368,121.3,(-0.1250718298084876+239.50588026529115j),0j
369,122.1,(206.7344457459302-119.48388699838061j),-0j
370,122.2,(-207.6446972118104-119.51487130174591j),(-0+0j)
371,122.3,(-0.12320600257807275+239.5098412217885j),0j
372,123.1,(206.70544500886575-119.4625601616437j),-0j
373,123.2,(-207.63294136584148-119.50070295511533j),(-0+0j)
374,123.3,(-0.12944276736527122+239.49660122099596j),0j
375,124.1,(206.73444574593026-119.48388699838048j),-0j
376,124.2,(-207.6446972118103-119.5148713017458j),(-0+0j)
377,124.3,(-0.12320600257778579+239.50984122178855j),0j
378,125.1,(206.70094402528278-119.4593753900676j),-0j
379,125.2,(-207.63007030341774-119.49843046426678j),(-0+0j)
380,125.3,(-0.13017717646252655+239.49338145630614j),0j
381,126.1,(206.67210764780162-119.42997336928262j),-0j
382,126.2,(-207.6329413658414-119.50070295511527j),(-0+0j)
383,126.3,(-0.12944276736526056+239.49660122099587j),0j
384,127.1,(206.73444574593026-119.48388699838034j),-0j
385,127.2,(-207.64469721181027-119.51487130174569j),(-0+0j)
386,127.3,(-0.12320600257762289+239.50984122178863j),0j
387,128.1,(206.69484873992462-119.45506253462204j),-0j
388,128.2,(-207.62618227662747-119.49535303020382j),(-0+0j)
389,128.3,(-0.1311717219736084+239.48902121277084j),0j
390,129.1,(206.6594340388041-119.41758509823522j),(1.000006966110667+0.32868649445942344j)
391,129.2,(-207.6329413658414-119.50070295511526j),(-0+0j)
392,129.3,(-0.1294427673652644+239.49660122099587j),0j
393,130.1,(206.73444574593015-119.48388699838023j),-0j
394,130.2,(-207.64469721181032-119.51487130174557j),(-0+0j)
395,130.3,(-0.12320600257757802+239.5098412217888j),0j
396,131.1,(206.66341304540936-119.43281950606648j),-0j
397,131.2,(-207.60613025030452-119.47948153749918j),(-0+0j)
398,131.3,(-0.13630096974945125+239.46653378589312j),0j
399,132.1,(206.73444574593006-119.48388699838013j),-0j
400,132.2,(-207.64469721181032-119.51487130174553j),(-0+0j)
401,132.3,(-0.12320600257746178+239.50984122178886j),0j
402,133.1,(206.65388546344175-119.42607805240891j),-0j
403,133.2,(-207.60005284920524-119.47467117940084j),(-0+0j)
404,133.3,(-0.13785555059686888+239.45971825959026j),0j
405,134.1,(206.73444574593-119.48388699838004j),-0j
406,134.2,(-207.6446972118104-119.51487130174554j),(-0+0j)
407,134.3,(-0.12320600257739736+239.50984122178886j),0j
408,135.1,(206.6484407758237-119.42222554194178j),-0j
409,135.2,(-207.59657982209015-119.47192222407668j),(-0+0j)
410,135.3,(-0.1387439404443583+239.45582341913666j),0j
411,136.1,(206.73444574593-119.48388699837997j),-0j
412,136.2,(-207.64469721181035-119.51487130174549j),(-0+0j)
413,136.3,(-0.1232060025773337+239.50984122178895j),0j
414,137.1,(206.64771110181422-119.42151235094714j),-0j
415,137.2,(-207.5965798220902-119.47192222407669j),(-0+0j)
416,137.3,(-0.1387439404443628+239.45582341913672j),0j
417,138.1,(206.64164393131534-119.41776064767632j),-0j
418,138.2,(-207.58936436655716-119.46828815630307j),(-0+0j)
419,138.3,(-0.13921024065340928+239.44775578152365j),0j
420,139.1,(206.73444574593003-119.48388699837999j),-0j
421,139.2,(-207.64469721181038-119.51487130174552j),(-0+0j)
422,139.3,(-0.12320600257734621+239.509841221789j),0j
423,140.1,(206.64699450525475-119.42081194198866j),-0j
424,140.2,(-207.59657982209026-119.47192222407674j),(-0+0j)
425,140.3,(-0.13874394044437194+239.4558234191368j),0j
426,141.1,(206.63639687640645-119.41431382094017j),-0j
427,141.2,(-207.58379415065357-119.46548271428844j),(-0+0j)
428,141.3,(-0.13957021693327126+239.441527694727j),0j
429,142.1,(206.73444574593003-119.48388699837999j),-0j
430,142.2,(-207.64469721181035-119.51487130174552j),(-0+0j)
431,142.3,(-0.12320600257729317+239.50984122178903j),0j
432,143.1,(206.64626371827094-119.42009766316124j),-0j
433,143.2,(-207.59657982209032-119.47192222407676j),(-0+0j)
434,143.3,(-0.13874394044439228+239.45582341913686j),0j
435,144.1,(206.63568263101843-119.41384462819444j),-0j
436,144.2,(-207.58303591558862-119.46510082882027j),(-0+0j)
437,144.3,(-0.13961921802096852+239.44067990823578j),0j
438,145.1,(206.73444574593-119.48388699837997j),-0j
439,145.2,(-207.64469721181032-119.51487130174553j),(-0+0j)
440,145.3,(-0.1232060025773004+239.50984122178906j),0j
441,146.1,(206.64553078483635-119.4193812863704j),-0j
442,146.2,(-207.59657982209038-119.47192222407685j),(-0+0j)
443,146.3,(-0.13874394044441307+239.45582341913695j),0j
444,147.1,(206.63568263101874-119.41384462819461j),-0j
445,147.2,(-207.58303591558865-119.46510082882028j),(-0+0j)
446,147.3,(-0.13961921802096683+239.44067990823595j),0j
447,148.1,(206.62879560930688-119.40932049589914j),-0j
448,148.2,(-207.57572472892772-119.46141854601613j),(-0+0j)
449,148.3,(-0.14009170487307332+239.43250523316024j),0j
450,149.1,(206.73444574593006-119.48388699837993j),-0j
451,149.2,(-207.64469721181024-119.5148713017455j),(-0+0j)
452,149.3,(-0.1232060025772203+239.50984122178906j),0j
453,150.1,(206.64462959351198-119.4185004525615j),-0j
454,150.2,(-207.5965798220905-119.47192222407696j),(-0+0j)
455,150.3,(-0.13874394044444083+239.45582341913706j),0j
456,151.1,(206.63568263101908-119.4138446281948j),-0j
457,151.2,(-207.5830359155887-119.46510082882034j),(-0+0j)
458,151.3,(-0.13961921802096747+239.44067990823615j),0j
459,152.1,(206.61260523628096-119.3986849276451j),-0j
460,152.2,(-207.55853720661963-119.45276204184292j),(-0+0j)
