,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17770618780978-1.2332944244445576e-06j),-0j
1,SOURCEBUS.2,(-120.08885530959252-207.99999492466694j),(-0+0j)
2,SOURCEBUS.3,(-120.0888508547816+207.999996198553j),0j
3,SOURCEBUSZ.1,(240.11464084955927-0.0706631238208748j),-0j
4,SOURCEBUSZ.2,(-120.13283470593709-207.93295780086575j),(-0+0j)
5,SOURCEBUSZ.3,(-119.98180612020961+208.00362096528235j),0j
6,1.1,(207.81472429831115-120.16332678547097j),-0j
7,1.2,(-207.98000646604805-119.95897255157507j),(-0+0j)
8,1.3,(0.1421726709251163+240.09501058335218j),0j
9,2.1,(207.81064855268588-120.16167388067367j),-0j
10,2.2,(-207.97946646933636-119.95756262989832j),(-0+0j)
11,2.3,(0.14150371311085025+240.0926991942934j),0j
12,3.1,(207.81008557562768-120.16144556723964j),-0j
13,3.2,(-207.97939188034383-119.95736787938378j),(-0+0j)
14,3.3,(0.14141131090104034+240.09237992534662j),0j
15,4.1,(207.80965121705302-120.16126941459483j),-0j
16,4.2,(-207.97933433205105-119.95721762182943j),(-0+0j)
17,4.3,(0.14134001902236978+240.09213359700576j),0j
18,5.1,(207.80931575814776-120.16113337037494j),-0j
19,5.2,(-207.97928988700392-119.95710157661318j),(-0+0j)
20,5.3,(0.14128495968440183+240.09194335548548j),0j
21,6.1,(207.80896934896006-120.16099288530519j),-0j
22,6.2,(-207.9792439911507-119.9569817433684j),(-0+0j)
23,6.3,(0.14122810306128714+240.09174690396955j),0j
24,7.1,(207.8085673047638-120.16082983764672j),-0j
25,7.2,(-207.97919072419913-119.95684266431896j),(-0+0j)
26,7.3,(0.1411621149866398+240.09151890137994j),0j
27,8.1,(207.80817276324663-120.1606698326742j),-0j
28,8.2,(-207.97913845127968-119.95670618066937j),(-0+0j)
29,8.3,(0.1410973583372032+240.09129515362181j),0j
30,9.1,(207.79155878642155-120.15393209079214j),-0j
31,9.2,(-207.9769372606973-119.95095891177037j),(-0+0j)
32,9.3,(0.13837048315131253+240.08187322992853j),0j
33,10.1,(207.78737771927783-120.15223647321046j),-0j
34,10.2,(-207.97638330990523-119.94951255624619j),(-0+0j)
35,10.3,(0.13768423877019878+240.0795021121643j),0j
36,11.1,(207.7840402499032-120.15088297383937j),-0j
37,11.2,(-207.975941127625-119.94835802628991j),(-0+0j)
38,11.3,(0.13713645526736748+240.07760940567343j),0j
39,12.1,(207.78299642290585-120.15045965334522j),-0j
40,12.2,(-207.97580283068507-119.94799693547458j),(-0+0j)
41,12.3,(0.13696513048661774+240.07701744274843j),0j
42,13.1,(207.78183110142015-120.14998706117402j),-0j
43,13.2,(-207.9756484369053-119.94759381610092j),(-0+0j)
44,13.3,(0.1367738646460509+240.07635657929399j),0j
45,14.1,(207.7806477135462-120.1495071422405j),-0j
46,14.2,(-207.97549164950462-119.94718444702615j),(-0+0j)
47,14.3,(0.1365796335439444+240.07568547024124j),0j
48,15.1,(207.7791649285403-120.14890580381672j),-0j
49,15.2,(-207.97529519489157-119.94667150757539j),(-0+0j)
50,15.3,(0.13633626197308205+240.0748445705983j),0j
51,16.1,(207.75952068983563-120.1409391495193j),-0j
52,16.2,(-207.9726925240397-119.9398759809328j),(-0+0j)
53,16.3,(0.13311202567992714+240.0637041603241j),0j
54,17.1,(207.75123224116774-120.13757779730855j),-0j
55,17.2,(-207.97159438508498-119.93700875993254j),(-0+0j)
56,17.3,(0.1317516310415951+240.05900371251914j),0j
57,18.1,(207.74354471686206-120.13446014793222j),-0j
58,18.2,(-207.97057586277242-119.93434941654849j),(-0+0j)
59,18.3,(0.1304898669568308+240.05464405389114j),0j
60,19.1,(207.73586445066869-120.13134544205869j),-0j
61,19.2,(-207.96955830208927-119.93169258396146j),(-0+0j)
62,19.3,(0.12922929415614334+240.05028851139863j),0j
63,20.1,(207.719155802816-120.12456930666258j),-0j
64,20.2,(-207.9673445685162-119.92591256553743j),(-0+0j)
65,20.3,(0.1264868804833093+240.04081289898085j),0j
66,21.1,(207.70764459450504-120.11990097522273j),-0j
67,21.2,(-207.96581944520713-119.92193049609016j),(-0+0j)
68,21.3,(0.1245975298104257+240.03428479752245j),0j
69,22.1,(207.69614364222218-120.11523680308028j),-0j
70,22.2,(-207.96429568072224-119.9179519745082j),(-0+0j)
71,22.3,(0.12270986247366594+240.02776251234255j),0j
72,23.1,(207.6933267057274-120.11409440405077j),-0j
73,23.2,(-207.9639224639936-119.91697751236246j),(-0+0j)
74,23.3,(0.12224751475844754+240.02616500435357j),0j
75,24.1,(207.69075615058802-120.11305192414332j),-0j
76,24.2,(-207.9635818904019-119.91608828085818j),(-0+0j)
77,24.3,(0.12182560595865294+240.0247072212694j),0j
78,25.1,(207.6894141098466-120.11250766407801j),-0j
79,25.2,(-207.96340408303712-119.91562402903604j),(-0+0j)
80,25.3,(0.12160533494023254+240.02394613886315j),0j
81,26.1,(207.68778071901056-120.11184524797126j),-0j
82,26.2,(-207.9631876746143-119.91505899054765j),(-0+0j)
83,26.3,(0.1213372442244606+240.02301982940813j),0j
84,27.1,(207.68719261468348-120.11160674425855j),-0j
85,27.2,(-207.96310975650246-119.91485554776305j),(-0+0j)
86,27.3,(0.12124071784104624+240.02268631057927j),0j
87,28.1,(207.68443879220848-120.11048994090548j),-0j
