,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.1777042867491-2.3988791667718067e-06j),-0j
1,SOURCEBUS.2,(-120.08885483660256-207.9999930588317j),(-0+0j)
2,SOURCEBUS.3,(-120.08884942671085+207.99999549830255j),0j
3,SOURCEBUSZ.1,(240.0925838954006-0.11299878101069458j),-0j
4,SOURCEBUSZ.2,(-120.144704677001-207.8934985455905j),(-0+0j)
5,SOURCEBUSZ.3,(-119.94787919499822+208.00649736708743j),0j
6,1.1,(207.7529568531373-120.20040690824564j),-0j
7,1.2,(-207.96681179679678-119.87078637584617j),(-0+0j)
8,1.3,(0.18449401236405508+240.06059874928707j),0j
9,2.1,(207.74340065334255-120.19226381935742j),-0j
10,2.2,(-207.96085524849155-119.86647447486445j),(-0+0j)
11,2.3,(0.18186482130124473+240.05438631588495j),0j
12,3.1,(207.74267910450496-120.19164896863765j),-0j
13,3.2,(-207.9604054943426-119.8661489011837j),(-0+0j)
14,3.3,(0.18166630203671774+240.05391724091825j),0j
15,4.1,(207.74165812117647-120.19077896192202j),-0j
16,4.2,(-207.95976909738087-119.86568821815993j),(-0+0j)
17,4.3,(0.181385399554605+240.05325350522105j),0j
18,5.1,(207.74030788405938-120.1896283894035j),-0j
19,5.2,(-207.95892747071076-119.86507897087782j),(-0+0j)
20,5.3,(0.18101390969080686+240.0523757234304j),0j
21,6.1,(207.73917573935478-120.18866365915892j),-0j
22,6.2,(-207.95822178489763-119.86456813017024j),(-0+0j)
23,6.3,(0.18070242345128087+240.05163972232845j),0j
24,7.1,(207.73828766686736-120.18790690926228j),-0j
25,7.2,(-207.95766823361308-119.8641674185155j),(-0+0j)
26,7.3,(0.18045808864283852+240.05106239124464j),0j
27,8.1,(207.7373993184882-120.18714992427107j),-0j
28,8.2,(-207.9571145103603-119.86376658237434j),(-0+0j)
29,8.3,(0.18021367792846882+240.05048488080507j),0j
30,9.1,(207.7365109471181-120.18639291968866j),-0j
31,9.2,(-207.9565607727768-119.86336573585925j),(-0+0j)
32,9.3,(0.1799692608886016+240.0499073554193j),0j
33,10.1,(207.73569812410008-120.18570029184167j),-0j
34,10.2,(-207.9560541258169-119.86299897789608j),(-0+0j)
35,10.3,(0.17974562941797498+240.04937894360543j),0j
36,11.1,(207.7339295891391-120.1841932767408j),-0j
37,11.2,(-207.95495176670337-119.86220098833896j),(-0+0j)
38,11.3,(0.17925905353929056+240.0482292286666j),0j
39,12.1,(207.6901662634989-120.1469013972706j),-0j
40,12.2,(-207.92767331198195-119.84245431800595j),(-0+0j)
41,12.3,(0.16721847809228785+240.0197789291975j),0j
42,13.1,(207.6891114604429-120.14600257187621j),-0j
43,13.2,(-207.92701583458546-119.84197837501236j),(-0+0j)
44,13.3,(0.16692827081046088+240.01909320747993j),0j
45,14.1,(207.68835239033012-120.14535574829183j),-0j
46,14.2,(-207.92654269276198-119.84163587116791j),(-0+0j)
47,14.3,(0.16671942834179182+240.01859974013703j),0j
48,15.1,(207.67672953157006-120.13545160500284j),-0j
49,15.2,(-207.91929795937756-119.83639146259313j),(-0+0j)
50,15.3,(0.16352163873572723+240.01104378300857j),0j
51,16.1,(207.67572712495152-120.13459742798935j),-0j
52,16.2,(-207.91867314160731-119.83593916165977j),(-0+0j)
53,16.3,(0.163245847251704+240.0103921239296j),0j
54,17.1,(207.6740754531288-120.1331899950387j),-0j
55,17.2,(-207.91764362535469-119.83519390250719j),(-0+0j)
56,17.3,(0.16279142385242895+240.0093183810802j),0j
57,18.1,(207.5578238745596-120.03412897093224j),-0j
58,18.2,(-207.8451819608283-119.78273944288266j),(-0+0j)
59,18.3,(0.1308072022991478+239.93374386349637j),0j
60,19.1,(207.4775531757587-119.96572819971844j),-0j
61,19.2,(-207.79514781488908-119.74652009703718j),(-0+0j)
62,19.3,(0.10872237690336924+239.88156031973162j),0j
63,20.1,(207.23425575468949-119.7584080756376j),-0j
64,20.2,(-207.64349623026033-119.63674064365438j),(-0+0j)
65,20.3,(0.0417841149493892+239.72339399241835j),0j
66,21.1,(207.21331833131083-119.74056674713641j),-0j
67,21.2,(-207.63044556404503-119.62729336351612j),(-0+0j)
68,21.3,(0.03602361520955553+239.7097826876021j),0j
69,22.1,(207.2081150132858-119.73613286315265j),-0j
70,22.2,(-207.62720224391305-119.62494554821237j),(-0+0j)
71,22.3,(0.034592029689826775+239.7064000389153j),0j
72,23.1,(207.2056510702284-119.73403327254407j),-0j
73,23.2,(-207.62566642463702-119.62383378006948j),(-0+0j)
74,23.3,(0.033914126631540906+239.70479824296365j),0j
75,24.1,(207.2033018521486-119.73203144210282j),-0j
76,24.2,(-207.62420211546822-119.62277377756094j),(-0+0j)
77,24.3,(0.03326778778203205+239.70327102909474j),0j
78,25.1,(207.20159056472124-119.7305732091293j),-0j
79,25.2,(-207.6231354397552-119.62200161895144j),(-0+0j)
80,25.3,(0.032796962379995125+239.7021585304658j),0j
81,26.1,(207.20027304376515-119.72945051491058j),-0j
82,26.2,(-207.62231420564663-119.62140713369253j),(-0+0j)
83,26.3,(0.03243447369225178+239.7013020172737j),0j
84,27.1,(207.19861449764016-119.72803722418631j),-0j
85,27.2,(-207.62128040451995-119.6206587727514j),(-0+0j)
86,27.3,(0.03197815897063556+239.70022380547795j),0j
87,28.1,(207.1972248999698-119.7268531115058j),-0j
88,28.2,(-207.6204142437206-119.6200317653956j),(-0+0j)
89,28.3,(0.031595839863255315+239.69932043560655j),0j
90,29.1,(207.19151830944756-119.721990375806j),-0j
91,29.2,(-207.6168572249419-119.61745686597664j),(-0+0j)
