,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17770652627573-1.878769307772355e-06j),-0j
1,SOURCEBUS.2,(-120.0888554074401-207.99999334957698j),(-0+0j)
2,SOURCEBUS.3,(-120.08885109539996+207.99999526893794j),0j
3,SOURCEBUSZ.1,(240.12796363610894-0.0787832587144946j),-0j
4,SOURCEBUSZ.2,(-120.15198041209291-207.90512324073612j),(-0+0j)
5,SOURCEBUSZ.3,(-119.97598320078751+207.98390654000193j),0j
6,1.1,(207.8386412051937-120.14951315497343j),-0j
7,1.2,(-207.9952977283611-119.91796976704111j),(-0+0j)
8,1.3,(0.18031354291287993+240.04759180918572j),0j
9,2.1,(207.83864120519368-120.14951315497343j),-0j
10,2.2,(-207.9952977283611-119.91796976704111j),(-0+0j)
11,2.3,(0.18031354291287602+240.04759180918572j),0j
12,3.1,(207.83834483179444-120.14944269594855j),-0j
13,3.2,(-207.9950476207532-119.91793085667368j),(-0+0j)
14,3.3,(0.18025558880082937+240.04703632304302j),0j
15,4.1,(207.83786015350776-120.1493274698199j),-0j
16,4.2,(-207.99463860386012-119.91786722407288j),(-0+0j)
17,4.3,(0.1801608127521459+240.04612790119154j),0j
18,5.1,(207.8373163071779-120.14919817723766j),-0j
19,5.2,(-207.99417965543543-119.9177958233987j),(-0+0j)
20,5.3,(0.18005446673322945+240.0451085819782j),0j
21,6.1,(207.8293833106426-120.14731220770824j),-0j
22,6.2,(-207.98748505061388-119.91675431356546j),(-0+0j)
23,6.3,(0.1785032149298897+240.03023994107298j),0j
24,7.1,(207.82881658315895-120.14717747542129j),-0j
25,7.2,(-207.98700679293063-119.916679908863j),(-0+0j)
26,7.3,(0.17839239463302087+240.02917773621658j),0j
27,8.1,(207.82814937359154-120.14701885479057j),-0j
28,8.2,(-207.98644373906205-119.91659231203592j),(-0+0j)
29,8.3,(0.17826192564323215+240.0279272000008j),0j
30,9.1,(207.82722620587185-120.14679938334848j),-0j
31,9.2,(-207.98566468375284-119.91647111089158j),(-0+0j)
32,9.3,(0.17808140551028676+240.02619692705056j),0j
33,10.1,(207.82639596427575-120.14660200391616j),-0j
34,10.2,(-207.98496404820244-119.9163621098624j),(-0+0j)
35,10.3,(0.17791905654582263+240.02464082348965j),0j
36,11.1,(207.82572593645702-120.14644271328184j),-0j
37,11.2,(-207.98439861602978-119.9162741430319j),(-0+0j)
38,11.3,(0.17778803646315375+240.02338500508748j),0j
39,12.1,(207.7951974197827-120.13918494480009j),-0j
40,12.2,(-207.95863579689646-119.91226610519072j),(-0+0j)
41,12.3,(0.17181836077655968+239.96616607781925j),0j
42,13.1,(207.790137897028-120.13798210729657j),-0j
43,13.2,(-207.95436609814163-119.9116018489192j),(-0+0j)
44,13.3,(0.1708290002289623+239.95668312561423j),0j
45,14.1,(207.78960335854418-120.13785502753699j),-0j
46,14.2,(-207.95391500454855-119.91153167025664j),(-0+0j)
47,14.3,(0.1707244743057349+239.95568125189226j),0j
48,15.1,(207.78883001515658-120.13767117493357j),-0j
49,15.2,(-207.95326238503088-119.91143013929795j),(-0+0j)
50,15.3,(0.17057325145838562+239.95423179139215j),0j
51,16.1,(207.78750459919206-120.13735607406176j),-0j
52,16.2,(-207.95214387501153-119.91125612765497j),(-0+0j)
53,16.3,(0.17031407399685786+239.95174759340492j),0j
54,17.1,(207.78585081886789-120.13696290871898j),-0j
55,17.2,(-207.95074826041818-119.91103900560495j),(-0+0j)
56,17.3,(0.16999068677512869+239.94864794932138j),0j
57,18.1,(207.78418462300417-120.13656679173882j),-0j
58,18.2,(-207.94934216843086-119.91082025353954j),(-0+0j)
59,18.3,(0.16966487176608988+239.94552503506537j),0j
60,19.1,(207.782029879471-120.13605452873296j),-0j
61,19.2,(-207.94752379420325-119.91053736086843j),(-0+0j)
62,19.3,(0.1692435240727852+239.94148644665918j),0j
63,20.1,(207.7802281028695-120.1356261791481j),-0j
64,20.2,(-207.9460032865023-119.91030080863483j),(-0+0j)
65,20.3,(0.16889119703092395+239.93810941640905j),0j
66,21.1,(207.77923051808185-120.1353890159897j),-0j
67,21.2,(-207.94516143110775-119.91016983739817j),(-0+0j)
68,21.3,(0.1686961250686424+239.9362396651857j),0j
69,22.1,(207.7781815954194-120.13513964790125j),-0j
70,22.2,(-207.94427625201035-119.91003212609793j),(-0+0j)
71,22.3,(0.16849101428048308+239.9342736925128j),0j
72,23.1,(207.7775720533668-120.13499473699234j),-0j
73,23.2,(-207.9437618633873-119.90995210034234j),(-0+0j)
74,23.3,(0.16837182184118588+239.93313124125174j),0j
75,24.1,(207.7770786537349-120.13487743747413j),-0j
76,24.2,(-207.94334548660711-119.90988732273071j),(-0+0j)
77,24.3,(0.1682753403835679+239.9322064731751j),0j
78,25.1,(207.75741944676403-120.13020370981374j),-0j
79,25.2,(-207.92675520812102-119.90730629836203j),(-0+0j)
80,25.3,(0.16443109563417893+239.8953596539991j),0j
81,26.1,(207.72207705220976-120.12180150278371j),-0j
82,26.2,(-207.8969299883707-119.90266625455305j),(-0+0j)
83,26.3,(0.15752009383759213+239.82911818132322j),0j
84,27.1,(207.69934366626447-120.11639692797729j),-0j
85,27.2,(-207.87774542999406-119.89968162637363j),(-0+0j)
86,27.3,(0.15307471108719492+239.78650949611887j),0j
87,28.1,(207.64607567012743-120.1037331360281j),-0j
88,28.2,(-207.8327929102089-119.89268816034462j),(-0+0j)
89,28.3,(0.14265846109497718+239.68667046271142j),0j
90,29.1,(207.64440322840935-120.10333553417522j),-0j
91,29.2,(-207.83138154738546-119.89246858827157j),(-0+0j)
92,29.3,(0.14233142474490712+239.68353584198823j),0j
93,30.1,(207.64335133515763-120.10308545986679j),-0j
94,30.2,(-207.83049386142702-119.89233048696768j),(-0+0j)
95,30.3,(0.1421257330750212+239.68156430160545j),0j
96,31.1,(207.64211259946222-120.10279096613188j),-0j
97,31.2,(-207.82944850033056-119.8921678554321j),(-0+0j)
98,31.3,(0.14188350544090023+239.67924256654078j),0j
