,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17768607617168-1.231100470197043e-05j),-0j
1,SOURCEBUS.2,(-120.08885237563564-207.9999736890193j),(-0+0j)
2,SOURCEBUS.3,(-120.08883367710031+207.99998604061565j),0j
3,SOURCEBUSZ.1,(239.86749259917238-0.49553526791830316j),-0j
4,SOURCEBUSZ.2,(-120.31288965254686-207.51083871808507j),(-0+0j)
5,SOURCEBUSZ.3,(-119.55460292327352+208.00637402657458j),0j
6,1.1,(207.0947455740001-120.5353543929367j),-0j
7,1.2,(-207.86895273558417-119.07849922424882j),(-0+0j)
8,1.3,(0.7268360483386744+239.6544176505026j),0j
9,2.1,(207.08323663981164-120.53058598532556j),-0j
10,2.2,(-207.85986427145352-119.06720627097083j),(-0+0j)
11,2.3,(0.7305211804229149+239.646575170982j),0j
12,3.1,(207.0811492320141-120.52972112581152j),-0j
13,3.2,(-207.85821587112525-119.06515803623908j),(-0+0j)
14,3.3,(0.7311895632045811+239.64515275839065j),0j
15,4.1,(207.07904097405034-120.5288476276095j),-0j
16,4.2,(-207.85655100567664-119.06308934262312j),(-0+0j)
17,4.3,(0.7318646221575609+239.64371613796743j),0j
18,5.1,(207.0769506834323-120.52798157367876j),-0j
19,5.2,(-207.85490032882058-119.06103827917104j),(-0+0j)
20,5.3,(0.7325339280110423+239.6422917609492j),0j
21,6.1,(207.0748656444638-120.52711769562335j),-0j
22,6.2,(-207.85325379912774-119.0589923688142j),(-0+0j)
23,6.3,(0.7332015522994502+239.64087096253803j),0j
24,7.1,(207.07278601357683-120.52625605825658j),-0j
25,7.2,(-207.85161154013088-119.056951765049j),(-0+0j)
26,7.3,(0.7338674449333789+239.6394538493308j),0j
27,8.1,(207.0706743141062-120.52538113416165j),-0j
28,8.2,(-207.84994395696702-119.05487969451097j),(-0+0j)
29,8.3,(0.7345436058479289+239.63801488377788j),0j
30,9.1,(207.06859405749077-120.52451923754136j),-0j
31,9.2,(-207.8483012038401-119.05283847675969j),(-0+0j)
32,9.3,(0.735209698838521+239.63659734418366j),0j
33,10.1,(207.06649471615714-120.5236494336974j),-0j
34,10.2,(-207.84664337974564-119.05077853244111j),(-0+0j)
35,10.3,(0.735881902708193+239.63516679977897j),0j
36,11.1,(207.02782916676446-120.50762943592501j),-0j
37,11.2,(-207.8161096697764-119.01283859503494j),(-0+0j)
38,11.3,(0.7482625153834276+239.60881911421853j),0j
