,bus,vLN,sInjkW
56,17.3,(0.7170306135082346+239.507963911321j),0j
57,18.1,(207.14138956499139-120.34311106032628j),-0j
58,18.2,(-207.8473443125863-119.27463068838166j),(-0+0j)
59,18.3,(0.7178362764142816+239.4920855272523j),0j
60,19.1,(207.12156660615074-120.33743431207586j),-0j
61,19.2,(-207.83294261429774-119.26565956818897j),(-0+0j)
62,19.3,(0.7191622160653235+239.4659532840099j),0j
63,20.1,(207.10172276125093-120.33175158263454j),-0j
64,20.2,(-207.8185257419513-119.25667899575704j),(-0+0j)
65,20.3,(0.7204895527657879+239.43979350705865j),0j
66,21.1,(207.0781911344883-120.3250127742594j),-0j
67,21.2,(-207.80142963679359-119.24602947296299j),(-0+0j)
68,21.3,(0.7220635618341699+239.40877219488257j),0j
69,22.1,(207.04705466148292-120.31609614783247j),-0j
70,22.2,(-207.7788084885785-119.23193828486365j),(-0+0j)
71,22.3,(0.7241462521370364+239.36772555331774j),0j
72,23.1,(207.0318814035675-120.31175094558404j),-0j
73,23.2,(-207.76778487276462-119.22507144315905j),(-0+0j)
74,23.3,(0.7251611775307467+239.34772292556613j),0j
75,24.1,(207.01594000280605-120.30718576842705j),-0j
76,24.2,(-207.75620318882366-119.2178569691027j),(-0+0j)
77,24.3,(0.7262274832992862+239.32670766918255j),0j
78,25.1,(206.97265944667967-120.29479141180019j),-0j
79,25.2,(-207.72475916898205-119.19826982905215j),(-0+0j)
80,25.3,(0.729122480254524+239.26965170546643j),0j
81,26.1,(206.93869407298175-120.28506466629932j),-0j
82,26.2,(-207.70008277893362-119.18289838766982j),(-0+0j)
83,26.3,(0.7313943931465925+239.22487577597855j),0j
84,27.1,(206.90559663107953-120.27558647250784j),-0j
85,27.2,(-207.67603695528842-119.16791973933734j),(-0+0j)
86,27.3,(0.7336082508718414+239.18124402506587j),0j
87,28.1,(206.8933444045848-120.27207777303086j),-0j
88,28.2,(-207.66713551576265-119.16237484579256j),(-0+0j)
89,28.3,(0.7344277911358972+239.16509213948746j),0j
90,29.1,(206.8919296525509-120.27167262709892j),-0j
91,29.2,(-207.66610767566524-119.16173458261893j),(-0+0j)
92,29.3,(0.7345224226100708+239.16322709781664j),0j
93,30.1,(206.8876011328036-120.2704330585208j),-0j
94,30.2,(-207.66296293647974-119.15977565856409j),(-0+0j)
95,30.3,(0.7348119533511379+239.15752088958493j),0j
96,31.1,(206.87169268560226-120.26587731835353j),-0j
97,31.2,(-207.6514051938301-119.15257609804051j),(-0+0j)
98,31.3,(0.7358760548861447+239.13654907527606j),0j
99,32.1,(206.84508152543566-120.25825661661356j),-0j
100,32.2,(-207.6320717581452-119.14053289509324j),(-0+0j)
101,32.3,(0.7376560511374021+239.10146807066923j),0j
102,33.1,(206.76235648606584-120.23456644874724j),-0j
103,33.2,(-207.57197068708354-119.10309467625115j),(-0+0j)
104,33.3,(0.743189453628913+238.99241316779847j),0j
105,34.1,(206.75195035514216-120.23158642008487j),-0j
106,34.2,(-207.56441046566937-119.09838525562363j),(-0+0j)
107,34.3,(0.7438855102427231+238.9786949561688j),0j
108,35.1,(206.73865034467465-120.2277776641992j),-0j
109,35.2,(-207.55474779424222-119.09236617474714j),(-0+0j)
110,35.3,(0.7447751358219107+238.9611617961876j),0j
111,36.1,(206.72939457148132-120.22512706623817j),-0j
112,36.2,(-207.54802332621333-119.08817736244796j),(-0+0j)
113,36.3,(0.7453942460556164+238.9489600800652j),0j
114,37.1,(206.72165582239202-120.22291090210705j),-0j
115,37.2,(-207.54240100058504-119.08467509778698j),(-0+0j)
116,37.3,(0.7459118839295696+238.93875822900876j),0j
117,38.1,(206.71165766582573-120.22004770603951j),-0j
118,38.2,(-207.53513717910064-119.08015031089786j),(-0+0j)
119,38.3,(0.7465806515104544+238.92557784249541j),0j
120,39.1,(206.63380371960886-120.19775248479766j),-0j
121,39.2,(-207.47857503552666-119.0449165642789j),(-0+0j)
122,39.3,(0.7517882310209445+238.8229444124308j),0j
123,40.1,(206.63455297261697-120.1975978766131j),-0j
124,40.2,(-207.45121909567712-119.03742033179776j),(-0+0j)
125,40.3,(0.7525374840278989+238.8230990206161j),0j
126,41.1,(206.50108570257143-120.16284133588495j),-0j
127,41.2,(-207.39887842540438-118.99365107378135j),(-0+0j)
128,41.3,(0.7542816418335355+238.6544908726437j),0j
129,42.1,(206.63589649943026-120.19732064016661j),-0j
130,42.2,(-207.40216565405984-119.0239784246878j),(-0+0j)
131,42.3,(0.7538810108390648+238.82337625706413j),0j
132,43.1,(206.37287821710498-120.12911667124061j),-0j
133,43.2,(-207.3218903704887-118.94412788337638j),(-0+0j)
134,43.3,(0.7566903120175124+238.49176236572268j),0j
135,44.1,(206.6359232903352-120.19731511186959j),-0j
136,44.2,(-207.4011874926423-119.02371038325217j),(-0+0j)
137,44.3,(0.7539078017439761+238.8233817853612j),0j
138,45.1,(206.37222325315346-120.13108903468421j),-0j
139,45.2,(-207.32254533444024-118.94610024681998j),(-0+0j)
140,45.3,(0.7371311471726983+238.41723265374506j),0j
141,46.1,(206.1366652168857-120.05549975008886j),-0j
142,46.2,(-207.17483831967778-118.84100241262082j),(-0+0j)
143,46.3,(0.7628578976867787+238.2127235911207j),0j
144,47.1,(206.63596429039802-120.19730665151606j),-0j
145,47.2,(-207.39969054135452-119.02330018002289j),(-0+0j)
146,47.3,(0.753948801806836+238.8233902457147j),0j
147,48.1,(206.37208261614865-120.13151256563646j),-0j
148,48.2,(-207.32268597144508-118.9465237777723j),(-0+0j)
149,48.3,(0.7329313463528441+238.40122869881003j),0j
150,49.1,(206.3720013729436-120.13175718182598j),-0j
151,49.2,(-207.32276721465013-118.94676839396172j),(-0+0j)
152,49.3,(0.7305050881326903+238.3919853534032j),(0.9999989228569147+0.32868405782753574j)
153,50.1,(206.13666521688577-120.055499750089j),-0j
154,50.2,(-207.17483831967763-118.84100241262094j),(-0+0j)
155,50.3,(0.7628578976869148+238.21272359112064j),0j
156,51.1,(206.03527456936237-120.02390086561661j),-0j
157,51.2,(-207.1117185818273-118.79673745579557j),(-0+0j)
158,51.3,(0.7655052350630694+238.09295066577604j),0j
159,52.1,(206.6360737791369-120.19728405854005j),-0j
160,52.2,(-207.39569300336925-119.02220475159842j),(-0+0j)
161,52.3,(0.7540582905457216+238.8234128386907j),0j
162,53.1,(206.3718233807435-120.13229325787428j),-0j
163,53.2,(-207.32294520685016-118.94730447001015j),(-0+0j)
164,53.3,(0.7251898769677392+238.3717286980994j),(0.9999989218657849+0.3286840577932466j)
165,54.1,(206.13666521688586-120.05549975008906j),-0j
166,54.2,(-207.1748383196777-118.84100241262102j),(-0+0j)
167,54.3,(0.7628578976869534+238.21272359112075j),0j
168,55.1,(206.01534739365366-120.01769046516593j),-0j
169,55.2,(-207.09931311704761-118.7880376832431j),(-0+0j)
170,55.3,(0.7660255390392859+238.06941066295718j),0j
171,56.1,(206.6365911526688-120.19717729863098j),-0j
172,56.2,(-207.37680320367372-119.01702845969197j),(-0+0j)
173,56.3,(0.7545756640776133+238.82351959859974j),0j
174,57.1,(206.13666521688592-120.05549975008917j),-0j
175,57.2,(-207.17483831967775-118.8410024126211j),(-0+0j)
176,57.3,(0.7628578976869769+238.21272359112078j),0j
177,58.1,(205.97555219957275-119.97824618572967j),-0j
178,58.2,(-207.10031626145556-118.78690736617979j),(-0+0j)
179,58.3,(0.7650223946436079+238.07054098003388j),0j
180,59.1,(205.93382235403658-119.99510387319063j),-0j
181,59.2,(-207.0408128202891-118.75210043028292j),(-0+0j)
182,59.3,(0.7712237648744584+237.9607603228835j),0j
183,60.1,(206.63695379059257-120.19710246449385j),-0j
184,60.2,(-207.3635629573998-119.0134001447392j),(-0+0j)
185,60.3,(0.7549383020013686+238.8235944327368j),0j
186,61.1,(206.63719180030233-120.19705336156574j),-0j
187,61.2,(-207.35487297207848-119.01101925338703j),(1.000001274932427+0.3286851295100444j)
188,61.3,(0.7551763117111219+238.823643535665j),0j
189,62.1,(206.13666521688594-120.05549975008918j),-0j
190,62.2,(-207.17483831967772-118.8410024126211j),(-0+0j)
191,62.3,(0.7628578976870125+238.21272359112078j),0j
192,63.1,(205.95380484443166-119.95669059910685j),-0j
193,63.2,(-207.10086446176467-118.78628966831037j),(-0+0j)
194,63.3,(0.7644741943411698+238.0711586779107j),0j
195,64.1,(205.9338223540372-119.99510387319053j),-0j
196,64.2,(-207.0408128202889-118.75210043028316j),(-0+0j)
197,64.3,(0.7712237648748463+237.96076032288366j),0j
198,65.1,(205.8265780013413-119.96539172037616j),-0j
199,65.2,(-206.9638569980492-118.7048257837532j),(-0+0j)
200,65.3,(0.7780619138226254+237.81783324863972j),0j
201,66.1,(206.63770920960349-120.19694657586186j),-0j
202,66.2,(-207.33598191005424-119.00584192229927j),(1.0000012779868557+0.32868512975273567j)
203,66.3,(0.7556937210122722+238.82375032136878j),0j
204,67.1,(205.95024479779278-119.95316203570188j),-0j
205,67.2,(-207.10095420242882-118.78618855348017j),(-0+0j)
206,67.3,(0.7643844536792538+238.0712597927433j),0j
207,68.1,(205.93866615189418-119.9416850141139j),(1.0000001719856135+0.32868332674367984j)
208,68.2,(-207.10124607237012-118.78585966825288j),(-0+0j)
209,68.3,(0.7640925837357321+238.07158867796818j),0j
210,69.1,(205.93382235403737-119.99510387319047j),-0j
211,69.2,(-207.0408128202889-118.75210043028326j),(-0+0j)
212,69.3,(0.7712237648749666+237.96076032288377j),0j
213,70.1,(205.57806658762027-119.89654139012511j),-0j
214,70.2,(-206.78553152264422-118.5952788570665j),(-0+0j)
215,70.3,(0.7939075786025503+237.48663623558807j),0j
216,71.1,(205.949916597451-119.95283673779628j),-0j
217,71.2,(-207.10096247561157-118.7861792317141j),(-0+0j)
218,71.3,(0.7643761804966506+238.07126911450956j),0j
219,72.1,(205.93382235403743-119.99510387319042j),-0j
220,72.2,(-207.0408128202888-118.75210043028324j),(-0+0j)
221,72.3,(0.7712237648750532+237.96076032288386j),0j
222,73.1,(205.5803435730688-119.89607202367631j),-0j
223,73.2,(-206.7023954594764-118.57251584299904j),(-0+0j)
224,73.3,(0.7961845640523848+237.48710560201954j),0j
225,74.1,(205.5682977010879-119.89407237955368j),-0j
226,74.2,(-206.7798245935899-118.59165444818163j),(-0+0j)
227,74.3,(0.794033007117482+237.47413233727835j),0j
228,75.1,(205.94966287671093-119.9525852608328j),-0j
229,75.2,(-207.10096887133324-118.78617202536758j),(-0+0j)
230,75.3,(0.7643697847750558+238.07127632085619j),0j
231,76.1,(205.93382235403735-119.99510387319036j),-0j
232,76.2,(-207.0408128202888-118.75210043028316j),(-0+0j)
233,76.3,(0.771223764875106+237.96076032288389j),0j
234,77.1,(205.58040913028807-119.89605850915483j),-0j
235,77.2,(-206.70000187177524-118.57186043509844j),(-0+0j)
236,77.3,(0.7962501212717518+237.48711911654001j),0j
237,78.1,(205.58095444524577-119.89594610975003j),-0j
238,78.2,(-206.68009160493514-118.56640926066727j),(1.0000029391089014+0.32868602756870285j)
239,78.3,(0.7967954362293183+237.48723151594584j),0j
240,79.1,(205.56829770108914-119.8940723795529j),-0j
241,79.2,(-206.77982459358944-118.59165444818112j),(-0+0j)
242,79.3,(0.7940330071176509+237.4741323372794j),0j
243,80.1,(205.4784316621429-119.87135943276637j),-0j
244,80.2,(-206.72732535462814-118.55831274964167j),(-0+0j)
245,80.3,(0.7951868503674805+237.35910635057542j),0j
246,81.1,(205.94935458645068-119.95227969693408j),-0j
247,81.2,(-207.10097664262815-118.786163269101j),(-0+0j)
248,81.3,(0.764362013480229+238.07128507712298j),0j
249,82.1,(205.93382235403732-119.99510387319032j),-0j
250,82.2,(-207.04081282028878-118.75210043028312j),(-0+0j)
251,82.3,(0.7712237648751369+237.96076032288386j),0j
252,83.1,(205.5804602014534-119.89604798091145j),-0j
253,83.2,(-206.69813719059297-118.57134985143429j),(-0+0j)
254,83.3,(0.7963011924371165+237.4871296447827j),0j
255,84.1,(205.56829770108936-119.89407237955278j),-0j
256,84.2,(-206.77982459358938-118.59165444818102j),(-0+0j)
257,84.3,(0.7940330071176761+237.47413233727966j),0j
258,85.1,(205.24244919041197-119.8117166868962j),-0j
259,85.2,(-206.58946571021076-118.47075958133104j),(-0+0j)
260,85.3,(0.7982167689586416+237.05705546490086j),0j
261,86.1,(205.94901563427717-119.95194374228046j),-0j
262,86.2,(-207.10098518683995-118.78615364195413j),(-0+0j)
263,86.3,(0.7643534692684562+238.07129470426995j),0j
264,87.1,(205.93382235403732-119.9951038731903j),-0j
265,87.2,(-207.04081282028878-118.75210043028312j),(-0+0j)
266,87.3,(0.7712237648751576+237.96076032288386j),0j
267,88.1,(205.58047241081834-119.89604546396933j),-0j
268,88.2,(-206.69769140924083-118.57122778838223j),(-0+0j)
269,88.3,(0.7963134018021086+237.48713216172465j),0j
270,89.1,(205.5682977010896-119.8940723795527j),-0j
271,89.2,(-206.77982459358932-118.59165444818089j),(-0+0j)
272,89.3,(0.7940330071177908+237.47413233727983j),0j
273,90.1,(205.24159332318183-119.81429258512183j),-0j
274,90.2,(-206.59032157744528-118.47333547955198j),(-0+0j)
275,90.3,(0.7726545599357577+236.95971882528787j),0j
276,91.1,(204.90717153766641-119.70966324994946j),-0j
277,91.2,(-206.3857987127434-118.328469444961j),(-0+0j)
278,91.3,(0.8051149957538083+236.65927664622302j),0j
279,92.1,(205.93996246013964-119.94297062979042j),-0j
280,92.2,(-207.10121339672884-118.78589650763354j),(-0+0j)
281,92.3,(0.7641252593818268+238.07155183859513j),0j
282,93.1,(205.58048184947125-119.89604351820529j),-0j
283,93.2,(-206.69734679054244-118.57113342550697j),(-0+0j)
284,93.3,(0.7963228404550498+237.48713410748863j),0j
285,94.1,(205.56829770108973-119.89407237955265j),-0j
286,94.2,(-206.77982459358927-118.59165444818079j),(-0+0j)
287,94.3,(0.7940330071179346+237.47413233727983j),0j
288,95.1,(205.24156587607337-119.8143751960266j),-0j
289,95.2,(-206.59034902455411-118.47341809045646j),(-0+0j)
290,95.3,(0.7718348047458833+236.9565971721691j),0j
291,96.1,(205.2413978289787-119.81488093776245j),-0j
292,96.2,(-206.59051707164843-118.47392383219261j),(-0+0j)
293,96.3,(0.7668156701775152+236.93748645632394j),(0.9999975079198783+0.32868428029872937j)
294,97.1,(204.83492115483253-119.63787580743185j),-0j
295,97.2,(-206.38761967676845-118.32641260368206j),(-0+0j)
296,97.3,(0.803294031726445+236.6613334875j),0j
297,98.1,(204.7186147865676-119.65942444741921j),-0j
298,98.2,(-206.25238582067487-118.24784413269961j),(-0+0j)
299,98.3,(0.8164781392688994+236.40491343393373j),0j
300,99.1,(205.939482485654-119.94249489995396j),-0j
301,99.2,(-207.10122549579182-118.78588287507647j),(-0+0j)
302,99.3,(0.7641131603189678+238.07156547115247j),0j
303,100.1,(205.5804933181622-119.89604115395198j),-0j
304,100.2,(-206.69692805225478-118.5710187673384j),(-0+0j)
305,100.3,(0.7963343091460766+237.48713647174182j),0j
306,101.1,(205.56829770108985-119.89407237955263j),-0j
307,101.2,(-206.77982459358924-118.59165444818073j),(-0+0j)
308,101.3,(0.7940330071179721+237.47413233727985j),0j
309,102.1,(205.24154777801658-119.81442966795207j),-0j
310,102.2,(-206.5903671226112-118.47347256238177j),(-0+0j)
311,102.3,(0.7712942750937356+236.95453881853467j),0j
312,103.1,(204.83254602673514-119.63551597601388j),-0j
313,103.2,(-206.38767953849347-118.32634499006824j),(-0+0j)
314,103.3,(0.803234170001223+236.66140110111368j),0j
315,104.1,(204.82361971235508-119.6266464062694j),(1.0000004469636685+0.32868243065922353j)
316,104.2,(-206.38790451226762-118.32609086148487j),(-0+0j)
317,104.3,(0.8030091962272494+236.66165522969717j),0j
318,105.1,(204.70187299938837-119.65496378857144j),-0j
319,105.2,(-206.2405402079723-118.24068548252521j),(-0+0j)
320,105.3,(0.8174870627325784+236.38232874926163j),0j
321,106.1,(205.9390562509403-119.94207243464237j),-0j
322,106.2,(-207.1012362401976-118.78587076887239j),(-0+0j)
323,106.3,(0.7641024159132923+238.07157757735675j),0j
324,107.1,(205.58050592750556-119.89603855455493j),-0j
325,107.2,(-206.69646766712108-118.57089270550497j),(-0+0j)
326,107.3,(0.7963469184894497+237.4871390711388j),0j
327,108.1,(205.5682977010899-119.89407237955263j),-0j
328,108.2,(-206.77982459358924-118.5916544481807j),(-0+0j)
329,108.3,(0.7940330071179509+237.47413233727983j),0j
330,109.1,(205.24154382536767-119.81444156472064j),-0j
331,109.2,(-206.59037107526012-118.4734844591503j),(-0+0j)
332,109.3,(0.7711762224247082+236.95408927031954j),0j
333,110.1,(204.83103795269074-119.63401761450889j),-0j
334,110.2,(-206.38771754735453-118.32630205918963j),(-0+0j)
335,110.3,(0.8031961611400679+236.66144403199215j),0j
336,111.1,(204.65524432581037-119.64254010864204j),-0j
337,111.2,(-206.20754819809153-118.22074744612128j),(-0+0j)
338,111.3,(0.8202970830935187+236.3194266302609j),0j
339,112.1,(205.93877127505576-119.94178997893898j),-0j
340,112.2,(-207.10124342379018-118.78586267479623j),(-0+0j)
341,112.3,(0.7640952323207499+238.07158567143298j),0j
342,113.1,(205.5808426709256-119.89596913540952j),-0j
343,113.2,(-206.68417268395734-118.56752611521827j),(-0+0j)
344,113.3,(0.7966836619094849+237.4872084902839j),0j
345,114.1,(205.56829770108988-119.89407237955261j),-0j
346,114.2,(-206.77982459358927-118.5916544481807j),(-0+0j)
347,114.3,(0.7940330071179268+237.47413233727985j),0j
348,115.1,(205.24154076970663-119.81445076171575j),-0j
349,115.2,(-206.5903741309212-118.47349365614537j),(-0+0j)
350,115.3,(0.7710849598428597+236.95374173958504j),0j
351,116.1,(204.830708586549-119.6336903696036j),-0j
352,116.2,(-206.38772584855957-118.32629268300688j),(-0+0j)
353,116.3,(0.8031878599349714+236.66145340817482j),0j
354,117.1,(204.63880863750285-119.63829355821986j),-0j
355,117.2,(-206.1974511095592-118.21440970268355j),(-0+0j)
356,117.3,(0.8207015889774291+236.2981365936903j),0j
357,118.1,(204.6536687590201-119.64134496133573j),-0j
358,118.2,(-206.20437887043488-118.22002330103446j),(-0+0j)
359,118.3,(0.8201176936946465+236.3160342769012j),0j
360,119.1,(205.9366591779428-119.93969656013418j),-0j
361,119.2,(-207.10129666494458-118.78580268559784j),(-0+0j)
362,119.3,(0.7640419911663481+238.07164566063142j),0j
363,120.1,(205.58086041248333-119.89596547801429j),-0j
364,120.2,(-206.68352491434837-118.56734874410321j),(-0+0j)
365,120.3,(0.7967014034672103+237.4872121476791j),0j
366,121.1,(205.56829770108988-119.89407237955253j),-0j
367,121.2,(-206.7798245935893-118.5916544481806j),(-0+0j)
368,121.3,(0.7940330071178968+237.47413233727997j),0j
369,122.1,(205.2415370568429-119.81446193677382j),-0j
370,122.2,(-206.59037784378498-118.47350483120343j),(-0+0j)
371,122.3,(0.7709740687698432+236.9533194629489j),0j
372,123.1,(204.83045396456788-119.6334373874796j),-0j
373,123.2,(-206.38773226594438-118.32628543459265j),(-0+0j)
374,123.3,(0.8031814425501224+236.66146065658907j),0j
375,124.1,(204.5057279105061-119.60390899173021j),-0j
376,124.2,(-206.1156943947022-118.16309262435823j),(-0+0j)
377,124.3,(0.8239768967162515+236.12574992562972j),0j
378,125.1,(204.65299315022597-119.6408324778057j),-0j
379,125.2,(-206.20301985116018-118.21971278497634j),(-0+0j)
380,125.3,(0.8200407708652349+236.31457962339056j),0j
381,126.1,(205.9213247317541-119.92449772395635j),(1.00000017329283+0.3286833267963894j)
382,126.2,(-207.10168321138326-118.7853671463752j),(-0+0j)
383,126.3,(0.763655444727672+238.072081199854j),0j
384,127.1,(205.5808742790252-119.89596261944767j),-0j
385,127.2,(-206.68301862710155-118.56721011343534j),(-0+0j)
386,127.3,(0.7967152700090957+237.48721500624563j),0j
387,128.1,(205.56829770108988-119.89407237955245j),-0j
388,128.2,(-206.77982459358924-118.59165444818055j),(-0+0j)
389,128.3,(0.7940330071178936+237.47413233728003j),0j
390,129.1,(205.2415329747054-119.81447422328014j),-0j
391,129.2,(-206.59038192592243-118.47351711770968j),(-0+0j)
392,129.3,(0.7708521486995148+236.95285518754994j),0j
393,130.1,(204.83014457923016-119.63312999469477j),-0j
394,130.2,(-206.3877400635617-118.32627662721049j),(-0+0j)
395,130.3,(0.8031736449327688+236.66146946397112j),0j
396,131.1,(204.50059370413373-119.60258244757637j),-0j
397,131.2,(-206.11254025017735-118.16111283001459j),(-0+0j)
398,131.3,(0.8241032569056519+236.11909931025025j),0j
399,132.1,(204.65248986036457-119.64045070692431j),-0j
400,132.2,(-206.202007459628-118.21948146829544j),(-0+0j)
401,132.3,(0.8199834677623974+236.3134959898294j),0j
402,133.1,(205.58088421386483-119.89596057139553j),-0j
403,133.2,(-206.68265589191978-118.56711078993702j),(-0+0j)
404,133.3,(0.796725204848693+237.48721705429782j),0j
405,134.1,(205.24142395769368-119.81480234505774j),-0j
406,134.2,(-206.59049094293502-118.4738452394855j),(-0+0j)
407,134.3,(0.7675961677779015+236.94045631148737j),0j
408,135.1,(204.8298044230651-119.63279202925781j),-0j
409,135.2,(-206.3877486367139-118.32626694386428j),(-0+0j)
410,135.3,(0.8031650717804846+236.6614791473172j),0j
411,136.1,(204.49545148523802-119.60125383319675j),-0j
412,136.2,(-206.10938118324503-118.1591299459726j),(-0+0j)
413,136.3,(0.8242298142946626+236.11243831581587j),0j
414,137.1,(204.6510616436453-119.63936733211877j),-0j
415,137.2,(-206.19913453365862-118.21882504666556j),(-0+0j)
416,137.3,(0.8198208552089254+236.31042089595476j),0j
417,138.1,(205.58089895522423-119.89595753248665j),-0j
418,138.2,(-206.68211766383817-118.56696341328696j),(-0+0j)
419,138.3,(0.7967399462080377+237.48722009320667j),0j
420,139.1,(205.24141821405772-119.81481963237833j),-0j
421,139.2,(-206.59049668657104-118.47386252680597j),(-0+0j)
422,139.3,(0.7674246241929804+236.9398030682098j),0j
423,140.1,(204.8207202584907-119.62376636997162j),-0j
424,140.2,(-206.38797759015856-118.32600834172945j),(-0+0j)
425,140.3,(0.8029361183340994+236.66173774944954j),0j
426,141.1,(204.49257644621522-119.60051099858285j),-0j
427,141.2,(-206.10761493390976-118.158021306081j),(-0+0j)
428,141.3,(0.8243005731322927+236.1087141221716j),0j
429,142.1,(204.64967238968512-119.63831351254173j),-0j
430,142.2,(-206.19633998313537-118.21818653268055j),(-0+0j)
431,142.3,(0.8196626788405443+236.3074296928093j),0j
432,143.1,(205.5810324251072-119.89593001787267j),-0j
433,143.2,(-206.67724448780362-118.56562904894628j),(-0+0j)
434,143.3,(0.7968734160910019+237.48724760782065j),0j
435,144.1,(205.24141372491587-119.81483314389509j),-0j
436,144.2,(-206.59050117571283-118.47387603832267j),(-0+0j)
437,144.3,(0.7672905482373963+236.9392925028238j),0j
438,145.1,(204.82024165305822-119.6232908469303j),-0j
439,145.2,(-206.38798965272758-118.32599471709884j),(-0+0j)
440,145.3,(0.8029240557649627+236.66175137408j),0j
441,146.1,(204.4925950270144-119.60050717293413j),-0j
442,146.2,(-206.106936511137-118.15783572058118j),(-0+0j)
443,146.3,(0.8243191539312517+236.10871794782028j),0j
444,147.1,(204.48745335020968-119.59926094891951j),-0j
445,147.2,(-206.10487169152063-118.15625697793375j),(-0+0j)
446,147.3,(0.8242723565525845+236.10223826142084j),0j
447,148.1,(204.64854628420585-119.63745930443163j),-0j
448,148.2,(-206.1940747683178-118.21766896417425j),(-0+0j)
449,148.3,(0.8195344637839475+236.30500507474233j),0j
450,149.1,(205.58160244837512-119.89581250844029j),-0j
451,149.2,(-206.6564321242458-118.55993024480289j),(1.0000029473333285+0.3286860281758977j)
452,149.3,(0.7974434393589069+237.48736511725303j),0j
453,150.1,(205.24141050861982-119.81484282437296j),-0j
454,150.2,(-206.59050439200885-118.47388571880052j),(-0+0j)
455,150.3,(0.7671944880138266+236.93892670252117j),0j
456,151.1,(204.8198675820562-119.62291918508012j),-0j
457,151.2,(-206.387999080655-118.32598406828693j),(-0+0j)
458,151.3,(0.802914627837451+236.6617620228918j),0j
459,152.1,(204.49260585238102-119.60050494407146j),-0j
460,152.2,(-206.1065412549817-118.15772759654097j),(-0+0j)
461,152.3,(0.8243299792977566+236.10872017668294j),0j
462,153.1,(204.41259941285782-119.58099638017342j),-0j
463,153.2,(-206.06478997263156-118.13047824795079j),(-0+0j)
464,153.3,(0.8238600820041995+236.007618977611j),0j
