,bus,vLN,sInjkW
70,22.2,(-207.91513780231412-119.77697226315861j),(-0+0j)
71,22.3,(0.2118824289135383+239.99382310321155j),0j
72,23.1,(207.58488289820016-120.16851792769222j),-0j
73,23.2,(-207.91449118599982-119.77625040621544j),(-0+0j)
74,23.3,(0.21157728792297523+239.99309922942004j),0j
75,24.1,(207.58325494019496-120.16732606391092j),-0j
76,24.2,(-207.91377510475064-119.77545100135946j),(-0+0j)
77,24.3,(0.21123936613403446+239.99229759104892j),0j
78,25.1,(207.58154154887265-120.16607165252337j),-0j
79,25.2,(-207.9130214444016-119.77460964467897j),(-0+0j)
80,25.3,(0.21088371060796252+239.991453883641j),0j
81,26.1,(207.55041321005032-120.14328191255748j),-0j
82,26.2,(-207.8993291871817-119.75932414890215j),(-0+0j)
83,26.3,(0.20442227615581648+239.9761256806082j),0j
84,27.1,(207.54855158758158-120.14191897789472j),-0j
85,27.2,(-207.89851032518484-119.75841000367441j),(-0+0j)
86,27.3,(0.20403585169462604+239.9752089812837j),0j
87,28.1,(207.54692366996073-120.14072714367987j),-0j
88,28.2,(-207.89779426169932-119.75761061864917j),(-0+0j)
89,28.3,(0.20369793828836932+239.97440736279844j),0j
90,29.1,(207.54474876507328-120.13913484808342j),-0j
91,29.2,(-207.89683759782716-119.75654263684451j),(-0+0j)
92,29.3,(0.20324648453587663+239.97333639708165j),0j
93,30.1,(207.54231741888904-120.13735480618594j),-0j
94,30.2,(-207.89576813448258-119.75534873015894j),(-0+0j)
95,30.3,(0.2027418002322722+239.97213915465343j),0j
96,31.1,(207.48675850329994-120.09667890484262j),-0j
97,31.2,(-207.87132972909717-119.72806665852718j),(-0+0j)
98,31.3,(0.19120921272777763+239.94478085765616j),0j
99,32.1,(207.42075414811987-120.04835566794969j),-0j
100,32.2,(-207.84229674362615-119.6956553789526j),(-0+0j)
101,32.3,(0.17750842332749925+239.9122790218484j),0j
102,33.1,(207.41429263513112-120.0436250524927j),-0j
103,33.2,(-207.83945455219484-119.69248246856834j),(-0+0j)
104,33.3,(0.17616718109547747+239.90909724643896j),0j
105,34.1,(207.41199031728434-120.04193947507271j),-0j
106,34.2,(-207.8384418438604-119.69135192093702j),(-0+0j)
107,34.3,(0.17568927972269446+239.9079635400884j),0j
108,35.1,(207.4085162444416-120.0393960301058j),-0j
109,35.2,(-207.83691372187351-119.68964598583813j),(-0+0j)
110,35.3,(0.1749681524540392+239.90625283865342j),0j
111,36.1,(207.40480935520904-120.03668213515078j),-0j
112,36.2,(-207.83528319217663-119.68782572681201j),(-0+0j)
113,36.3,(0.1741986985511629+239.90442749387327j),0j
114,37.1,(207.40038079574464-120.03343988958198j),-0j
115,37.2,(-207.83333522522415-119.68565109335738j),(-0+0j)
116,37.3,(0.1732794446565748+239.9022467845521j),0j
117,38.1,(207.39528447929726-120.02970876447193j),-0j
118,38.2,(-207.83109353555096-119.68314855944513j),(-0+0j)
119,38.3,(0.1722215817600912+239.89973725862853j),0j
120,39.1,(207.38748502927564-120.02399861595185j),-0j
121,39.2,(-207.8276628328562-119.67931865830444j),(-0+0j)
122,39.3,(0.17060261855865683+239.89589665684866j),0j
123,40.1,(207.23411899927206-119.91171597976253j),-0j
124,40.2,(-207.7602025310449-119.6040086388j),(-0+0j)
125,40.3,(0.13876781504875121+239.8203762232066j),0j
126,41.1,(207.13839370357115-119.84163339008438j),-0j
127,41.2,(-207.71809635317214-119.55700296299199j),(-0+0j)
128,41.3,(0.11889773052293319+239.77323921482417j),0j
129,42.1,(207.1383937035749-119.84163339008167j),-0j
130,42.2,(-207.7180963531671-119.55700296298943j),(-0+0j)
131,42.3,(0.11889773052761676+239.7732392148232j),0j
132,43.1,(207.0577540214652-119.78259530918851j),-0j
133,43.2,(-207.6826258041207-119.51740504140376j),(-0+0j)
134,43.3,(0.10215902745737863+239.73353065771994j),0j
135,44.1,(207.13839370357528-119.84163339008141j),-0j
136,44.2,(-207.7180963531667-119.5570029629892j),(-0+0j)
137,44.3,(0.11889773052801136+239.77323921482318j),0j
138,45.1,(207.05775402146512-119.78259530918847j),-0j
139,45.2,(-207.68262580412065-119.51740504140373j),(-0+0j)
140,45.3,(0.0918764292747087+239.69332836679604j),0j
141,46.1,(206.94817016919657-119.69587147677053j),-0j
142,46.2,(-207.63200277369035-119.4575044035554j),(-0+0j)
143,46.3,(0.08113932610965201+239.69085662140722j),0j
144,47.1,(207.1383937035755-119.84163339008127j),-0j
145,47.2,(-207.7180963531664-119.55700296298905j),(-0+0j)
146,47.3,(0.11889773052827783+239.77323921482312j),0j
147,48.1,(207.05775402146512-119.78259530918847j),-0j
148,48.2,(-207.68262580412065-119.51740504140372j),(-0+0j)
149,48.3,(0.08659267052643826+239.67267024103876j),(1.0000007915997697+0.3286843243708877j)
150,49.1,(206.83789225735867-119.60859837085543j),-0j
151,49.2,(-207.58105911756587-119.3972243794194j),(-0+0j)
152,49.3,(0.05998649451910006+239.6479123050975j),0j
153,50.1,(207.13839370357584-119.84163339008117j),-0j
154,50.2,(-207.71809635316606-119.55700296298888j),(-0+0j)
155,50.3,(0.11889773052863954+239.77323921482315j),0j
156,51.1,(206.80223434271258-119.58051397970053j),-0j
157,51.2,(-207.56169736398053-119.37734794633232j),(-0+0j)
158,51.3,(0.05382740201483777+239.6312491980667j),0j
159,52.1,(206.80881423773664-119.58016101039333j),-0j
160,52.2,(-207.58105911756593-119.39722437941943j),(-0+0j)
161,52.3,(0.05998649451909309+239.64791230509755j),0j
162,53.1,(207.13839370357624-119.84163339008117j),-0j
163,53.2,(-207.7180963531657-119.55700296298879j),(-0+0j)
164,53.3,(0.11889773052902988+239.77323921482304j),0j
165,54.1,(206.7803080586543-119.56324470458509j),-0j
166,54.2,(-207.54979169554232-119.36512579811485j),(-0+0j)
167,54.3,(0.05004013590211649+239.62100294497893j),0j
168,55.1,(206.7881240091545-119.55992663763065j),(1.0000072032964895+0.32868689382726723j)
169,55.2,(-207.58105911756587-119.39722437941941j),(-0+0j)
170,55.3,(0.05998649451909578+239.64791230509752j),0j
171,56.1,(207.13839370357658-119.84163339008109j),-0j
172,56.2,(-207.71809635316538-119.55700296298863j),(-0+0j)
173,56.3,(0.11889773052935104+239.7732392148231j),0j
174,57.1,(206.76232368517037-119.54600316662345j),-0j
175,57.2,(-207.54181097432112-119.35560763206513j),(-0+0j)
176,57.3,(0.0451590031629376+239.6161142025893j),0j
177,58.1,(206.77953557260616-119.56273677932184j),-0j
178,58.2,(-207.54896860389286-119.36471172583727j),(-0+0j)
179,58.3,(0.04998693573134366+239.6200839972805j),0j
180,59.1,(207.1383937035769-119.84163339008097j),-0j
181,59.2,(-207.71809635316515-119.5570029629885j),(-0+0j)
182,59.3,(0.11889773052962431+239.77323921482318j),0j
183,60.1,(206.75475215998276-119.53874437948437j),-0j
184,60.2,(-207.5384510445579-119.35160042914256j),(-0+0j)
185,60.3,(0.0431040180664629+239.614056013786j),0j
186,61.1,(206.77878030504954-119.56224017556649j),-0j
187,61.2,(-207.54816385871916-119.36430688311151j),(-0+0j)
188,61.3,(0.04993492137710052+239.61918553266165j),0j
189,62.1,(207.138393703577-119.84163339008091j),-0j
190,62.2,(-207.7180963531651-119.55700296298848j),(-0+0j)
191,62.3,(0.1188977305297142+239.77323921482326j),0j
192,63.1,(206.74612928383942-119.53047766691319j),-0j
193,63.2,(-207.53462456871827-119.34703680244561j),(-0+0j)
194,63.3,(0.040763686161831084+239.61171203332094j),0j
195,64.1,(206.77819680346707-119.56185651142715j),-0j
196,64.2,(-207.54754213191768-119.36399411134076j),(-0+0j)
197,64.3,(0.0498947363356699+239.61849140046658j),0j
198,65.1,(207.1383937035771-119.84163339008079j),-0j
199,65.2,(-207.71809635316507-119.5570029629884j),(-0+0j)
200,65.3,(0.11889773052981227+239.77323921482338j),0j
201,66.1,(206.73586161583782-119.52063409978614j),-0j
202,66.2,(-207.53006820227117-119.34160267547591j),(-0+0j)
203,66.3,(0.03797694185383302+239.60892094449883j),0j
204,67.1,(206.77753441521898-119.56142097770332j),-0j
205,67.2,(-207.54683635058095-119.36363905429994j),(-0+0j)
206,67.3,(0.04984911846594851+239.617703424868j),0j
207,68.1,(207.1383937035772-119.84163339008072j),-0j
208,68.2,(-207.718096353165-119.55700296298836j),(-0+0j)
209,68.3,(0.11889773052993236+239.77323921482335j),0j
210,69.1,(206.72681942742344-119.5119653944269j),-0j
211,69.2,(-207.52605565298606-119.3368171292428j),(-0+0j)
212,69.3,(0.03552280454710989+239.60646298120992j),0j
213,70.1,(206.7767081370952-119.56087768305812j),-0j
214,70.2,(-207.54595594293406-119.36319614809436j),(-0+0j)
215,70.3,(0.049792213700642254+239.61672048623475j),0j
216,71.1,(207.13839370357732-119.84163339008073j),-0j
217,71.2,(-207.718096353165-119.55700296298838j),(-0+0j)
218,71.3,(0.1188977305300228+239.7732392148233j),0j
219,72.1,(206.7189579802576-119.50442866039147j),-0j
220,72.2,(-207.52256706783845-119.33265648613884j),(-0+0j)
221,72.3,(0.03338913182424601+239.6043259821069j),0j
222,73.1,(206.7759752829036-119.56039581654544j),-0j
223,73.2,(-207.54517507942614-119.36280331950563j),(-0+0j)
224,73.3,(0.049741742927475616+239.6158486845052j),0j
225,74.1,(207.1383937035773-119.84163339008073j),-0j
226,74.2,(-207.718096353165-119.55700296298835j),(-0+0j)
227,74.3,(0.11889773053000563+239.77323921482335j),0j
228,75.1,(206.70958924583306-119.49544689684112j),-0j
229,75.2,(-207.51840961093808-119.32769811658493j),(-0+0j)
230,75.3,(0.030846366775048782+239.6017792529055j),0j
231,76.1,(206.77470111452868-119.55955802496486j),-0j
232,76.2,(-207.54381744021444-119.36212033267083j),(-0+0j)
233,76.3,(0.04965399250753456+239.6143329366176j),0j
234,77.1,(207.1383937035773-119.84163339008072j),-0j
235,77.2,(-207.71809635316498-119.55700296298835j),(-0+0j)
236,77.3,(0.11889773053000662+239.77323921482335j),0j
237,78.1,(206.68889425536713-119.47560670257177j),-0j
238,78.2,(-207.50922602999577-119.31674536608584j),(-0+0j)
239,78.3,(0.02522954639502389+239.5961536759435j),0j
240,79.1,(206.77377089704342-119.5589463880788j),-0j
241,79.2,(-207.54282628413316-119.36162171230924j),(-0+0j)
242,79.3,(0.04958992956530626+239.61322635194935j),0j
243,80.1,(207.13839370357732-119.84163339008074j),-0j
244,80.2,(-207.71809635316498-119.55700296298835j),(-0+0j)
245,80.3,(0.11889773053000818+239.77323921482335j),0j
246,81.1,(206.67622365611354-119.46345945606235j),-0j
247,81.2,(-207.50360334203063-119.31003949625101j),(-0+0j)
248,81.3,(0.021790623326541202+239.59270939161908j),0j
249,82.1,(206.7726390011682-119.55820214355587j),-0j
250,82.2,(-207.54162023769985-119.3610149871728j),(-0+0j)
251,82.3,(0.04951197727871136+239.6118798511133j),0j
252,83.1,(207.13839370357735-119.84163339008077j),-0j
253,83.2,(-207.71809635316504-119.55700296298836j),(-0+0j)
254,83.3,(0.11889773053000739+239.77323921482343j),0j
255,84.1,(206.28739266776626-119.09068893657873j),-0j
256,84.2,(-207.3310562292337-119.10425207109402j),(-0+0j)
257,84.3,(-0.08374186403322327+239.48701237988493j),0j
258,85.1,(206.77095225930245-119.55709307652728j),-0j
259,85.2,(-207.53982299728617-119.3601108503958j),(-0+0j)
260,85.3,(0.04939581342637993+239.60987330671077j),0j
261,86.1,(207.13839370357738-119.84163339008079j),-0j
262,86.2,(-207.7180963531651-119.55700296298838j),(-0+0j)
263,86.3,(0.11889773053000502+239.77323921482355j),0j
264,87.1,(206.28739266776577-119.09068893657845j),-0j
265,87.2,(-207.33105622923344-119.10425207109382j),(-0+0j)
266,87.3,(-0.08374186403321786+239.48701237988445j),0j
267,88.1,(206.22176547262254-119.02777243979916j),-0j
268,88.2,(-207.30193359399516-119.0695191102096j),(-0+0j)
269,88.3,(-0.10155371892534451+239.46917275644182j),0j
270,89.1,(206.76994504038785-119.55643080963787j),-0j
271,89.2,(-207.5387497954079-119.35957095529889j),(-0+0j)
272,89.3,(0.04932644748974482+239.6086751213119j),0j
273,90.1,(207.13839370357735-119.84163339008079j),-0j
274,90.2,(-207.71809635316507-119.55700296298836j),(-0+0j)
275,90.3,(0.11889773053000538+239.77323921482355j),0j
276,91.1,(206.28739266776506-119.09068893657806j),-0j
277,91.2,(-207.33105622923296-119.10425207109348j),(-0+0j)
278,91.3,(-0.0837418640332119+239.48701237988385j),0j
279,92.1,(206.12296392222606-118.93305183786387j),-0j
280,92.2,(-207.25808955179738-119.01722873915635j),(-0+0j)
281,92.3,(-0.12836941438398394+239.44231525551095j),0j
282,93.1,(206.76901767170418-119.55582104589669j),-0j
283,93.2,(-207.5377616747533-119.3590738619678j),(-0+0j)
284,93.3,(0.04926258074100785+239.60757192557156j),0j
285,94.1,(207.13839370357738-119.8416333900808j),-0j
286,94.2,(-207.7180963531651-119.55700296298836j),(-0+0j)
287,94.3,(0.11889773053000505+239.77323921482355j),0j
288,95.1,(206.28739266776492-119.09068893657799j),-0j
289,95.2,(-207.33105622923287-119.10425207109343j),(-0+0j)
290,95.3,(-0.08374186403320884+239.48701237988368j),0j
291,96.1,(206.0947279922123-118.90549075360741j),-0j
292,96.2,(-207.25808955179738-119.01722873915635j),(-0+0j)
293,96.3,(-0.12836941438397984+239.44231525551092j),0j
294,97.1,(206.1134028552886-118.92383706560096j),-0j
295,97.2,(-207.25268662374-119.01204651630397j),(-0+0j)
296,97.3,(-0.1307815298495033+239.43874363798952j),0j
297,98.1,(206.76798720154184-119.55514349083963j),-0j
298,98.2,(-207.53666369843683-119.35852150360742j),(-0+0j)
299,98.3,(0.049191613519348386+239.60634608053982j),0j
300,99.1,(206.2873926677648-119.09068893657793j),-0j
301,99.2,(-207.3310562292329-119.10425207109341j),(-0+0j)
302,99.3,(-0.08374186403320887+239.48701237988357j),0j
303,100.1,(206.07183319706465-118.88314314976388j),(1.000014112046149+0.32868731357379144j)
304,100.2,(-207.25808955179735-119.01722873915634j),(-0+0j)
305,100.3,(-0.1283694143839805+239.44231525551092j),0j
306,101.1,(206.06629571748468-118.89387968394965j),-0j
307,101.2,(-207.25736188771515-119.00212235654143j),(-0+0j)
308,101.3,(-0.15164849542374445+239.41852492206303j),0j
309,102.1,(206.04341311897647-118.9404577379072j),-0j
310,102.2,(-207.27036413194043-118.96188783304588j),(-0+0j)
311,102.3,(-0.12835145127305023+239.42679983662893j),0j
312,103.1,(206.76646916737772-119.55414535255073j),-0j
313,103.2,(-207.53504621777566-119.35770779847313j),(-0+0j)
314,103.3,(0.049087068360270054+239.60454023044724j),0j
315,104.1,(206.28739266776478-119.0906889365779j),-0j
316,104.2,(-207.33105622923293-119.10425207109343j),(-0+0j)
317,104.3,(-0.08374186403320867+239.48701237988357j),0j
318,105.1,(206.06388458864072-118.89234634716985j),-0j
319,105.2,(-207.2576011861389-119.00161439895862j),(-0+0j)
320,105.3,(-0.15271654890625527+239.4174900485506j),0j
321,106.1,(206.04341311897647-118.94045773790721j),-0j
322,106.2,(-207.2313928774585-118.95105705050318j),(-0+0j)
323,106.3,(-0.12835145127304126+239.42679983662893j),0j
324,107.1,(206.04248229244564-118.9407893146884j),-0j
325,107.2,(-207.27061341255106-118.96143585512793j),(-0+0j)
326,107.3,(-0.12832564807443408+239.42653003898636j),0j
327,108.1,(206.76536232419804-119.55341758068406j),-0j
328,108.2,(-207.5338668652417-119.35711450222246j),(-0+0j)
329,108.3,(0.04901084142213214+239.60322353224242j),0j
330,109.1,(206.28739266776475-119.09068893657789j),-0j
331,109.2,(-207.33105622923296-119.10425207109346j),(-0+0j)
332,109.3,(-0.0837418640332091+239.48701237988357j),0j
333,110.1,(206.06250893117283-118.89147150956124j),-0j
334,110.2,(-207.25773771665428-119.0013245863076j),(-0+0j)
335,110.3,(-0.15332592146344953+239.41689960665894j),0j
336,111.1,(206.04341311897645-118.9404577379072j),-0j
337,111.2,(-207.1992604585408-118.94212689809994j),(1.0000031974186239+0.3286902649235087j)
338,111.3,(-0.12835145127304132+239.4267998366289j),0j
339,112.1,(205.99634753542307-118.95722332653384j),-0j
340,112.2,(-207.28296856146628-118.93903437565578j),(-0+0j)
341,112.3,(-0.127046758552051+239.41315799997537j),0j
342,113.1,(206.76392933513824-119.55247536127828j),-0j
343,113.2,(-207.5323400009941-119.35634638343923j),(-0+0j)
344,113.3,(0.04891215321549226+239.60151885161812j),0j
345,114.1,(206.28739266776475-119.09068893657788j),-0j
346,114.2,(-207.33105622923298-119.10425207109347j),(-0+0j)
347,114.3,(-0.0837418640332088+239.4870123798836j),0j
348,115.1,(206.06094693603134-118.89047817210178j),-0j
349,115.2,(-207.2578927407113-119.00099551750712j),(-0+0j)
350,115.3,(-0.1540178356905789+239.41622918732298j),0j
351,116.1,(205.996347535423-118.95722332653379j),-0j
352,116.2,(-207.2829685614662-118.93903437565572j),(-0+0j)
353,116.3,(-0.13687181825476924+239.37458981413866j),0j
354,117.1,(205.91827037664402-118.97783474307185j),-0j
355,117.2,(-207.30911589029347-118.8999434873652j),(-0+0j)
356,117.3,(-0.13837974905582787+239.40160707237774j),0j
357,118.1,(206.76298789002328-119.55185634199783j),-0j
358,118.2,(-207.53133688176098-119.35584174478124j),(-0+0j)
359,118.3,(0.048847317039994+239.60039891058648j),0j
360,119.1,(206.05976956193527-118.88972943110872j),-0j
361,119.2,(-207.25800959210483-119.00074747763097j),(-0+0j)
362,119.3,(-0.1545393750129689+239.41572385005344j),0j
363,120.1,(205.99634753542298-118.95722332653378j),-0j
364,120.2,(-207.2829685614662-118.93903437565571j),(-0+0j)
365,120.3,(-0.14416969150242456+239.34594207660382j),(1.0000012684430688+0.3286823428880833j)
366,121.1,(205.91827037664393-118.97783474307182j),-0j
367,121.2,(-207.2699739700316-118.88907818848435j),(-0+0j)
368,121.3,(-0.13837974905582778+239.4016070723777j),0j
369,122.1,(205.8953620017925-118.98633412037022j),-0j
370,122.2,(-207.31709239216096-118.89322329469705j),(-0+0j)
371,122.3,(-0.1418251773789341+239.39574978076755j),0j
372,123.1,(206.7619330374714-119.55116275502472j),-0j
373,123.2,(-207.5302129257637-119.3552763168368j),(-0+0j)
374,123.3,(0.04877467063277706+239.59914406031785j),0j
375,124.1,(206.05864354673264-118.88901335136482j),-0j
376,124.2,(-207.25812134625826-119.00051025764078j),(-0+0j)
377,124.3,(-0.1550381639771098+239.41524055638334j),0j
378,125.1,(205.9182703766439-118.97783474307181j),-0j
379,125.2,(-207.23877050893978-118.88041650483135j),(1.0000028669916345+0.32869053625674555j)
380,125.3,(-0.13837974905582776+239.4016070723777j),0j
381,126.1,(205.8953620017923-118.98633412037013j),-0j
382,126.2,(-207.31709239216102-118.89322329469708j),(-0+0j)
383,126.3,(-0.14182517737893993+239.39574978076737j),0j
384,127.1,(205.88131503714308-118.99154577127172j),-0j
385,127.2,(-207.3219834261381-118.8891026047981j),(-0+0j)
386,127.3,(-0.1439378462248427+239.39215820481684j),0j
387,128.1,(206.76058982755362-119.55027956722809j),-0j
388,128.2,(-207.52878172209458-119.3545563219698j),(-0+0j)
389,128.3,(0.04868216540581726+239.59754618076295j),0j
390,129.1,(206.05734869392384-118.88818990078833j),-0j
391,129.2,(-207.25824985711586-119.0002374682771j),(-0+0j)
392,129.3,(-0.15561174263719185+239.41468479642128j),0j
393,130.1,(205.89536200179205-118.98633412037j),-0j
394,130.2,(-207.31709239216107-118.89322329469708j),(-0+0j)
395,130.3,(-0.1418251773789505+239.39574978076723j),0j
396,131.1,(205.85490503245475-119.00134430982996j),-0j
397,131.2,(-207.33117916582205-118.88135520582149j),(-0+0j)
398,131.3,(-0.14790992101234704+239.3854056045173j),0j
399,132.1,(206.75960108395458-119.54962944823393j),-0j
400,132.2,(-207.52772820585125-119.3540263301147j),(-0+0j)
401,132.3,(0.04861407184144851+239.59636997355898j),0j
402,133.1,(206.05599898220822-118.88733156315905j),-0j
403,133.2,(-207.25838381258086-118.99995312167225j),(-0+0j)
404,133.3,(-0.1562096220502157+239.41410549062925j),0j
405,134.1,(205.89536200179194-118.98633412036995j),-0j
406,134.2,(-207.31709239216113-118.8932232946971j),(-0+0j)
407,134.3,(-0.1418251773789543+239.3957497807672j),0j
408,135.1,(205.8237734870388-119.0120937067423j),-0j
409,135.2,(-207.3407568327974-118.86825468304129j),(-0+0j)
410,135.3,(-0.14992954255419647+239.37752628737883j),0j
411,136.1,(205.83911935309115-118.98591108546985j),-0j
412,136.2,(-207.331179165822-118.88135520582145j),(-0+0j)
413,136.3,(-0.1479099210123413+239.38540560451725j),0j
414,137.1,(206.7332815094171-119.53232379352151j),-0j
415,137.2,(-207.49968443462478-119.33991836507028j),(-0+0j)
416,137.3,(0.04680147487999173+239.56506026575653j),0j
417,138.1,(206.05385971310636-118.88597111325848j),-0j
418,138.2,(-207.25859612961435-118.99950243735286j),(-0+0j)
419,138.3,(-0.15715725030315428+239.41318730123595j),0j
420,139.1,(205.8953620017919-118.98633412036993j),-0j
421,139.2,(-207.3170923921612-118.89322329469712j),(-0+0j)
422,139.3,(-0.1418251773789577+239.39574978076723j),0j
423,140.1,(205.78914218536195-119.02405153287445j),-0j
424,140.2,(-207.3514112050732-118.85368142140379j),(-0+0j)
425,140.3,(-0.15217620657154243+239.36876119058783j),0j
426,141.1,(205.81827537842187-118.96553250497188j),-0j
427,141.2,(-207.331179165822-118.88135520582142j),(-0+0j)
428,141.3,(-0.1479099210123335+239.38540560451722j),0j
429,142.1,(206.73093392938583-119.5307802119802j),-0j
430,142.2,(-207.49718306450438-119.33866000213692j),(-0+0j)
431,142.3,(0.04663979990965727+239.5622675897308j),0j
432,143.1,(206.02997615843-118.86265897241891j),-0j
433,143.2,(-207.25859612961438-118.99950243735289j),(-0+0j)
434,143.3,(-0.15715725030316124+239.41318730123598j),0j
435,144.1,(206.03368606544035-118.87640801725041j),-0j
436,144.2,(-207.25711804862826-118.99785987038716j),(-0+0j)
437,144.3,(-0.16652289142992838+239.39464292455742j),0j
438,145.1,(205.89536200179188-118.98633412036992j),-0j
439,145.2,(-207.3170923921612-118.89322329469712j),(-0+0j)
440,145.3,(-0.14182517737895856+239.39574978076723j),0j
441,146.1,(205.77479592659745-119.02841964528773j),-0j
442,146.2,(-207.3549004209639-118.84473849779505j),(-0+0j)
443,146.3,(-0.15115665583628102+239.3651885501034j),0j
444,147.1,(205.7775176460899-119.01268158944582j),-0j
445,147.2,(-207.3514112050732-118.85368142140376j),(-0+0j)
446,147.3,(-0.15217620657153777+239.36876119058783j),0j
447,148.1,(205.79881017720285-118.94650191333837j),(1.0000150729719615+0.3286891621823913j)
448,148.2,(-207.331179165822-118.88135520582142j),(-0+0j)
449,148.3,(-0.1479099210123366+239.38540560451722j),0j
450,149.1,(206.72930437302065-119.52970874557982j),-0j
451,149.2,(-207.49544675581757-119.3377865182512j),(-0+0j)
452,149.3,(0.04652757435251002+239.56032907307414j),0j
453,150.1,(206.012081050339-118.84519200463252j),(1.0000145868027448+0.3286873951596622j)
454,150.2,(-207.25859612961435-118.99950243735287j),(-0+0j)
455,150.3,(-0.15715725030316186+239.41318730123595j),0j
456,151.1,(206.03368606544026-118.87640801725031j),-0j
457,151.2,(-207.25711804862829-118.99785987038699j),(-0+0j)
458,151.3,(-0.16652289142996843+239.39464292455753j),0j
459,152.1,(206.00934320698795-118.86486855268276j),-0j
460,152.2,(-207.25533449828492-118.99587784037737j),(-0+0j)
461,152.3,(-0.17782409387215647+239.3722660523076j),0j
462,153.1,(205.7717016518081-119.02936178221272j),-0j
