,bus,vLN,sInjkW
140,45.3,(0.3421893923376276+239.68852737945508j),0j
141,46.1,(206.70166628494593-119.87424431438414j),-0j
142,46.2,(-207.69295793912494-119.2673682567154j),(-0+0j)
143,46.3,(0.341625450450722+239.68894558203155j),0j
144,47.1,(206.07413812018785-119.77813912094663j),-0j
145,47.2,(-207.6502682894004-119.1214098888176j),(-0+0j)
146,47.3,(0.25909196417379776+239.1517085633533j),0j
147,48.1,(206.7049155503349-119.8782230057218j),-0j
148,48.2,(-207.69490215250113-119.26987625769351j),(-0+0j)
149,48.3,(0.3421893923376297+239.68852737945497j),0j
150,49.1,(206.67175692256262-119.83762061433451j),-0j
151,49.2,(-207.67506153011374-119.24428220461022j),(-0+0j)
152,49.3,(0.3364343871672188+239.69279512058657j),0j
153,50.1,(206.02125501730816-119.75708017619546j),-0j
154,50.2,(-207.64025540807435-119.1025860937662j),(-0+0j)
155,50.3,(0.25162816094044443+239.1183478427523j),0j
156,51.1,(206.70491555033476-119.87822300572182j),-0j
157,51.2,(-207.69490215250121-119.26987625769361j),(-0+0j)
158,51.3,(0.3421893923375891+239.68852737945488j),0j
159,52.1,(206.6432217919831-119.80267964669271j),-0j
160,52.2,(-207.65798739922803-119.22225687678988j),(-0+0j)
161,52.3,(0.3314818352959369+239.696467786153j),0j
162,53.1,(205.99739234318028-119.7475776563222j),-0j
163,53.2,(-207.6357372517796-119.09409215028141j),(-0+0j)
164,53.3,(0.24826023631775357+239.10329433868353j),0j
165,54.1,(206.70491555033468-119.87822300572184j),-0j
166,54.2,(-207.69490215250124-119.2698762576937j),(-0+0j)
167,54.3,(0.3421893923375937+239.68852737945483j),0j
168,55.1,(206.64291896879502-119.8035969739491j),-0j
169,55.2,(-207.65829022241618-119.22317420404632j),(-0+0j)
170,55.3,(0.3224514429336374+239.66180898670973j),0j
171,56.1,(206.6159518079187-119.76371254553776j),-0j
172,56.2,(-207.6396481218272-119.19620541545643j),(-0+0j)
173,56.3,(0.3286573667406466+239.70950437374879j),0j
174,57.1,(205.95037820093313-119.72885583082036j),-0j
175,57.2,(-207.62683559886352-119.07735741782462j),(-0+0j)
176,57.3,(0.24162476510266429+239.07363598699115j),0j
177,58.1,(206.70491555033473-119.87822300572186j),-0j
178,58.2,(-207.6949021525012-119.26987625769372j),(-0+0j)
179,58.3,(0.34218939233760454+239.6885273794548j),0j
180,59.1,(206.64247765155548-119.80493383436291j),-0j
181,59.2,(-207.6587315396557-119.2245110644601j),(-0+0j)
182,59.3,(0.30929106425116626+239.61129922954134j),(1.0000039685603455+0.32868882178849834j)
183,60.1,(206.57498579689585-119.70517467871443j),-0j
184,60.2,(-207.61209815926122-119.15706991579411j),(-0+0j)
185,60.3,(0.3244143422600096+239.72908843327318j),0j
186,61.1,(205.67674521489118-119.61989055417463j),-0j
187,61.2,(-207.57502595708934-118.97995747402281j),(-0+0j)
188,61.3,(0.20300481553900693+238.90101764393992j),0j
189,62.1,(206.7049155503348-119.87822300572188j),-0j
190,62.2,(-207.69490215250116-119.26987625769368j),(-0+0j)
191,62.3,(0.34218939233761814+239.68852737945483j),0j
192,63.1,(206.57465848833596-119.7061662272636j),-0j
193,63.2,(-207.6124254678212-119.15806146434328j),(-0+0j)
194,63.3,(0.3146538956051088+239.6916254156671j),0j
195,64.1,(206.54413567385643-119.65417234194712j),-0j
196,64.2,(-207.58884162505103-119.12138951309304j),(-0+0j)
197,64.3,(0.3235875609274878+239.75566022936536j),0j
198,65.1,(205.40922497397864-119.51335947588511j),-0j
199,65.2,(-207.52437370185456-118.88473336816146j),(-0+0j)
200,65.3,(0.16524760519021559+238.7322554585529j),0j
201,66.1,(205.67674521489118-119.61989055417466j),-0j
202,66.2,(-207.5750259570894-118.97995747402281j),(-0+0j)
203,66.3,(0.2030048155390424+238.90101764393992j),0j
204,67.1,(206.70491555033482-119.87822300572192j),-0j
205,67.2,(-207.69490215250116-119.26987625769371j),(-0+0j)
206,67.3,(0.3421893923376611+239.6885273794548j),0j
207,68.1,(206.57436252051497-119.70706283217866j),-0j
208,68.2,(-207.61272143564221-119.1589580692583j),(-0+0j)
209,68.3,(0.30582803987558954+239.65774959007473j),(1.0000037725862894+0.3286887633084814j)
210,69.1,(206.5199820205015-119.6142408071201j),-0j
211,69.2,(-207.5706332611871-119.09345406280966j),(-0+0j)
212,69.3,(0.32294024455593295+239.77646422910976j),0j
213,70.1,(205.33241069554253-119.48277073283555j),-0j
214,70.2,(-207.50982969417964-118.85739124647185j),(-0+0j)
215,70.3,(0.15440620919410497+238.68379802051535j),0j
216,71.1,(205.67674521489118-119.61989055417463j),-0j
217,71.2,(-207.5750259570894-118.97995747402277j),(-0+0j)
218,71.3,(0.20300481553910482+238.90101764393998j),0j
219,72.1,(206.494815818381-119.57263529669618j),-0j
220,72.2,(-207.5516615818909-119.06434752650945j),(-0+0j)
221,72.3,(0.32226579194194116+239.79814035631043j),0j
222,73.1,(205.33241069554302-119.48277073283528j),-0j
223,73.2,(-207.50982969417922-118.85739124647162j),(-0+0j)
224,73.3,(0.1544062091940803+238.68379802051533j),0j
225,74.1,(205.20039232464012-119.4301987877861j),-0j
226,74.2,(-207.48483334925106-118.81039917109729j),(-0+0j)
227,74.3,(0.13577343067008962+238.60051569126833j),0j
228,75.1,(205.67674521489118-119.61989055417463j),-0j
229,75.2,(-207.57502595708937-118.97995747402275j),(-0+0j)
230,75.3,(0.20300481553912922+238.90101764393998j),0j
231,76.1,(206.46657796434974-119.54478934529551j),-0j
232,76.2,(-207.5523736389697-119.06354932308574j),(-0+0j)
233,76.3,(0.32155373486310573+239.79893855973404j),0j
234,77.1,(206.47649823311258-119.53737159421237j),-0j
235,77.2,(-207.52991540926345-119.03826249296928j),(-0+0j)
236,77.3,(0.32436583265916324+239.81679498075113j),0j
237,78.1,(205.33241069554313-119.48277073283519j),-0j
238,78.2,(-207.50982969417916-118.85739124647155j),(-0+0j)
239,78.3,(0.15440620919407044+238.68379802051538j),0j
240,79.1,(205.17401323038393-119.41969418691723j),-0j
241,79.2,(-207.4798387342258-118.80100950527184j),(-0+0j)
242,79.3,(0.13205034412096522+238.58387473139234j),0j
243,80.1,(206.45257940660355-119.5309850683045j),(1.000004840467078+0.3286875903246928j)
244,80.2,(-207.55272663222922-119.0631536238691j),(-0+0j)
245,80.3,(0.32120074160357415+239.79933425895064j),0j
246,81.1,(206.46618463936545-119.51751660262335j),-0j
247,81.2,(-207.51767137235865-119.02357548947677j),(-0+0j)
248,81.3,(0.32554824652497366+239.82729834214757j),0j
249,82.1,(205.33241069554313-119.48277073283515j),-0j
250,82.2,(-207.5098296941791-118.85739124647148j),(-0+0j)
251,82.3,(0.15440620919404438+238.68379802051533j),0j
252,83.1,(205.15112972373453-119.41058158807283j),-0j
253,83.2,(-207.4755059734026-118.79286409746251j),(-0+0j)
254,83.3,(0.12882061701303252+238.5694389242993j),0j
255,84.1,(206.46618463936557-119.51751660262308j),-0j
256,84.2,(-207.51767137235774-119.02357548947647j),(-0+0j)
257,84.3,(0.3255482465248815+239.82729834214604j),0j
258,85.1,(206.44435371231685-119.4754892663216j),-0j
259,85.2,(-207.49175424948984-118.99248730531615j),(-0+0j)
260,85.3,(0.32805107836868597+239.84953095302546j),0j
261,86.1,(205.33241069554313-119.48277073283518j),-0j
262,86.2,(-207.5098296941791-118.85739124647148j),(-0+0j)
263,86.3,(0.15440620919399747+238.6837980205153j),0j
264,87.1,(205.12860887170729-119.40161340442411j),-0j
265,87.2,(-207.4712418775685-118.78484777694018j),(-0+0j)
266,87.3,(0.12564207417001205+238.55523189386375j),0j
267,88.1,(206.46618463936554-119.51751660262302j),-0j
268,88.2,(-207.51767137235763-119.0235754894764j),(-0+0j)
269,88.3,(0.32554824652483644+239.82729834214592j),0j
270,89.1,(206.41555394399148-119.4471029400477j),-0j
271,89.2,(-207.4924804997162-118.9916735880375j),(-0+0j)
272,89.3,(0.3273248281423461+239.85034467030417j),0j
273,90.1,(206.4396028072547-119.46350469281377j),-0j
274,90.2,(-207.48159247247668-118.98293026106053j),(-0+0j)
275,90.3,(0.3300717515163584+239.85600893151712j),0j
276,91.1,(205.33241069554313-119.48277073283516j),-0j
277,91.2,(-207.5098296941791-118.85739124647148j),(-0+0j)
278,91.3,(0.15440620919394987+238.68379802051535j),0j
279,92.1,(205.1053042827469-119.39233312349144j),-0j
280,92.2,(-207.466829389063-118.77655248444755j),(-0+0j)
281,92.3,(0.12235291644379365+238.54053045165148j),0j
282,93.1,(206.46618463936545-119.51751660262305j),-0j
283,93.2,(-207.51767137235763-119.02357548947644j),(-0+0j)
284,93.3,(0.3255482465247574+239.82729834214572j),0j
285,94.1,(206.4051515885812-119.4368499181707j),(1.0000052468572964+0.32868747825212336j)
286,94.2,(-207.492742818249-118.99137967677267j),(-0+0j)
287,94.3,(0.32706250960957284+239.85063858156903j),0j
288,95.1,(206.43960280725466-119.46350469281381j),-0j
289,95.2,(-207.4815924724767-118.98293026106053j),(-0+0j)
290,95.3,(0.330071751516314+239.8560089315171j),0j
291,96.1,(206.41563661248168-119.4030478705465j),-0j
292,96.2,(-207.43033084465026-118.93471923998563j),(-0+0j)
293,96.3,(0.34026514532231544+239.88868744060647j),0j
294,97.1,(205.33241069554316-119.48277073283515j),-0j
295,97.2,(-207.50982969417913-118.8573912464715j),(-0+0j)
296,97.3,(0.1544062091939435+238.68379802051535j),0j
297,98.1,(205.083440238535-119.38362649180799j),-0j
298,98.2,(-207.46268965315397-118.76876995534494j),(-0+0j)
299,98.3,(0.1192670739914591+238.52673776116248j),0j
300,99.1,(206.4661846393653-119.51751660262306j),-0j
301,99.2,(-207.51767137235768-119.0235754894765j),(-0+0j)
302,99.3,(0.3255482465246123+239.82729834214555j),0j
303,100.1,(206.43960280725466-119.46350469281379j),-0j
304,100.2,(-207.48159247247668-118.98293026106052j),(-0+0j)
305,100.3,(0.3300717515163287+239.8560089315171j),0j
306,101.1,(206.39843744010403-119.35966145407819j),-0j
307,101.2,(-207.39354329528345-118.90012093725858j),(-0+0j)
308,101.3,(0.3475803632299966+239.91213894453523j),0j
309,102.1,(205.04945144146043-119.37009157875053j),-0j
310,102.2,(-207.45625421777-118.7566716079471j),(-0+0j)
311,102.3,(0.11446997095321951+238.50529630442193j),0j
312,103.1,(206.46618463936525-119.51751660262308j),-0j
313,103.2,(-207.51767137235768-119.0235754894766j),(-0+0j)
314,103.3,(0.3255482465245036+239.82729834214535j),0j
315,104.1,(206.39934907388337-119.35947375067762j),-0j
316,104.2,(-207.36025770251112-118.8910153393791j),(-0+0j)
317,104.3,(0.34849199700924466+239.91232664793583j),0j
318,105.1,(206.37530654528695-119.31771980295463j),-0j
319,105.2,(-207.37018083046834-118.86971881794035j),(-0+0j)
320,105.3,(0.34889413594341445+239.93420238112392j),0j
321,106.1,(204.95252796423077-119.33149501310406j),-0j
322,106.2,(-207.43790273644117-118.72217159619436j),(-0+0j)
323,106.3,(0.1007904074760445+238.44415320072204j),0j
324,107.1,(206.4661846393651-119.51751660262306j),-0j
325,107.2,(-207.5176713723577-119.02357548947661j),(-0+0j)
326,107.3,(0.3255482465244146+239.82729834214524j),0j
327,108.1,(206.399932816291-119.35935355939306j),-0j
328,108.2,(-207.33894408677287-118.88518479234335j),(1.000004312806717+0.32868879518385596j)
329,108.3,(0.3490757394168869+239.9124468392204j),0j
330,109.1,(206.37137378756123-119.31058880548183j),-0j
331,109.2,(-207.36620870078121-118.86454979311135j),(-0+0j)
332,109.3,(0.3491175060217893+239.93795364761777j),0j
333,110.1,(204.9533265236443-119.33133120994106j),-0j
334,110.2,(-207.40874425163577-118.71421829335318j),(-0+0j)
335,110.3,(0.10158896688959615+238.44431700388506j),0j
336,111.1,(204.86204203837784-119.29696725047297j),-0j
337,111.2,(-207.42618418865985-118.69324934731151j),(-0+0j)
338,111.3,(0.08596063139536116+238.3880326622085j),0j
339,112.1,(206.466184639365-119.51751660262312j),-0j
340,112.2,(-207.51767137235788-119.02357548947671j),(-0+0j)
341,112.3,(0.3255482465242807+239.82729834214507j),0j
342,113.1,(206.36714455858672-119.30468782267164j),-0j
343,113.2,(-207.36475026524886-118.86072849605382j),(-0+0j)
344,113.3,(0.3484393807589038+239.9409669003606j),0j
345,114.1,(206.37225352094666-119.31040773661898j),-0j
346,114.2,(-207.3340876987258-118.85576527706314j),(-0+0j)
347,114.3,(0.3499972394072064+239.93813471648053j),0j
348,115.1,(204.95390681552166-119.3312121785411j),-0j
349,115.2,(-207.3875555565925-118.70843883980432j),(1.0000072860203237+0.3286862087916753j)
350,115.3,(0.10216925876692746+238.44443603528504j),0j
351,116.1,(204.86286902352273-119.29679768079374j),-0j
352,116.2,(-207.39598761843897-118.68501531438585j),(-0+0j)
353,116.3,(0.08678761654024922+238.38820223188776j),0j
354,117.1,(204.64724096973103-119.21839200285595j),-0j
355,117.2,(-207.4105567327318-118.63199059177049j),(-0+0j)
356,117.3,(0.046121114361339054+238.25697567943752j),0j
357,118.1,(206.46618463936497-119.51751660262312j),-0j
358,118.2,(-207.5176713723579-119.02357548947676j),(-0+0j)
359,118.3,(0.32554824652421877+239.82729834214507j),0j
360,119.1,(206.32470481971558-119.24547226090917j),-0j
361,119.2,(-207.35011506258397-118.82238229861501j),(-0+0j)
362,119.3,(0.34163448576467415+239.97120448274924j),0j
363,120.1,(206.37286659741932-119.31028155172984j),-0j
364,120.2,(-207.3117029274263-118.84964344492424j),(1.0000044638738985+0.32868891688183566j)
365,120.3,(0.3506103158798226+239.9382609013697j),0j
366,121.1,(204.86357465977588-119.29665299317288j),-0j
367,121.2,(-207.37022198673682-118.67798951449426j),(1.000007527387087+0.32868616778220316j)
368,121.3,(0.08749325279331954+238.38834691950865j),0j
369,122.1,(204.64697302303358-119.21920684587572j),-0j
370,122.2,(-207.41082467942928-118.63280543479026j),(-0+0j)
371,122.3,(0.03813826451250343+238.2261914540338j),0j
372,123.1,(204.6236920123262-119.20910746127946j),-0j
373,123.2,(-207.4086473616855-118.62461922020498j),(-0+0j)
374,123.3,(0.04181008221611358+238.24390938689524j),0j
375,124.1,(206.46618463936503-119.51751660262312j),-0j
376,124.2,(-207.51767137235788-119.0235754894768j),(-0+0j)
377,124.3,(0.325548246524224+239.82729834214504j),0j
378,125.1,(206.32103993287188-119.2403586966174j),-0j
379,125.2,(-207.34885123855665-118.81907090984978j),(-0+0j)
380,125.3,(0.34104684854536205+239.97381565145167j),0j
381,126.1,(204.64676442780194-119.21984119729728j),-0j
382,126.2,(-207.41103327466095-118.63343978621187j),(-0+0j)
383,126.3,(0.0319236538116891+238.2022260807356j),(1.0000217942016483+0.32869564909487714j)
384,127.1,(204.56202119065625-119.18479278364804j),-0j
385,127.2,(-207.40364703494987-118.60531481816838j),(-0+0j)
386,127.3,(0.030520202580714393+238.20969092943204j),0j
387,128.1,(206.46618463936505-119.5175166026231j),-0j
388,128.2,(-207.51767137235785-119.02357548947678j),(-0+0j)
389,128.3,(0.3255482465242147+239.82729834214504j),0j
390,129.1,(206.317492772515-119.23540939441205j),-0j
391,129.2,(-207.34762801211633-118.81586589221756j),(-0+0j)
392,129.3,(0.3404780878885132+239.9763429420615j),0j
393,130.1,(204.55525352680766-119.18212452724511j),-0j
394,130.2,(-207.40309830656327-118.60319638192504j),(-0+0j)
395,130.3,(0.02928126805386415+238.20593584702422j),0j
396,131.1,(206.46618463936505-119.51751660262309j),-0j
397,131.2,(-207.5176713723579-119.02357548947676j),(-0+0j)
398,131.3,(0.3255482465242251+239.827298342145j),0j
399,132.1,(206.31484070596133-119.23170900381153j),-0j
400,132.2,(-207.34671345579426-118.81346963176934j),(-0+0j)
401,132.3,(0.3400528488343672+239.97823249376592j),0j
402,133.1,(204.5552201406308-119.18222608273538j),-0j
403,133.2,(-207.40313169274052-118.60329793741526j),(-0+0j)
404,133.3,(0.02828666601278567+238.2020991686502j),0j
405,134.1,(204.40590971285192-119.11892547203536j),-0j
406,134.2,(-207.3897262317818-118.55222527637092j),(-0+0j)
407,134.3,(0.0023056043025385248+238.13145784935747j),0j
408,135.1,(206.46618463936508-119.5175166026231j),-0j
409,135.2,(-207.51767137235788-119.02357548947677j),(-0+0j)
410,135.3,(0.3255482465242382+239.827298342145j),0j
411,136.1,(206.31284913388998-119.22893019173266j),-0j
412,136.2,(-207.34602666879547-118.81167015755258j),(-0+0j)
413,136.3,(0.3397335151348891+239.97965145453705j),0j
414,137.1,(204.5552145225057-119.18224317218696j),-0j
415,137.2,(-207.4031373108657-118.60331502686682j),(-0+0j)
416,137.3,(0.028119297381301825+238.2014535439859j),0j
417,138.1,(204.40565996778776-119.11968543753356j),-0j
418,138.2,(-207.389975976846-118.55298524186915j),(-0+0j)
419,138.3,(-0.005133844840583149+238.10274723012154j),0j
420,139.1,(204.3440466214183-119.09092899309418j),-0j
421,139.2,(-207.38365562768232-118.52933395228185j),(-0+0j)
422,139.3,(-0.008715677764765267+238.10413650258107j),0j
423,140.1,(206.29561262663037-119.18542110743344j),-0j
424,140.2,(-207.30909789166842-118.77696371219481j),(-0+0j)
425,140.3,(0.34708439023777027+240.00317157857774j),0j
426,141.1,(206.31240598310038-119.2285620327342j),-0j
427,141.2,(-207.34620095983976-118.81147855470314j),(-0+0j)
428,141.3,(0.3395592240905812+239.9798430573865j),0j
429,142.1,(204.55520485633016-119.18227257516996j),-0j
430,142.2,(-207.40314697704122-118.60334442984981j),(-0+0j)
431,142.3,(0.027831333954906858+238.20034272477892j),0j
432,143.1,(204.40542156996133-119.12041087378405j),-0j
433,143.2,(-207.3902143746724-118.55371067811969j),(-0+0j)
434,143.3,(-0.012235280504450614+238.0753410860038j),(1.0000235173930625+0.32869626595385j)
435,144.1,(204.3440466214181-119.09092899309415j),-0j
436,144.2,(-207.38365562768212-118.52933395228182j),(-0+0j)
437,144.3,(-0.008715677764823036+238.10413650258116j),0j
438,145.1,(204.28049007221748-119.06216613061727j),-0j
439,145.2,(-207.37741884514946-118.50581599461033j),(-0+0j)
440,145.3,(-0.02003865952538653+238.07606725352792j),0j
441,146.1,(206.29495761011063-119.18376768841163j),-0j
442,146.2,(-207.30769453548348-118.77564480838753j),(-0+0j)
443,146.3,(0.3473637359633253+240.00406538319604j),0j
444,147.1,(206.26092314847236-119.17788923703216j),-0j
445,147.2,(-207.34749933639912-118.81002585340475j),(-0+0j)
446,147.3,(0.3382608475354363+239.98129575868842j),0j
447,148.1,(204.55514971964757-119.18244029227102j),-0j
448,148.2,(-207.40320211372375-118.60351214695064j),(-0+0j)
449,148.3,(0.026188766224211773+238.19400651810565j),0j
450,149.1,(204.34404662141807-119.09092899309414j),-0j
451,149.2,(-207.38365562768203-118.52933395228182j),(-0+0j)
452,149.3,(-0.008715677764844675+238.10413650258118j),0j
453,150.1,(204.28025664760148-119.06287670485102j),-0j
454,150.2,(-207.37765226976555-118.50652656884411j),(-0+0j)
455,150.3,(-0.02699130938321802+238.04922279053952j),0j
456,151.1,(204.0468297352501-118.9494464313001j),-0j
457,151.2,(-207.35245073307854-118.4125319858024j),(-0+0j)
458,151.3,(-0.061081208938649836+237.9864220582202j),0j
459,152.1,(206.29380681896646-119.18086281515977j),-0j
460,152.2,(-207.30522899481264-118.77332764114738j),(-0+0j)
461,152.3,(0.34785451532127876+240.00563569846037j),0j
462,153.1,(206.2559917737985-119.17303580509294j),-0j
463,153.2,(-207.3476237043087-118.80988671330032j),(-0+0j)
