,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17767889098067-1.4429388489807534e-05j),-0j
1,SOURCEBUS.2,(-120.08885422201747-207.99996533300722j),(-0+0j)
2,SOURCEBUS.3,(-120.08882464552751+207.99997980298738j),0j
3,SOURCEBUSZ.1,(239.7589352302277-0.61356519962725j),-0j
4,SOURCEBUSZ.2,(-120.43882331002173-207.37779365640307j),(-0+0j)
5,SOURCEBUSZ.3,(-119.32011189673237+207.99135889648687j),0j
6,1.1,(206.74205778302698-120.64943427783781j),-0j
7,1.2,(-207.86897602939322-118.85182173455159j),(-0+0j)
8,1.3,(1.0872862775867296+239.45225172759783j),0j
9,2.1,(206.69798833373795-120.62389810671714j),-0j
10,2.2,(-207.83640112924616-118.8310836699831j),(-0+0j)
11,2.3,(1.0830609283528372+239.40902150626272j),0j
12,3.1,(206.69458056338183-120.62192346422997j),-0j
13,3.2,(-207.83388220103492-118.82948005199337j),(-0+0j)
14,3.3,(1.082734193617162+239.40567863111613j),0j
15,4.1,(206.69174502998445-120.62028040612002j),-0j
16,4.2,(-207.83178625432407-118.8281457154942j),(-0+0j)
17,4.3,(1.0824623245772158+239.40289709564544j),0j
18,5.1,(206.6888873590811-120.6186245203676j),-0j
19,5.2,(-207.82967394419018-118.82680096159629j),(-0+0j)
20,5.3,(1.0821883330080282+239.40009384424005j),0j
21,6.1,(206.68627220514077-120.61710916177782j),-0j
22,6.2,(-207.82774089578936-118.82557033057765j),(-0+0j)
23,6.3,(1.081937593802563+239.39752849147328j),0j
24,7.1,(206.68311837188963-120.61528166388794j),-0j
25,7.2,(-207.82540967075954-118.82408620952201j),(-0+0j)
26,7.3,(1.0816352063861145+239.39443471763013j),0j
27,8.1,(206.6804308318188-120.61372436094341j),-0j
28,8.2,(-207.82342311656245-118.8228215152629j),(-0+0j)
29,8.3,(1.0813775268470989+239.3917983572041j),0j
30,9.1,(206.67826305461855-120.61246823611248j),-0j
31,9.2,(-207.8218207564925-118.82180140940108j),(-0+0j)
32,9.3,(1.0811696818234826+239.38967186164564j),0j
33,10.1,(206.67471806686487-120.61041408260328j),-0j
34,10.2,(-207.81920040103134-118.82013322007447j),(-0+0j)
35,10.3,(1.080829790776013+239.38619438217393j),0j
36,11.1,(206.536141964985-120.53011575557593j),-0j
37,11.2,(-207.71676883551652-118.75492250846355j),(-0+0j)
38,11.3,(1.0675432070977178+239.2502572272275j),0j
39,12.1,(206.53244301029193-120.52797238547406j),-0j
40,12.2,(-207.7140346720148-118.75318186585282j),(-0+0j)
41,12.3,(1.0671885538033306+239.24662871285577j),0j
42,13.1,(206.52895611885015-120.52595189604259j),-0j
43,13.2,(-207.7114572597168-118.75154101530822j),(-0+0j)
44,13.3,(1.0668542329912825+239.24320822335j),0j
45,14.1,(206.525149404869-120.5237460845065j),-0j
46,14.2,(-207.70864344357338-118.74974966366645j),(-0+0j)
47,14.3,(1.0664892478086418+239.23947400178315j),0j
48,15.1,(206.52108764105117-120.5213924835975j),-0j
49,15.2,(-207.70564110174823-118.74783829146473j),(-0+0j)
50,15.3,(1.0660998086188163+239.23548958737118j),0j
51,16.1,(206.4989782462482-120.50858113019571j),-0j
52,16.2,(-207.6892984575873-118.73743412112954j),(-0+0j)
53,16.3,(1.0639799746777934+239.21380122851033j),0j
54,17.1,(206.49586546694326-120.50677742113487j),-0j
55,17.2,(-207.68699757848216-118.73596931911253j),(-0+0j)
56,17.3,(1.0636815234862818+239.2107477268102j),0j
57,18.1,(206.49248592483536-120.50481913558862j),-0j
58,18.2,(-207.68449951579964-118.73437898468423j),(-0+0j)
59,18.3,(1.0633574952561315+239.20743254235256j),0j
60,19.1,(206.49036939186172-120.50359270437444j),-0j
61,19.2,(-207.68293503402398-118.73338299317139j),(-0+0j)
62,19.3,(1.0631545634945145+239.2053563151613j),0j
63,20.1,(206.48765262794066-120.50201846758434j),-0j
64,20.2,(-207.68092687837657-118.73210454684335j),(-0+0j)
65,20.3,(1.0628940819924604+239.20269128740347j),0j
66,21.1,(206.48495290638536-120.50045410604285j),-0j
67,21.2,(-207.67893131996743-118.73083412025882j),(-0+0j)
68,21.3,(1.0626352345011156+239.20004297746823j),0j
69,22.1,(206.18060319536482-120.32409777694133j),-0j
70,22.2,(-207.45396455480383-118.58761417851342j),(-0+0j)
71,22.3,(1.0334543884088592+238.90148909072033j),0j
72,23.1,(206.15285029038358-120.30096638389219j),-0j
73,23.2,(-207.42858360737333-118.57764643035992j),(-0+0j)
74,23.3,(1.0248506343163921+238.87130360789195j),0j
75,24.1,(206.1268319419637-120.27928070290855j),-0j
76,24.2,(-207.40478896915712-118.56830166646596j),(-0+0j)
77,24.3,(1.0167846148547195+238.8430047177404j),0j
78,25.1,(205.87687159643477-120.07094463852043j),-0j
79,25.2,(-207.17619198466681-118.47852577546351j),(-0+0j)
80,25.3,(0.9392937234593118+238.57113502616036j),0j
81,26.1,(205.75933773683764-119.9729829330787j),-0j
82,26.2,(-207.0687033915358-118.43631225177049j),(-0+0j)
83,26.3,(0.9028567297031784+238.44329917247214j),0j
84,27.1,(205.54233396597428-119.79211539793643j),-0j
85,27.2,(-206.87024628211896-118.35837306170019j),(-0+0j)
86,27.3,(0.8355827962928337+238.207274741751j),0j
87,28.1,(204.0695879949965-118.56461629687591j),-0j
88,28.2,(-205.5233714921427-117.82942083335594j),(-0+0j)
89,28.3,(0.37901278376395453+236.60544069060094j),0j
90,29.1,(203.96844953241856-118.48031976893176j),-0j
91,29.2,(-205.43087703062142-117.79309588919976j),(-0+0j)
92,29.3,(0.34765857194715677+236.49543731158602j),0j
93,30.1,(203.95128356248452-118.46601233704732j),-0j
94,30.2,(-205.4151781846526-117.78693055028369j),(-0+0j)
95,30.3,(0.3423369025877817+236.47676672229025j),0j
96,31.1,(203.9383581995915-118.45523935131534j),-0j
97,31.2,(-205.40335751375966-117.78228827005391j),(-0+0j)
98,31.3,(0.33832987543284954+236.4627084347015j),0j
99,32.1,(203.91967717892635-118.43966916030804j),-0j
100,32.2,(-205.38627310390189-117.7755787847093j),(-0+0j)
101,32.3,(0.33253852104640635+236.4423899985279j),0j
102,33.1,(203.88736377169357-118.41273669597811j),-0j
103,33.2,(-205.35672142666968-117.76397308413499j),(-0+0j)
104,33.3,(0.322520953159044+236.40724427955593j),0j
105,34.1,(203.86718305035535-118.39591653976002j),-0j
106,34.2,(-205.33826549105748-117.75672496549679j),(-0+0j)
107,34.3,(0.31626467245907075+236.385294692015j),0j
108,35.1,(203.8397417515524-118.3730448631257j),-0j
109,35.2,(-205.31316951776014-117.74686913398423j),(-0+0j)
110,35.3,(0.30775752025156683+236.35544812804844j),0j
111,36.1,(203.81644957344446-118.35363138092794j),-0j
112,36.2,(-205.29186805225618-117.7385035028732j),(-0+0j)
113,36.3,(0.30053664831577115+236.33011436054665j),0j
114,37.1,(203.78620995905612-118.32842737412051j),-0j
115,37.2,(-205.2642129270139-117.72764262684271j),(-0+0j)
116,37.3,(0.29116198262863796+236.29722420503163j),0j
117,38.1,(203.74822163535669-118.29676500049278j),-0j
118,38.2,(-205.22947135140487-117.71399872024364j),(-0+0j)
119,38.3,(0.2793851183431497+236.2559061558596j),0j
120,39.1,(203.65506213295978-118.21911874804965j),-0j
121,39.2,(-205.14427391226997-117.68053950368102j),(-0+0j)
122,39.3,(0.25050448582797363+236.15458110315805j),0j
123,40.1,(203.4222478022871-118.02507348345826j),-0j
124,40.2,(-204.93135752417302-117.59692178451712j),(-0+0j)
125,40.3,(0.17832907746469157+235.90136029671143j),0j
126,41.1,(202.9896217657816-117.66448986525803j),-0j
127,41.2,(-204.5357067374566-117.44153958652704j),(-0+0j)
128,41.3,(0.04420949486363537+235.4308140312078j),0j
129,42.1,(201.7719937598292-116.64962558303705j),-0j
130,42.2,(-203.42214574520955-117.0042156625502j),(-0+0j)
131,42.3,(-0.3332706985173117+234.10645936314052j),0j
132,43.1,(201.41194279785535-116.34953158117415j),-0j
133,43.2,(-203.09286725907486-116.87489956703307j),(-0+0j)
134,43.3,(-0.44489108346943207+233.7148494708735j),0j
135,44.1,(200.76641145598762-115.81149640235671j),-0j
136,44.2,(-202.50250754489062-116.6430501860271j),(-0+0j)
137,44.3,(-0.6450140229636435+233.01273647592996j),0j
