MID,APXMIDP,20181024,1,38.87,87.000
MID,APXMIDP,20181024,2,38.87,87.000
MID,APXMIDP,20181024,3,0.00,0.000
MID,APXMIDP,20181024,4,37.40,96.000
MID,APXMIDP,20181024,5,36.05,168.500
MID,APXMIDP,20181024,6,36.05,168.500
MID,APXMIDP,20181024,7,32.32,133.000
MID,APXMIDP,20181024,8,40.01,350.000
MID,APXMIDP,20181024,9,40.00,402.500
MID,APXMIDP,20181024,10,40.00,402.500
MID,APXMIDP,20181024,11,50.38,360.050
MID,APXMIDP,20181024,12,50.19,505.200
MID,APXMIDP,20181024,13,61.53,577.200
MID,APXMIDP,20181024,14,55.00,1051.600
MID,APXMIDP,20181024,15,62.54,591.200
MID,APXMIDP,20181024,16,71.23,317.500
MID,APXMIDP,20181024,17,71.53,502.500
MID,APXMIDP,20181024,18,66.77,374.000
MID,APXMIDP,20181024,19,63.52,581.000
MID,APXMIDP,20181024,20,63.31,651.000
MID,APXMIDP,20181024,21,61.27,936.550
MID,APXMIDP,20181024,22,59.23,1150.450
MID,APXMIDP,20181024,23,53.53,909.000
MID,APXMIDP,20181024,24,52.87,1150.600
MID,APXMIDP,20181024,25,52.67,1186.600
MID,APXMIDP,20181024,26,52.98,1316.600
MID,APXMIDP,20181024,27,54.13,1286.750
MID,APXMIDP,20181024,28,54.67,1463.750
MID,APXMIDP,20181024,29,54.96,1596.450
MID,APXMIDP,20181024,30,55.25,1771.750
MID,APXMIDP,20181024,31,56.98,641.750
MID,APXMIDP,20181024,32,58.62,559.250
MID,APXMIDP,20181024,33,58.64,997.450
MID,APXMIDP,20181024,34,60.90,652.750
MID,APXMIDP,20181024,35,68.56,845.150
MID,APXMIDP,20181024,36,74.35,608.450
MID,APXMIDP,20181024,37,77.25,748.750
MID,APXMIDP,20181024,38,76.09,820.600
MID,APXMIDP,20181024,39,67.00,528.700
MID,APXMIDP,20181024,40,61.85,742.600
MID,APXMIDP,20181024,41,60.20,802.500
MID,APXMIDP,20181024,42,58.41,1089.950
MID,APXMIDP,20181024,43,57.03,1173.600
MID,APXMIDP,20181024,44,57.20,1489.800
MID,APXMIDP,20181024,45,57.15,1666.100
MID,APXMIDP,20181024,46,57.33,1744.250
MID,APXMIDP,20181024,47,54.09,48.000
MID,APXMIDP,20181024,48,57.00,217.200
MID,N2EXMIDP,20181024,1,0.00,0.000
MID,N2EXMIDP,20181024,2,0.00,0.000
MID,N2EXMIDP,20181024,3,0.00,0.000
MID,N2EXMIDP,20181024,4,0.00,0.000
MID,N2EXMIDP,20181024,5,0.00,0.000
MID,N2EXMIDP,20181024,6,0.00,0.000
MID,N2EXMIDP,20181024,7,0.00,0.000
MID,N2EXMIDP,20181024,8,0.00,0.000
MID,N2EXMIDP,20181024,9,0.00,0.000
MID,N2EXMIDP,20181024,10,0.00,0.000
MID,N2EXMIDP,20181024,11,0.00,0.000
MID,N2EXMIDP,20181024,12,0.00,0.000
MID,N2EXMIDP,20181024,13,0.00,0.000
MID,N2EXMIDP,20181024,14,0.00,0.000
MID,N2EXMIDP,20181024,15,0.00,0.000
MID,N2EXMIDP,20181024,16,0.00,0.000
MID,N2EXMIDP,20181024,17,0.00,0.000
MID,N2EXMIDP,20181024,18,0.00,0.000
MID,N2EXMIDP,20181024,19,0.00,0.000
MID,N2EXMIDP,20181024,20,0.00,0.000
MID,N2EXMIDP,20181024,21,0.00,0.000
MID,N2EXMIDP,20181024,22,0.00,0.000
MID,N2EXMIDP,20181024,23,0.00,0.000
MID,N2EXMIDP,20181024,24,0.00,0.000
MID,N2EXMIDP,20181024,25,0.00,0.000
MID,N2EXMIDP,20181024,26,0.00,0.000
MID,N2EXMIDP,20181024,27,0.00,0.000
MID,N2EXMIDP,20181024,28,0.00,0.000
MID,N2EXMIDP,20181024,29,0.00,0.000
MID,N2EXMIDP,20181024,30,0.00,0.000
MID,N2EXMIDP,20181024,31,0.00,0.000
MID,N2EXMIDP,20181024,32,0.00,0.000
MID,N2EXMIDP,20181024,33,0.00,0.000
MID,N2EXMIDP,20181024,34,0.00,0.000
MID,N2EXMIDP,20181024,35,0.00,0.000
MID,N2EXMIDP,20181024,36,0.00,0.000
MID,N2EXMIDP,20181024,37,0.00,0.000
MID,N2EXMIDP,20181024,38,0.00,0.000
MID,N2EXMIDP,20181024,40,0.00,0.000
MID,N2EXMIDP,20181024,41,0.00,0.000
MID,N2EXMIDP,20181024,42,0.00,0.000
MID,N2EXMIDP,20181024,43,0.00,0.000
MID,N2EXMIDP,20181024,44,0.00,0.000
MID,N2EXMIDP,20181024,45,0.00,0.000
MID,N2EXMIDP,20181024,46,0.00,0.000
MID,N2EXMIDP,20181024,47,0.00,0.000
MID,N2EXMIDP,20181024,48,0.00,0.000
FTR,95
