MID,APXMIDP,20181115,1,50.77,193.700
MID,APXMIDP,20181115,2,50.23,250.550
MID,APXMIDP,20181115,3,49.90,236.500
MID,APXMIDP,20181115,4,50.26,233.950
MID,APXMIDP,20181115,5,57.72,428.000
MID,APXMIDP,20181115,6,55.30,388.000
MID,APXMIDP,20181115,7,55.13,274.500
MID,APXMIDP,20181115,8,55.19,339.750
MID,APXMIDP,20181115,9,54.99,299.450
MID,APXMIDP,20181115,10,55.47,382.050
MID,APXMIDP,20181115,11,60.99,496.000
MID,APXMIDP,20181115,12,61.33,452.500
MID,APXMIDP,20181115,13,69.52,594.900
MID,APXMIDP,20181115,14,59.13,806.050
MID,APXMIDP,20181115,15,74.37,792.000
MID,APXMIDP,20181115,16,80.39,1032.500
MID,APXMIDP,20181115,17,78.81,1014.300
MID,APXMIDP,20181115,18,79.65,1174.350
MID,APXMIDP,20181115,19,73.47,1266.000
MID,APXMIDP,20181115,20,72.75,1396.000
MID,APXMIDP,20181115,21,70.93,1647.900
MID,APXMIDP,20181115,22,69.96,1754.350
MID,APXMIDP,20181115,23,62.92,710.150
MID,APXMIDP,20181115,24,62.44,862.650
MID,APXMIDP,20181115,25,62.46,887.150
MID,APXMIDP,20181115,26,61.33,1059.600
MID,APXMIDP,20181115,27,61.42,1178.150
MID,APXMIDP,20181115,28,61.32,1316.150
MID,APXMIDP,20181115,29,61.35,1411.100
MID,APXMIDP,20181115,30,61.75,1534.200
MID,APXMIDP,20181115,31,71.38,571.950
MID,APXMIDP,20181115,32,72.63,667.600
MID,APXMIDP,20181115,33,69.59,820.000
MID,APXMIDP,20181115,34,75.64,854.500
MID,APXMIDP,20181115,35,81.18,631.050
MID,APXMIDP,20181115,36,81.26,869.900
MID,APXMIDP,20181115,37,80.50,960.500
MID,APXMIDP,20181115,38,78.32,953.950
MID,APXMIDP,20181115,39,68.11,608.850
MID,APXMIDP,20181115,40,68.66,777.750
MID,APXMIDP,20181115,41,69.48,818.650
MID,APXMIDP,20181115,42,69.45,1112.300
MID,APXMIDP,20181115,43,66.20,865.250
MID,APXMIDP,20181115,44,65.53,1024.950
MID,APXMIDP,20181115,45,63.89,1265.700
MID,APXMIDP,20181115,46,62.97,1465.450
MID,APXMIDP,20181115,47,58.00,25.000
MID,APXMIDP,20181115,48,56.16,50.000
MID,N2EXMIDP,20181115,1,0.00,0.000
MID,N2EXMIDP,20181115,2,0.00,0.000
MID,N2EXMIDP,20181115,3,0.00,0.000
MID,N2EXMIDP,20181115,4,0.00,0.000
MID,N2EXMIDP,20181115,5,0.00,0.000
MID,N2EXMIDP,20181115,6,0.00,0.000
MID,N2EXMIDP,20181115,7,0.00,0.000
MID,N2EXMIDP,20181115,8,0.00,0.000
MID,N2EXMIDP,20181115,9,0.00,0.000
MID,N2EXMIDP,20181115,10,0.00,0.000
MID,N2EXMIDP,20181115,11,0.00,0.000
MID,N2EXMIDP,20181115,12,0.00,0.000
MID,N2EXMIDP,20181115,13,0.00,0.000
MID,N2EXMIDP,20181115,14,0.00,0.000
MID,N2EXMIDP,20181115,15,0.00,0.000
MID,N2EXMIDP,20181115,16,0.00,0.000
MID,N2EXMIDP,20181115,17,0.00,0.000
MID,N2EXMIDP,20181115,18,0.00,0.000
MID,N2EXMIDP,20181115,19,0.00,0.000
MID,N2EXMIDP,20181115,20,0.00,0.000
MID,N2EXMIDP,20181115,21,0.00,0.000
MID,N2EXMIDP,20181115,22,0.00,0.000
MID,N2EXMIDP,20181115,23,0.00,0.000
MID,N2EXMIDP,20181115,24,0.00,0.000
MID,N2EXMIDP,20181115,25,0.00,0.000
MID,N2EXMIDP,20181115,26,0.00,0.000
MID,N2EXMIDP,20181115,27,0.00,0.000
MID,N2EXMIDP,20181115,28,0.00,0.000
MID,N2EXMIDP,20181115,29,0.00,0.000
MID,N2EXMIDP,20181115,30,0.00,0.000
MID,N2EXMIDP,20181115,31,0.00,0.000
MID,N2EXMIDP,20181115,32,0.00,0.000
MID,N2EXMIDP,20181115,33,0.00,0.000
MID,N2EXMIDP,20181115,34,0.00,0.000
MID,N2EXMIDP,20181115,35,0.00,0.000
MID,N2EXMIDP,20181115,36,0.00,0.000
MID,N2EXMIDP,20181115,37,0.00,0.000
MID,N2EXMIDP,20181115,38,0.00,0.000
MID,N2EXMIDP,20181115,39,0.00,0.000
MID,N2EXMIDP,20181115,40,0.00,0.000
MID,N2EXMIDP,20181115,41,0.00,0.000
MID,N2EXMIDP,20181115,42,0.00,0.000
MID,N2EXMIDP,20181115,43,0.00,0.000
MID,N2EXMIDP,20181115,44,0.00,0.000
MID,N2EXMIDP,20181115,45,0.00,0.000
MID,N2EXMIDP,20181115,46,0.00,0.000
MID,N2EXMIDP,20181115,47,0.00,0.000
MID,N2EXMIDP,20181115,48,0.00,0.000
FTR,96
