MID,APXMIDP,20181127,1,48.54,416.650
MID,APXMIDP,20181127,2,50.79,228.500
MID,APXMIDP,20181127,3,49.81,359.000
MID,APXMIDP,20181127,4,50.60,432.400
MID,APXMIDP,20181127,5,50.60,468.300
MID,APXMIDP,20181127,6,50.40,481.150
MID,APXMIDP,20181127,7,49.64,103.500
MID,APXMIDP,20181127,8,48.14,123.000
MID,APXMIDP,20181127,9,48.10,270.000
MID,APXMIDP,20181127,10,48.14,123.000
MID,APXMIDP,20181127,11,54.41,93.500
MID,APXMIDP,20181127,12,51.80,247.500
MID,APXMIDP,20181127,13,55.38,418.000
MID,APXMIDP,20181127,14,52.40,768.750
MID,APXMIDP,20181127,15,61.43,294.000
MID,APXMIDP,20181127,16,60.44,411.000
MID,APXMIDP,20181127,17,59.28,498.750
MID,APXMIDP,20181127,18,59.58,444.200
MID,APXMIDP,20181127,19,54.67,941.550
MID,APXMIDP,20181127,20,54.47,923.000
MID,APXMIDP,20181127,21,52.97,1309.700
MID,APXMIDP,20181127,22,52.56,1411.900
MID,APXMIDP,20181127,23,50.95,1299.800
MID,APXMIDP,20181127,24,51.04,1354.300
MID,APXMIDP,20181127,25,51.06,1474.800
MID,APXMIDP,20181127,26,51.00,1492.300
MID,APXMIDP,20181127,27,51.29,1646.000
MID,APXMIDP,20181127,28,51.20,1706.100
MID,APXMIDP,20181127,29,51.21,1671.500
MID,APXMIDP,20181127,30,51.24,1727.750
MID,APXMIDP,20181127,31,61.78,911.750
MID,APXMIDP,20181127,32,63.87,884.350
MID,APXMIDP,20181127,33,66.32,1058.950
MID,APXMIDP,20181127,34,70.20,1144.000
MID,APXMIDP,20181127,35,66.60,1498.650
MID,APXMIDP,20181127,36,66.48,1562.000
MID,APXMIDP,20181127,37,67.10,1745.400
MID,APXMIDP,20181127,38,66.66,1959.850
MID,APXMIDP,20181127,39,62.17,1636.200
MID,APXMIDP,20181127,40,62.78,1796.700
MID,APXMIDP,20181127,41,62.72,1698.350
MID,APXMIDP,20181127,42,62.51,1743.800
MID,APXMIDP,20181127,43,60.98,1613.950
MID,APXMIDP,20181127,44,60.63,1490.850
MID,APXMIDP,20181127,45,59.49,1864.450
MID,APXMIDP,20181127,46,60.14,1991.900
MID,APXMIDP,20181127,47,51.01,214.150
MID,APXMIDP,20181127,48,58.95,66.000
MID,N2EXMIDP,20181127,1,0.00,0.000
MID,N2EXMIDP,20181127,2,0.00,0.000
MID,N2EXMIDP,20181127,3,0.00,0.000
MID,N2EXMIDP,20181127,4,0.00,0.000
MID,N2EXMIDP,20181127,5,0.00,0.000
MID,N2EXMIDP,20181127,6,0.00,0.000
MID,N2EXMIDP,20181127,7,0.00,0.000
MID,N2EXMIDP,20181127,8,0.00,0.000
MID,N2EXMIDP,20181127,9,0.00,0.000
MID,N2EXMIDP,20181127,10,0.00,0.000
MID,N2EXMIDP,20181127,11,0.00,0.000
MID,N2EXMIDP,20181127,12,0.00,0.000
MID,N2EXMIDP,20181127,13,0.00,0.000
MID,N2EXMIDP,20181127,14,0.00,0.000
MID,N2EXMIDP,20181127,15,0.00,0.000
MID,N2EXMIDP,20181127,16,0.00,0.000
MID,N2EXMIDP,20181127,17,0.00,0.000
MID,N2EXMIDP,20181127,18,0.00,0.000
MID,N2EXMIDP,20181127,19,0.00,0.000
MID,N2EXMIDP,20181127,20,0.00,0.000
MID,N2EXMIDP,20181127,21,0.00,0.000
MID,N2EXMIDP,20181127,22,0.00,0.000
MID,N2EXMIDP,20181127,23,0.00,0.000
MID,N2EXMIDP,20181127,24,0.00,0.000
MID,N2EXMIDP,20181127,25,0.00,0.000
MID,N2EXMIDP,20181127,26,0.00,0.000
MID,N2EXMIDP,20181127,27,0.00,0.000
MID,N2EXMIDP,20181127,28,0.00,0.000
MID,N2EXMIDP,20181127,29,0.00,0.000
MID,N2EXMIDP,20181127,30,0.00,0.000
MID,N2EXMIDP,20181127,31,0.00,0.000
MID,N2EXMIDP,20181127,32,0.00,0.000
MID,N2EXMIDP,20181127,33,0.00,0.000
MID,N2EXMIDP,20181127,34,0.00,0.000
MID,N2EXMIDP,20181127,35,0.00,0.000
MID,N2EXMIDP,20181127,36,0.00,0.000
MID,N2EXMIDP,20181127,37,0.00,0.000
MID,N2EXMIDP,20181127,38,0.00,0.000
MID,N2EXMIDP,20181127,39,0.00,0.000
MID,N2EXMIDP,20181127,40,0.00,0.000
MID,N2EXMIDP,20181127,41,0.00,0.000
MID,N2EXMIDP,20181127,42,0.00,0.000
MID,N2EXMIDP,20181127,43,0.00,0.000
MID,N2EXMIDP,20181127,44,0.00,0.000
MID,N2EXMIDP,20181127,45,0.00,0.000
MID,N2EXMIDP,20181127,46,0.00,0.000
MID,N2EXMIDP,20181127,47,0.00,0.000
MID,N2EXMIDP,20181127,48,0.00,0.000
FTR,96
