,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17770633518023-2.177091877586449e-06j),-0j
1,SOURCEBUS.2,(-120.0888545550214-207.99999434810937j),(-0+0j)
2,SOURCEBUS.3,(-120.08885175672317+207.99999656579294j),0j
3,SOURCEBUSZ.1,(240.12774191144624-0.08636418546870278j),-0j
4,SOURCEBUSZ.2,(-120.1253345798057-207.91406290923337j),(-0+0j)
5,SOURCEBUSZ.3,(-120.00240730817411+208.0004271353786j),0j
6,1.1,(207.85395726628934-120.1634225644912j),-0j
7,1.2,(-207.9779389310528-119.90877642374406j),(-0+0j)
8,1.3,(0.11793985260788642+240.08887657087712j),0j
9,2.1,(207.85047176469584-120.16146973683277j),-0j
10,2.2,(-207.973639039122-119.905015402731j),(-0+0j)
11,2.3,(0.11921345214667665+240.0857989617509j),0j
12,3.1,(207.850169752419-120.16130052792224j),-0j
13,3.2,(-207.97326646142636-119.9046895172053j),(-0+0j)
14,3.3,(0.11932380719484321+240.08553229260326j),0j
15,4.1,(207.84967024910952-120.16102067038906j),-0j
16,4.2,(-207.97265024875452-119.90415052951813j),(-0+0j)
17,4.3,(0.11950632531085802+240.08509124390403j),0j
18,5.1,(207.84931381428672-120.16082097007008j),-0j
19,5.2,(-207.97221053264008-119.90376591949232j),(-0+0j)
20,5.3,(0.11963656631437261+240.08477652103454j),0j
21,6.1,(207.84897093741085-120.16062886588422j),-0j
22,6.2,(-207.9717875422982-119.9033959391324j),(-0+0j)
23,6.3,(0.11976185325478095+240.08447376948675j),0j
24,7.1,(207.848510822092-120.1603710763249j),-0j
25,7.2,(-207.97121992065408-119.90289945294948j),(-0+0j)
26,7.3,(0.11992997902986095+240.08406749938013j),0j
27,8.1,(207.84805512246714-120.16011576075365j),-0j
28,8.2,(-207.9706577464347-119.90240773150927j),(-0+0j)
29,8.3,(0.12009649131383351+240.08366512821883j),0j
30,9.1,(207.84768413351662-120.15990790617002j),-0j
31,9.2,(-207.97020007560903-119.90200741689176j),(-0+0j)
32,9.3,(0.12023205038396628+240.0833375544254j),0j
33,10.1,(207.84577909713107-120.15884056833075j),-0j
34,10.2,(-207.96784992589573-119.8999517925636j),(-0+0j)
35,10.3,(0.12092814917804195+240.0816554558225j),0j
36,11.1,(207.8452048449526-120.15851883112715j),-0j
37,11.2,(-207.96714149922045-119.89933214731286j),(-0+0j)
38,11.3,(0.12113798047162154+240.0811484057763j),0j
39,12.1,(207.84462550589453-120.15819424388923j),-0j
40,12.2,(-207.96642679711206-119.89870701307855j),(-0+0j)
41,12.3,(0.12134967050696996+240.08063686414508j),0j
42,13.1,(207.84409046507903-120.15789447569983j),-0j
43,13.2,(-207.96576674356734-119.89812967874238j),(-0+0j)
44,13.3,(0.12154517399935331+240.08016443673378j),0j
45,14.1,(207.843559416051-120.1575969439957j),-0j
46,14.2,(-207.96511161449448-119.89755665173355j),(-0+0j)
47,14.3,(0.1217392188958376+240.07969553396902j),0j
48,15.1,(207.8432026279725-120.15739704575775j),-0j
49,15.2,(-207.96467146258635-119.89717166052833j),(-0+0j)
50,15.3,(0.1218695889786208+240.0793804991839j),0j
51,16.1,(207.84248537795816-120.1569951909236j),-0j
52,16.2,(-207.96378662651256-119.89639771385191j),(-0+0j)
53,16.3,(0.12213167156890808+240.07874718569136j),0j
54,17.1,(207.8414631977761-120.15642249236751j),-0j
55,17.2,(-207.9625256130851-119.89529473310763j),(-0+0j)
56,17.3,(0.12250517540216975+240.07784462662823j),0j
57,18.1,(207.84014269330484-120.1556826511758j),-0j
58,18.2,(-207.96089657165118-119.89386984635065j),(-0+0j)
59,18.3,(0.1229876866958795+240.07667865481662j),0j
60,19.1,(207.8386183957222-120.15482863048561j),-0j
61,19.2,(-207.95901612067684-119.89222505719145j),(-0+0j)
62,19.3,(0.12354466383193492+240.0753327388787j),0j
63,20.1,(207.83724394913258-120.1540585670555j),-0j
64,20.2,(-207.957320533504-119.8907419643385j),(-0+0j)
65,20.3,(0.12404688553315879+240.0741191375505j),0j
66,21.1,(207.83574830057307-120.15322059760001j),-0j
67,21.2,(-207.9554754254205-119.88912808882951j),(-0+0j)
68,21.3,(0.12459339433880065+240.07279851797017j),0j
69,22.1,(207.83444577680802-120.15249083048785j),-0j
70,22.2,(-207.95386856589954-119.88772260410461j),(-0+0j)
71,22.3,(0.12506933549666122+240.071648422664j),0j
72,23.1,(207.833290489945-120.15184355603462j),-0j
73,23.2,(-207.95244334530474-119.88647599495823j),(-0+0j)
74,23.3,(0.1254914764064501+240.07062833379197j),0j
75,24.1,(207.83184185969557-120.15103192960429j),-0j
76,24.2,(-207.9506562413985-119.88491285442872j),(-0+0j)
77,24.3,(0.12602080475856384+240.06934923018193j),0j
78,25.1,(207.83041763940284-120.15023397938022j),-0j
79,25.2,(-207.94889925085545-119.8833760533966j),(-0+0j)
80,25.3,(0.12654121373177873+240.06809167994172j),0j
81,26.1,(207.82883003843068-120.14934449159665j),-0j
82,26.2,(-207.94694070560195-119.88166295688681j),(-0+0j)
83,26.3,(0.12712132187663375+240.06668986872316j),0j
84,27.1,(207.8280073063172-120.14888353813485j),-0j
85,27.2,(-207.94592574144917-119.88077519003811j),(-0+0j)
86,27.3,(0.12742194754286001+240.06596341722394j),0j
87,28.1,(207.8266327890766-120.14811343512073j),-0j
88,28.2,(-207.94423006711753-119.87929202094907j),(-0+0j)
89,28.3,(0.1279241950599839+240.06474975351284j),0j
90,29.1,(207.82468457375543-120.14678769143597j),-0j
91,29.2,(-207.94152847447032-119.87681797767131j),(-0+0j)
92,29.3,(0.12886945987346315+240.06310099595672j),0j
93,30.1,(207.80229525076314-120.13155195068438j),-0j
94,30.2,(-207.91048117199077-119.84838572306371j),(-0+0j)
95,30.3,(0.13973265296684376+240.04415310808278j),0j
96,31.1,(207.79705914785018-120.12798882791571j),-0j
97,31.2,(-207.90322026146617-119.84173638350028j),(-0+0j)
