,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17770727421015-1.3012198934794873e-06j),-0j
1,SOURCEBUS.2,(-120.08885514889586-207.99999523689212j),(-0+0j)
2,SOURCEBUS.3,(-120.08885210187857+207.99999657870367j),0j
3,SOURCEBUSZ.1,(240.1353310139204-0.05994326423747527j),-0j
4,SOURCEBUSZ.2,(-120.12644579764563-207.93691893278353j),(-0+0j)
5,SOURCEBUSZ.3,(-120.00888519268027+207.99686223769663j),0j
6,1.1,(207.87149776479015-120.14268535529845j),-0j
7,1.2,(-207.98832638296085-119.9673284375939j),(-0+0j)
8,1.3,(0.11506267386177539+240.099898154685j),0j
9,2.1,(207.8672496958485-120.1403998829886j),-0j
10,2.2,(-207.98563422241762-119.96581001141467j),(-0+0j)
11,2.3,(0.11423574252957269+240.09538353834708j),0j
12,3.1,(207.86676257824342-120.1401378124306j),-0j
13,3.2,(-207.98532551772988-119.96563589650883j),(-0+0j)
14,3.3,(0.11414091996062806+240.09486585628295j),0j
15,4.1,(207.8658762446082-120.13966096259395j),-0j
16,4.2,(-207.9847638148778-119.96531908616186j),(-0+0j)
17,4.3,(0.11396838578950788+240.09392390916193j),0j
18,5.1,(207.8655633434036-120.1394926209195j),-0j
19,5.2,(-207.98456551765418-119.96520724301925j),(-0+0j)
20,5.3,(0.11390747627660534+240.09359137480106j),0j
21,6.1,(207.86526601263137-120.13933265617867j),-0j
22,6.2,(-207.9843770879972-119.96510096535883j),(-0+0j)
23,6.3,(0.11384959771226269+240.09327538784774j),0j
24,7.1,(207.8646515130956-120.13900205380519j),-0j
25,7.2,(-207.9839876566043-119.96488131916303j),(-0+0j)
26,7.3,(0.11372997890984335+240.09262233120404j),0j
27,8.1,(207.86432587442255-120.13882685933888j),-0j
28,8.2,(-207.9837812871693-119.9647649231504j),(-0+0j)
29,8.3,(0.11366658991471483+240.09227626015524j),0j
30,9.1,(207.86394509077036-120.13862199672815j),-0j
31,9.2,(-207.98353997029375-119.96462881616293j),(-0+0j)
32,9.3,(0.11359246636899945+240.09187158402548j),0j
33,10.1,(207.86356142343652-120.13841558268903j),-0j
34,10.2,(-207.98329682592086-119.9644916784347j),(-0+0j)
35,10.3,(0.11351778148429441+240.09146384327582j),0j
36,11.1,(207.86282108524654-120.13801727878725j),-0j
37,11.2,(-207.9828276458551-119.96422705257648j),(-0+0j)
38,11.3,(0.11337366686338846+240.0906770521628j),0j
39,12.1,(207.86227767788455-120.13772492419109j),-0j
40,12.2,(-207.9824832682378-119.96403281750723j),(-0+0j)
41,12.3,(0.1132678869009663+240.0900995484099j),0j
42,13.1,(207.86187089762421-120.13750607533652j),-0j
43,13.2,(-207.9822254763369-119.96388741831402j),(-0+0j)
44,13.3,(0.11318870284187205+240.08966724450056j),0j
45,14.1,(207.85608998519913-120.13439592918192j),-0j
46,14.2,(-207.97856189540946-119.96182109385214j),(-0+0j)
47,14.3,(0.11206338739317502+240.08352360557524j),0j
48,15.1,(207.8557497614725-120.13421288791834j),-0j
49,15.2,(-207.9783462828791-119.96169948457022j),(-0+0j)
50,15.3,(0.11199715926387953+240.08316203432562j),0j
51,16.1,(207.85196279179377-120.13217548822867j),-0j
52,16.2,(-207.97594633822254-119.96034587332245j),(-0+0j)
53,16.3,(0.11125998575758238+240.079137449171j),0j
54,17.1,(207.8515913619937-120.13197565801518j),-0j
55,17.2,(-207.9757109492335-119.96021310976796j),(-0+0j)
56,17.3,(0.11118768303764338+240.0787427138058j),0j
57,18.1,(207.82214303024014-120.11613237774539j),-0j
58,18.2,(-207.95704843738943-119.94968712290141j),(-0+0j)
59,18.3,(0.10545525531563935+240.0474466304214j),0j
60,19.1,(207.81555149894083-120.11258611649512j),-0j
61,19.2,(-207.9528711368899-119.94733105151276j),(-0+0j)
62,19.3,(0.10417214437177706+240.04044150989716j),0j
63,20.1,(207.81489840299164-120.11223474914934j),-0j
64,20.2,(-207.9524572455025-119.94709760944754j),(-0+0j)
65,20.3,(0.10404501237134423+240.03974743508653j),0j
66,21.1,(207.81440993773663-120.11197195355179j),-0j
67,21.2,(-207.952147686758-119.94692301283865j),(-0+0j)
68,21.3,(0.1039499274683174+240.0392283208131j),0j
69,22.1,(207.813845678023-120.11166838033525j),-0j
70,22.2,(-207.9517900942234-119.94672132432238j),(-0+0j)
71,22.3,(0.10384008837620878+240.03862865631623j),0j
72,23.1,(207.8131230911403-120.11127962668351j),-0j
73,23.2,(-207.95133216382632-119.94646304347638j),(-0+0j)
74,23.3,(0.10369942923418857+240.0378607303259j),0j
75,24.1,(207.8127018562443-120.11105300119665j),-0j
76,24.2,(-207.95106521148065-119.94631247763031j),(-0+0j)
77,24.3,(0.10361743142815107+240.03741306481675j),0j
78,25.1,(207.8121971684685-120.11078147783998j),-0j
79,25.2,(-207.9507453719163-119.94613208245721j),(-0+0j)
80,25.3,(0.10351918864072746+240.0368767101313j),0j
81,26.1,(207.80930305331395-120.10922443624125j),-0j
82,26.2,(-207.94891126264258-119.94509761237644j),(-0+0j)
83,26.3,(0.10295581866486556+240.03380100214443j),0j
84,27.1,(207.78911800572376-120.09836482731345j),-0j
85,27.2,(-207.9361192412488-119.93788268598419j),(-0+0j)
86,27.3,(0.09902658670031275+240.0123494327455j),0j
87,28.1,(207.74465931355294-120.07444593347596j),-0j
88,28.2,(-207.90794410126733-119.92199140853863j),(-0+0j)
89,28.3,(0.0903722343338278+239.96510115571144j),0j
90,29.1,(207.70890238460257-120.05520861123918j),-0j
91,29.2,(-207.88528359486705-119.90921048200197j),(-0+0j)
92,29.3,(0.08341177176571929+239.9271006387722j),0j
93,30.1,(207.67995036490836-120.03963234815939j),-0j
94,30.2,(-207.86693561457798-119.89886189649266j),(-0+0j)
95,30.3,(0.07777595640719379+239.89633200882778j),0j
96,31.1,(207.65588683784102-120.02668610702705j),-0j
97,31.2,(-207.85168565533567-119.89026064966627j),(-0+0j)
98,31.3,(0.07309173759074511+239.87075860264358j),0j
99,32.1,(207.62487421743077-120.0100012353184j),-0j
100,32.2,(-207.83203179512122-119.87917552477442j),(-0+0j)
101,32.3,(0.06705480461464612+239.83780007846843j),0j
102,33.1,(207.61214326975823-120.00315195183852j),-0j
103,33.2,(-207.82396371629898-119.87462498557221j),(-0+0j)
104,33.3,(0.06457659165471304+239.82427032054767j),0j
105,34.1,(207.60817733792294-120.00101827003412j),-0j
106,34.2,(-207.8214503566127-119.87320740624081j),(-0+0j)
107,34.3,(0.06380458128078523+239.8200555441587j),0j
108,35.1,(207.60456288196931-119.99907368318254j),-0j
109,35.2,(-207.81915974036946-119.87191545815224j),(-0+0j)
110,35.3,(0.06310098938652971+239.8162142971971j),0j
111,36.1,(207.6006571596699-119.99697239426742j),-0j
112,36.2,(-207.8166845377231-119.87051940006653j),(-0+0j)
113,36.3,(0.0623406994324791+239.81206350822404j),0j
