,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17770004717647-4.3298295576924986e-06j),-0j
1,SOURCEBUS.2,(-120.08885409998972-207.99998967009523j),(-0+0j)
2,SOURCEBUS.3,(-120.08884592375107+207.99999404051644j),0j
3,SOURCEBUSZ.1,(240.0360317191992-0.19514219898729293j),-0j
4,SOURCEBUSZ.2,(-120.1685103443365-207.82318110780747j),(-0+0j)
5,SOURCEBUSZ.3,(-119.8675213515157+208.01832334741187j),0j
6,1.1,(207.5969957660961-120.28230462240234j),-0j
7,1.2,(-207.9353331427786-119.71210955591106j),(-0+0j)
8,1.3,(0.27597631982177523+240.00032466368498j),0j
9,2.1,(207.59281339128694-120.27966533121355j),-0j
10,2.2,(-207.93291329129104-119.70915252636011j),(-0+0j)
11,2.3,(0.27598188992186606+239.9985459817272j),0j
12,3.1,(207.59214895625254-120.27924603891859j),-0j
13,3.2,(-207.93252886039232-119.70868275640372j),(-0+0j)
14,3.3,(0.2759827748185873+239.99826341054177j),0j
15,4.1,(207.59143319462794-120.27879435693511j),-0j
16,4.2,(-207.9321147327945-119.7081766974367j),(-0+0j)
17,4.3,(0.2759837280722551+239.9979590111643j),0j
18,5.1,(207.59096040192537-120.27849600069706j),-0j
19,5.2,(-207.9318411829151-119.70784242275862j),(-0+0j)
20,5.3,(0.27598435773905783+239.99775794170307j),0j
21,6.1,(207.59039900923668-120.27814173336229j),-0j
22,6.2,(-207.93151637057903-119.70744550597196j),(-0+0j)
23,6.3,(0.27598510540348514+239.99751919240592j),0j
24,7.1,(207.5897587889372-120.27773772179653j),-0j
25,7.2,(-207.93114594991764-119.7069928563577j),(-0+0j)
26,7.3,(0.2759859580507426+239.99724691927224j),0j
27,8.1,(207.58909325847412-120.2773177382305j),-0j
28,8.2,(-207.93076088522264-119.70652231190978j),(-0+0j)
29,8.3,(0.2759868444061476+239.99696388222245j),0j
30,9.1,(207.58828558175068-120.27680805314577j),-0j
31,9.2,(-207.9302935771001-119.70595126697793j),(-0+0j)
32,9.3,(0.2759879200723922+239.99662039315655j),0j
33,10.1,(207.5529911640066-120.25453548074462j),-0j
34,10.2,(-207.9098728225915-119.68099734941275j),(-0+0j)
35,10.3,(0.2760349252815194+239.98161036967952j),0j
36,11.1,(207.55020877563675-120.25277965219216j),-0j
37,11.2,(-207.90826297963386-119.67903014058896j),(-0+0j)
38,11.3,(0.2760386308745518+239.9804270744894j),0j
39,12.1,(207.54131908515257-120.24716980543485j),-0j
40,12.2,(-207.9031195547348-119.67274493693091j),(-0+0j)
41,12.3,(0.2760504701902373+239.97664646352075j),0j
42,13.1,(207.5396553310625-120.24611989199819j),-0j
43,13.2,(-207.9021569346945-119.6715686267645j),(-0+0j)
44,13.3,(0.2760526859828083+239.97593890154513j),0j
45,14.1,(207.53869870489117-120.24551621223736j),-0j
46,14.2,(-207.901603446935-119.67089227134787j),(-0+0j)
47,14.3,(0.2760539600204005+239.97553206720107j),0j
48,15.1,(207.5375380839901-120.2447838014285j),-0j
49,15.2,(-207.90093193126748-119.67007168724028j),(-0+0j)
50,15.3,(0.2760555057387166+239.97503847790045j),0j
51,16.1,(207.53609673071077-120.24387423421307j),-0j
52,16.2,(-207.90009798858338-119.66905261926266j),(-0+0j)
53,16.3,(0.27605742533717653+239.9744254986266j),0j
54,17.1,(207.53412971589051-120.24263294783412j),-0j
55,17.2,(-207.89895990700245-119.66766189719363j),(-0+0j)
56,17.3,(0.2760600450132022+239.9735889658115j),0j
57,18.1,(207.48355551202715-120.21071805337834j),-0j
58,18.2,(-207.869698526103-119.6319048399947j),(-0+0j)
59,18.3,(0.2761273998847131+239.95208074904872j),0j
60,19.1,(207.44214110825354-120.18458345857675j),-0j
61,19.2,(-207.8457368509611-119.60262395979355j),(-0+0j)
62,19.3,(0.276182555707821+239.9344680155717j),0j
63,20.1,(207.42876491741583-120.17614240194723j),-0j
64,20.2,(-207.83799761266994-119.59316670324083j),(-0+0j)
65,20.3,(0.27620037015757354+239.92877938401602j),0j
66,21.1,(207.40283208921488-120.15977746860669j),-0j
67,21.2,(-207.82299331589795-119.5748316321874j),(-0+0j)
68,21.3,(0.2762349075734258+239.91775066091992j),0j
69,22.1,(207.39058476626548-120.15204878502021j),-0j
70,22.2,(-207.81590722151702-119.56617250967471j),(-0+0j)
71,22.3,(0.2762512185936177+239.91254211473165j),0j
72,23.1,(207.37644018999467-120.14312283810806j),-0j
73,23.2,(-207.80772340838098-119.55617198798316j),(-0+0j)
74,23.3,(0.27627005638143043+239.90652670392504j),0j
75,24.1,(207.3682238997615-120.13793794115301j),-0j
