,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17768784690725-9.417975905547034e-06j),-0j
1,SOURCEBUS.2,(-120.08885421533178-207.99997626923292j),(-0+0j)
2,SOURCEBUS.3,(-120.08883360813978+207.9999857278005j),0j
3,SOURCEBUSZ.1,(239.8681295087491-0.42292617876423494j),-0j
4,SOURCEBUSZ.2,(-120.31823806124848-207.57846537310706j),(-0+0j)
5,SOURCEBUSZ.3,(-119.54989142410864+208.0013915923344j),0j
6,1.1,(207.08943656837897-120.48428955303415j),-0j
7,1.2,(-207.8892881410415-119.24897728685326j),(-0+0j)
8,1.3,(0.7350123970081813+239.68942346987333j),0j
9,2.1,(207.0758999345015-120.48036560730858j),-0j
10,2.2,(-207.88526556162546-119.24086366351679j),(-0+0j)
11,2.3,(0.7356484978507504+239.68135870401176j),0j
12,3.1,(207.07407343657133-120.47983614933473j),-0j
13,3.2,(-207.88472279500846-119.23976889236742j),(-0+0j)
14,3.3,(0.7357343269336226+239.6802705252011j),0j
15,4.1,(207.0722664273779-120.47931234067856j),-0j
16,4.2,(-207.88418581971217-119.23868580242849j),(-0+0j)
17,4.3,(0.7358192402202277+239.6791939572604j),0j
18,5.1,(207.0704715457628-120.47879204751676j),-0j
19,5.2,(-207.8836524482771-119.2376099815496j),(-0+0j)
20,5.3,(0.7359035836187828+239.67812461460795j),0j
21,6.1,(207.06867863840475-120.4782723266447j),-0j
22,6.2,(-207.8831196635171-119.23653534400593j),(-0+0j)
23,6.3,(0.7359878342448871+239.67705644816527j),0j
24,7.1,(207.06685955803994-120.47774501884527j),-0j
25,7.2,(-207.88257910112236-119.23544501881652j),(-0+0j)
26,7.3,(0.7360733147682967+239.67597268854252j),0j
27,8.1,(207.06505765371077-120.47722268996695j),-0j
28,8.2,(-207.88204364280048-119.23436498864461j),(-0+0j)
29,8.3,(0.7361579881715761+239.67489916194418j),0j
30,9.1,(207.06326920253252-120.47670426083462j),-0j
31,9.2,(-207.88151218225013-119.23329302205782j),(-0+0j)
32,9.3,(0.7362420293968914+239.6738336503749j),0j
33,10.1,(207.06145254768342-120.47617765613404j),-0j
34,10.2,(-207.88097234062752-119.23220415068035j),(-0+0j)
35,10.3,(0.7363273959427846+239.67275133580978j),0j
36,11.1,(207.02631923485959-120.46599335079402j),-0j
37,11.2,(-207.8705320389875-119.21114585292386j),(-0+0j)
38,11.3,(0.7379783477248282+239.65181984395005j),0j
39,12.1,(207.01969193627468-120.4640722557722j),-0j
40,12.2,(-207.86856265464178-119.2071735652087j),(-0+0j)
41,12.3,(0.7382897715426594+239.64787147599844j),0j
42,13.1,(207.01307873952535-120.46215524853443j),-0j
43,13.2,(-207.866597460832-119.20320972988891j),(-0+0j)
44,13.3,(0.738600532700369+239.64393150954476j),0j
45,14.1,(207.00644974872023-120.46023366297845j),-0j
46,14.2,(-207.86462757362187-119.19923642788629j),(-0+0j)
47,14.3,(0.7389120360376156+239.6399821334134j),0j
48,15.1,(206.99982780883275-120.45831412131449j),-0j
49,15.2,(-207.8626597816799-119.19526735208127j),(-0+0j)
50,15.3,(0.7392232080446367+239.63603695803113j),0j
51,16.1,(206.99635932138716-120.45730868993402j),-0j
52,16.2,(-207.86162907742062-119.19318840092282j),(-0+0j)
53,16.3,(0.7393861959633569+239.6339705256084j),0j
54,17.1,(206.99288970579468-120.45630293153087j),-0j
55,17.2,(-207.86059803791844-119.19110877357267j),(-0+0j)
56,17.3,(0.7395492368949077+239.6319034210659j),0j
57,18.1,(206.98941162910108-120.45529472045726j),-0j
58,18.2,(-207.8595644840944-119.1890240747853j),(-0+0j)
59,18.3,(0.7397126754228027+239.62983127562453j),0j
60,19.1,(206.98594201350895-120.45428896205406j),-0j
