,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17770537616659-2.4694380320629353e-06j),-0j
1,SOURCEBUS.2,(-120.08885450571606-207.99999369064818j),(-0+0j)
2,SOURCEBUS.3,(-120.08885084701484+207.99999620067786j),0j
3,SOURCEBUSZ.1,(240.11335844829608-0.1022940257843834j),-0j
4,SOURCEBUSZ.2,(-120.13167146613625-207.90145145369098j),(-0+0j)
5,SOURCEBUSZ.3,(-119.98168695884787+208.0037455199417j),0j
6,1.1,(207.81380664629592-120.18198517463404j),-0j
7,1.2,(-207.97131028333916-119.88130064424182j),(-0+0j)
8,1.3,(0.14164123046219715+240.0767109595403j),0j
9,2.1,(207.81072122419266-120.17914760587463j),-0j
10,2.2,(-207.9675546170821-119.87884806811017j),(-0+0j)
11,2.3,(0.1416830447507293+240.07433467042512j),0j
12,3.1,(207.81031474020202-120.17877377492555j),-0j
13,3.2,(-207.96705983284946-119.87852495739791j),(-0+0j)
14,3.3,(0.14168855350716825+240.0740216100237j),0j
15,4.1,(207.8096467514812-120.17815944603883j),-0j
16,4.2,(-207.9662467373913-119.87799397877079j),(-0+0j)
17,4.3,(0.14169760623069394+240.07350714740787j),0j
18,5.1,(207.8090718930869-120.1776307662775j),-0j
19,5.2,(-207.96554700289724-119.87753702865828j),(-0+0j)
20,5.3,(0.1417053968324509+240.07306441066092j),0j
21,6.1,(207.80860842205902-120.17720452608532j),-0j
22,6.2,(-207.9649828523717-119.87716861942833j),(-0+0j)
23,6.3,(0.141711677889289+240.07270746074553j),0j
24,7.1,(207.80825694755393-120.17688128568507j),-0j
25,7.2,(-207.96455502729796-119.87688923529444j),(-0+0j)
26,7.3,(0.1417164411456457+240.07243676681375j),0j
27,8.1,(207.8079051375713-120.17655773675628j),-0j
28,8.2,(-207.9641267938712-119.87660958449223j),(-0+0j)
29,8.3,(0.14172120894840792+240.07216581450845j),0j
30,9.1,(207.8071533236112-120.17586631634902j),-0j
31,9.2,(-207.96321166387398-119.87601197388564j),(-0+0j)
32,9.3,(0.1417313976890572+240.07158679249196j),0j
33,10.1,(207.80636049310974-120.17513717427741j),-0j
34,10.2,(-207.9622466073395-119.87538175957447j),(-0+0j)
35,10.3,(0.14174214229459225+240.07097618090424j),0j
36,11.1,(207.80574497130823-120.17457109761831j),-0j
37,11.2,(-207.96149737615366-119.8748924864606j),(-0+0j)
38,11.3,(0.1417504839754762+240.07050212655858j),0j
39,12.1,(207.8053211219416-120.17418129626147j),-0j
40,12.2,(-207.96098145427607-119.87455557215651j),(-0+0j)
41,12.3,(0.1417562280712107+240.07017569192428j),0j
42,13.1,(207.80495915934978-120.17384841028708j),-0j
43,13.2,(-207.96054086279563-119.87426785113036j),(-0+0j)
44,13.3,(0.1417611334643132+240.0698969204181j),0j
45,14.1,(207.80360506612217-120.172603091976j),-0j
46,14.2,(-207.9588926208132-119.873191493789j),(-0+0j)
47,14.3,(0.14177948442043664+240.06885404301298j),0j
