,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17770969630678+1.2120017804796468e-07j),0j
1,SOURCEBUS.2,(-120.08885548360935-207.99999802656578j),(-0+0j)
2,SOURCEBUS.3,(-120.08885418926174+207.99999794595726j),0j
3,SOURCEBUSZ.1,(240.16412306167842-0.0071539265739183665j),-0j
4,SOURCEBUSZ.2,(-120.10186154267059-207.9918130518358j),(-0+0j)
5,SOURCEBUSZ.3,(-120.06226149560746+207.99896701883475j),0j
6,1.1,(207.95756838522087-120.09939032785144j),-0j
7,1.2,(-207.9996619110294-120.07999874888125j),(-0+0j)
8,1.3,(0.03856781696535764+240.15923543683303j),0j
9,2.1,(207.9559581169744-120.09890926988666j),-0j
10,2.2,(-208.0004592990327-120.08017848834098j),(-0+0j)
11,2.3,(0.037605360797548275+240.1580202070114j),0j
12,3.1,(207.955647299097-120.09881641491305j),-0j
13,3.2,(-208.00061321279657-120.0802131820868j),(-0+0j)
14,3.3,(0.037419585176740336+240.15778564040764j),0j
15,4.1,(207.9552945843601-120.09871104350432j),-0j
16,4.2,(-208.00078787344722-120.08025255239434j),(-0+0j)
17,4.3,(0.03720876783332308+240.15751945527498j),0j
18,5.1,(207.95498568400322-120.09861876137849j),-0j
19,5.2,(-208.0009408376749-120.08028703210503j),(-0+0j)
20,5.3,(0.03702413831315867+240.15728633577663j),0j
21,6.1,(207.95468977661085-120.09853036082275j),-0j
22,6.2,(-208.00108736792242-120.0803200615304j),(-0+0j)
23,6.3,(0.03684727467852434+240.157063021749j),0j
24,7.1,(207.95441104353202-120.09844709098995j),-0j
25,7.2,(-208.00122539362937-120.08035117394482j),(-0+0j)
26,7.3,(0.03668067611868423+240.1568526687531j),0j
27,8.1,(207.95401561747065-120.09832895982966j),-0j
28,8.2,(-208.00142120448137-120.08039531172552j),(-0+0j)
29,8.3,(0.03644433024757197+240.15655425043462j),0j
30,9.1,(207.95382311509334-120.0982714509008j),-0j
31,9.2,(-208.00151652964627-120.08041679899837j),(-0+0j)
32,9.3,(0.03632927171576856+240.15640897362738j),0j
33,10.1,(207.95359081294416-120.09820205202925j),-0j
34,10.2,(-208.00163156324203-120.08044272875428j),(-0+0j)
35,10.3,(0.036190424889065875+240.1562336609116j),0j
36,11.1,(207.9319600281136-120.09173998500015j),-0j
37,11.2,(-208.0123429017606-120.08285717465111j),(-0+0j)
38,11.3,(0.023261720428886728+240.13990943986204j),0j
39,12.1,(207.93138042389432-120.09156683172137j),-0j
40,12.2,(-208.0126299157107-120.08292187054819j),(-0+0j)
41,12.3,(0.02291529140597641+240.13947202681985j),0j
42,13.1,(207.93086282163995-120.09141220115724j),-0j
43,13.2,(-208.01288622693605-120.08297964573528j),(-0+0j)
44,13.3,(0.022605920912622902+240.13908140513487j),0j
45,14.1,(207.93033177750314-120.09125355491153j),-0j
46,14.2,(-208.01314919444096-120.08303892131626j),(-0+0j)
47,14.3,(0.022288516215822805+240.13868063919202j),0j
48,15.1,(207.92714067719584-120.09030023286469j),-0j
49,15.2,(-208.01472939395313-120.08339511454345j),(-0+0j)
50,15.3,(0.020381197868357587+240.13627239431253j),0j
51,16.1,(207.90936545518224-120.08498999206914j),-0j
52,16.2,(-208.0235314980709-120.08537919936782j),(-0+0j)
53,16.3,(0.009756960517107699+240.12285787164856j),0j
54,17.1,(207.89509884664167-120.08072792847138j),-0j
55,17.2,(-208.0305961734762-120.08697164988563j),(-0+0j)
56,17.3,(0.001229818903046881+240.11209121323745j),0j
57,18.1,(207.87901540352422-120.07592309645807j),-0j
58,18.2,(-208.03856052637073-120.08876689696541j),(-0+0j)
59,18.3,(-0.008383243424581441+240.0999534344776j),0j
60,19.1,(207.87182758780355-120.07377577969089j),-0j
61,19.2,(-208.04211985757382-120.08956920683706j),(-0+0j)
62,19.3,(-0.012679395686140918+240.09452896682188j),0j
63,20.1,(207.80802802754818-120.05471604432785j),-0j
64,20.2,(-208.0737127328483-120.09669056595189j),(-0+0j)
65,20.3,(-0.050812346742238404+240.0463810085956j),0j
66,21.1,(207.80413648716856-120.0535534700171j),-0j
67,21.2,(-208.07563978296196-120.09712494287302j),(-0+0j)
68,21.3,(-0.05313831761467334+240.0434441588292j),0j
69,22.1,(207.80175183567175-120.05284106970777j),-0j
70,22.2,(-208.07682063745392-120.09739111962423j),(-0+0j)
71,22.3,(-0.054563622090888046+240.04164452102296j),0j
72,23.1,(207.79837424207298-120.0518320339104j),-0j
73,23.2,(-208.07849318649454-120.09776812938534j),(-0+0j)
74,23.3,(-0.05658240734391855+240.03909553424538j),0j
75,24.1,(207.79787480816438-120.05168283103052j),-0j
76,24.2,(-208.07874050094495-120.09782387660694j),(-0+0j)
77,24.3,(-0.05688091863017522+240.03871862376383j),0j
78,25.1,(207.79723029042714-120.05149028522845j),-0j
79,25.2,(-208.0790596593908-120.09789581820425j),(-0+0j)
80,25.3,(-0.05726614641600915+240.0382322220869j),0j
81,26.1,(207.79635393869788-120.051228480414j),-0j
82,26.2,(-208.0794936196059-120.09799363730147j),(-0+0j)
83,26.3,(-0.0577899412113956+240.03757086100086j),0j
84,27.1,(207.79526236293623-120.05090237871285j),-0j
85,27.2,(-208.08003415651189-120.09811547988127j),(-0+0j)
86,27.3,(-0.05844237525539388+240.03674707563349j),0j
87,28.1,(207.79464760203777-120.05071872258758j),-0j
88,28.2,(-208.08033857968215-120.09818409999578j),(-0+0j)
89,28.3,(-0.05880981740017249+240.03628313071073j),0j
90,29.1,(207.7941741540582-120.05057728284794j),-0j
91,29.2,(-208.0805730261723-120.09823694664674j),(-0+0j)
92,29.3,(-0.05909279691544788+240.03592583117052j),0j
93,30.1,(207.79343619728175-120.05035682269435j),-0j
94,30.2,(-208.08093845465348-120.09831931798605j),(-0+0j)
95,30.3,(-0.05953387314738974+240.03536891335003j),0j
96,31.1,(207.79162866171708-120.04981683230346j),-0j
97,31.2,(-208.08183352736938-120.09852107658519j),(-0+0j)
98,31.3,(-0.060614235848063955+240.03400481073672j),0j
99,32.1,(207.78783876915978-120.04868462467023j),-0j
100,32.2,(-208.08371024254492-120.09894410749429j),(-0+0j)
101,32.3,(-0.06287945189064145+240.03114467208036j),0j
102,33.1,(207.7852704461406-120.04791735359775j),-0j
103,33.2,(-208.08498204925522-120.09923078581166j),(-0+0j)
104,33.3,(-0.06441453670304136+240.02920642189576j),0j
105,34.1,(207.77286852714235-120.04504261658137j),-0j
106,34.2,(-208.09099293463026-120.10055019400444j),(-0+0j)
107,34.3,(-0.07085580306701086+240.02024759994723j),0j
108,35.1,(207.76840904492082-120.04050687013601j),-0j
109,35.2,(-208.0909929346304-120.10055019400451j),(-0+0j)
110,35.3,(-0.07085580306700404+240.0202475999474j),0j
111,36.1,(207.7647458813624-120.07058499045907j),-0j
112,36.2,(-208.09911558039758-120.12609256787444j),(-0+0j)
113,36.3,(-0.08085059912473443+239.9614739006995j),0j
114,37.1,(207.76638937781664-120.0384526635189j),-0j
115,37.2,(-208.09099293463046-120.10055019400455j),(-0+0j)
116,37.3,(-0.0708558030670032+240.02024759994748j),0j
117,38.1,(207.76433121658496-120.07188860512369j),-0j
118,38.2,(-208.0995302451747-120.12739618253887j),(-0+0j)
119,38.3,(-0.08163539240300406+239.95839486959565j),0j
120,39.1,(207.76474588136418-120.07058499045763j),-0j
121,39.2,(-208.09911558039516-120.12609256787276j),(-0+0j)
122,39.3,(-0.08085059912380593+239.9614739006995j),0j
123,40.1,(207.76494860216656-120.03698724831854j),-0j
124,40.2,(-208.0909929346305-120.10055019400457j),(-0+0j)
125,40.3,(-0.07085580306700287+240.02024759994754j),0j
126,41.1,(207.7639957497152-120.07294323902236j),-0j
127,41.2,(-208.09986571204416-120.12845081643741j),(-0+0j)
128,41.3,(-0.08227029596555929+239.95590391067552j),0j
129,42.1,(207.76474588136458-120.07058499045723j),-0j
130,42.2,(-208.0991155803946-120.12609256787229j),(-0+0j)
131,42.3,(-0.08085059912360505+239.96147390069967j),0j
132,43.1,(207.76380563765912-120.0358247373041j),-0j
133,43.2,(-208.0909929346305-120.10055019400455j),(-0+0j)
134,43.3,(-0.07085580306699527+240.0202475999475j),0j
135,44.1,(207.76348882582002-120.07453689601847j),-0j
136,44.2,(-208.10037263593907-120.13004447343327j),(-0+0j)
137,44.3,(-0.08322969856548508+239.952139823332j),0j
138,45.1,(207.7647458813648-120.070584990457j),-0j
139,45.2,(-208.09911558039425-120.12609256787204j),(-0+0j)
140,45.3,(-0.08085059912349031+239.96147390069973j),0j
141,46.1,(207.7625712402148-120.03456922970445j),-0j
142,46.2,(-208.09099293463038-120.10055019400448j),(-0+0j)
143,46.3,(-0.0708558030669879+240.02024759994742j),0j
144,47.1,(207.7631221667183-120.07568959141946j),-0j
145,47.2,(-208.10073929504063-120.13119716883406j),(-0+0j)
146,47.3,(-0.08392363645009902+239.94941725117232j),0j
147,48.1,(207.76474588136495-120.07058499045691j),-0j
148,48.2,(-208.09911558039406-120.12609256787194j),(-0+0j)
149,48.3,(-0.08085059912338496+239.9614739006997j),0j
150,49.1,(207.67707974304366-119.94761569225084j),-0j
151,49.2,(-208.09099293462506-120.10055019400077j),(-0+0j)
152,49.3,(-0.07085580306644548+240.02024759994094j),0j
153,50.1,(207.76233078914456-120.07817750808476j),-0j
154,50.2,(-208.101530672614-120.1336850854991j),(-0+0j)
155,50.3,(-0.08542139520437893+239.94354099570788j),0j
156,51.1,(207.76474588136512-120.07058499045681j),-0j
157,51.2,(-208.09911558039377-120.12609256787177j),(-0+0j)
