,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17769947580575-4.366906822750212e-06j),-0j
1,SOURCEBUS.2,(-120.08885392609979-207.9999899747754j),(-0+0j)
2,SOURCEBUS.3,(-120.08884552627028+207.99999438227385j),0j
3,SOURCEBUSZ.1,(240.02595204398034-0.2021164376461778j),-0j
4,SOURCEBUSZ.2,(-120.1619623691724-207.8268584190447j),(-0+0j)
5,SOURCEBUSZ.3,(-119.86398965136576+208.02897489732453j),0j
6,1.1,(207.57526992014283-120.29891464830057j),-0j
7,1.2,(-207.9250316668089-119.70924501782079j),(-0+0j)
8,1.3,(0.26695098725460253+240.01559488375605j),0j
9,2.1,(207.56295123893298-120.28784723981138j),-0j
10,2.2,(-207.91731363046728-119.70097539631328j),(-0+0j)
11,2.3,(0.26537487624671613+240.01203522431794j),0j
12,3.1,(207.56167989890224-120.2867050364205j),-0j
13,3.2,(-207.91651709645583-119.70012193637851j),(-0+0j)
14,3.3,(0.2652122149209521+240.01166785240034j),0j
15,4.1,(207.56062983625046-120.2857616341108j),-0j
16,4.2,(-207.91585919959417-119.69941702157949j),(-0+0j)
17,4.3,(0.26507786488166857+240.01136442175172j),0j
18,5.1,(207.55963871931598-120.28487119009431j),-0j
19,5.2,(-207.91523823405493-119.69875167747513j),(-0+0j)
20,5.3,(0.2649510566394955+240.01107802431258j),0j
21,6.1,(207.55832044241603-120.28368681745692j),-0j
22,6.2,(-207.91441229263722-119.69786670847418j),(-0+0j)
23,6.3,(0.26478238998616466+240.01069708931385j),0j
24,7.1,(207.55715905449821-120.28264339776935j),-0j
25,7.2,(-207.91368464703916-119.69708706020356j),(-0+0j)
26,7.3,(0.264633796459749+240.01036148963445j),0j
27,8.1,(207.55607738435887-120.28167159850958j),-0j
28,8.2,(-207.91300694710503-119.69636092706526j),(-0+0j)
29,8.3,(0.2644954024072859+240.01004892554934j),0j
30,9.1,(207.55466835452256-120.28040569118535j),-0j
31,9.2,(-207.91212414615453-119.69541503494935j),(-0+0j)
32,9.3,(0.2643151243890834+240.0096417661893j),0j
33,10.1,(207.55297325944787-120.2788827757615j),-0j
34,10.2,(-207.91106211644816-119.69427710513004j),(-0+0j)
35,10.3,(0.26409824581573893+240.00915194417982j),0j
36,11.1,(207.5156259920165-120.24532906514331j),-0j
37,11.2,(-207.88766289356474-119.66920560919357j),(-0+0j)
38,11.3,(0.25931985774741406+239.99835991613543j),0j
39,12.1,(207.50211641257954-120.23319172417628j),-0j
40,12.2,(-207.87919872250092-119.66013652893008j),(-0+0j)
41,12.3,(0.25759137752301187+239.99445612958883j),0j
42,13.1,(207.4350516156185-120.17293904855477j),-0j
43,13.2,(-207.837180544475-119.61511543635432j),(-0+0j)
44,13.3,(0.24901078655476902+239.97507679558706j),0j
45,14.1,(207.3773667025896-120.12111349311456j),-0j
46,14.2,(-207.80103915502923-119.57639112900698j),(-0+0j)
47,14.3,(0.2416303028111176+239.95840791344463j),0j
48,15.1,(207.3719325116483-120.11623128130016j),-0j
49,15.2,(-207.79763446564306-119.57274311656931j),(-0+0j)
50,15.3,(0.24093502642432502+239.9568376261098j),0j
51,16.1,(207.36610160429586-120.11099264963039j),-0j
52,16.2,(-207.79398122110504-119.56882878548045j),(-0+0j)
53,16.3,(0.2401889922420475+239.9551527018836j),0j
54,17.1,(207.36284548382102-120.10806727030113j),-0j
55,17.2,(-207.7919411605071-119.56664292780286j),(-0+0j)
56,17.3,(0.23977238861092076+239.95421179921775j),0j
57,18.1,(207.36090322119006-120.10632229341944j),-0j
58,18.2,(-207.79072427265072-119.56533907258107j),(-0+0j)
59,18.3,(0.23952388623797027+239.95365055460115j),0j
60,19.1,(207.35828948669763-120.10397404957655j),-0j
61,19.2,(-207.7890866868202-119.5635844533488j),(-0+0j)
62,19.3,(0.23918947254276474+239.95289527856926j),0j
63,20.1,(207.3550695675314-120.10108119440002j),-0j
64,20.2,(-207.78706930746642-119.56142289787648j),(-0+0j)
65,20.3,(0.2387775006802538+239.9519648367905j),0j
66,21.1,(207.35280546278216-120.09904706658313j),-0j
67,21.2,(-207.78565077552815-119.55990298766817j),(-0+0j)
68,21.3,(0.23848782028700505+239.9513105912827j),0j
69,22.1,(207.349927833232-120.09646173288027j),-0j
70,22.2,(-207.7838478512486-119.55797121373816j),(-0+0j)
71,22.3,(0.2381196425956328+239.95047905899293j),0j
72,23.1,(207.34814121126212-120.0948565874256j),-0j
73,23.2,(-207.78272847710005-119.5567718412394j),(-0+0j)
74,23.3,(0.2378910536334777+239.94996278897568j),0j
75,24.1,(207.34571522424662-120.09267702056898j),-0j
76,24.2,(-207.78120852089472-119.55514325827248j),(-0+0j)
77,24.3,(0.23758066124857224+239.94926176526738j),0j
78,25.1,(207.33644319524794-120.08434679993287j),-0j
79,25.2,(-207.77539930677963-119.54891887685562j),(-0+0j)
80,25.3,(0.23639435350043508+239.94658247963622j),0j
81,26.1,(207.29049620843892-120.03630250936783j),-0j
82,26.2,(-207.742918013593-119.52011211487547j),(-0+0j)
83,26.3,(0.22717125654440118+239.93218686924664j),0j
84,27.1,(207.27263596832915-120.01762701778537j),-0j
85,27.2,(-207.73029207801645-119.50891452126861j),(-0+0j)
86,27.3,(0.22358610901608178+239.92659109298475j),0j
