,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17770819335792-1.0382906589239421e-06j),-0j
1,SOURCEBUS.2,(-120.08885485681189-207.99999650726298j),(-0+0j)
2,SOURCEBUS.3,(-120.08885331311029+207.99999758614533j),0j
3,SOURCEBUSZ.1,(240.14930672395852-0.04499252315021061j),-0j
4,SOURCEBUSZ.2,(-120.10709116954803-207.95702055583274j),(-0+0j)
5,SOURCEBUSZ.3,(-120.04221553102286+208.00201311953302j),0j
6,1.1,(207.91819966795381-120.12998425982599j),-0j
7,1.2,(-207.9869825725762-119.99775024883049j),(-0+0j)
8,1.3,(0.060943309232650344+240.134328792551j),0j
9,2.1,(207.91668400190537-120.12907514123263j),-0j
10,2.2,(-207.98569321816245-119.99596412688052j),(-0+0j)
11,2.3,(0.06146231335814373+240.13365395313662j),0j
12,3.1,(207.9165438484306-120.12899107513508j),-0j
13,3.2,(-207.98557399170014-119.99579896437793j),(-0+0j)
14,3.3,(0.06151030561304696+240.13359155080946j),0j
15,4.1,(207.91640348622707-120.12890688383894j),-0j
16,4.2,(-207.9854545876754-119.99563355590098j),(-0+0j)
17,4.3,(0.06155836934216338+240.1335290555474j),0j
18,5.1,(207.91626424643275-120.12882336578046j),-0j
19,5.2,(-207.9853361384675-119.9954694701165j),(-0+0j)
20,5.3,(0.06160604872863216+240.13346706002983j),0j
21,6.1,(207.9161243804522-120.12873947212641j),-0j
22,6.2,(-207.9852171565723-119.99530464640895j),(-0+0j)
23,6.3,(0.06165394253787096+240.13340478570726j),0j
24,7.1,(207.91598341372287-120.1286549182272j),-0j
25,7.2,(-207.9850972382866-119.99513852553481j),(-0+0j)
26,7.3,(0.06170221327252416+240.13334202128422j),0j
27,8.1,(207.91584299638336-120.12857069386018j),-0j
28,8.2,(-207.98497778735853-119.99497305208386j),(-0+0j)
29,8.3,(0.061750295881704324+240.13327950147288j),0j
30,9.1,(207.91570284093933-120.12848662658178j),-0j
31,9.2,(-207.98485855922098-119.99480788726098j),(-0+0j)
32,9.3,(0.061798288810984064+240.13321709826874j),0j
33,10.1,(207.91556410327559-120.12840340970865j),-0j
34,10.2,(-207.98474053716754-119.99464439320734j),(-0+0j)
35,10.3,(0.061845796255055076+240.13315532632086j),0j
36,11.1,(207.9141124342464-120.12753267746385j),-0j
37,11.2,(-207.9835056240589-119.99293368792645j),(-0+0j)
38,11.3,(0.062342886109941216+240.13250898111667j),0j
39,12.1,(207.91062843645304-120.12544292480102j),-0j
40,12.2,(-207.98054183929858-119.98882800453474j),(-0+0j)
41,12.3,(0.06353589906447207+240.13095775613337j),0j
42,13.1,(207.9102677295543-120.12522656754514j),-0j
43,13.2,(-207.9802349913405-119.9884029329902j),(-0+0j)
44,13.3,(0.06365941464289569+240.13079715397865j),0j
45,14.1,(207.90990830259594-120.12501097801628j),-0j
46,14.2,(-207.9799292322086-119.98797936977914j),(-0+0j)
47,14.3,(0.06378249193585264+240.130637121708j),0j
48,15.1,(207.90954901347737-120.12479547116561j),-0j
49,15.2,(-207.97962359033488-119.98755596900389j),(-0+0j)
50,15.3,(0.06390552202887562+240.1304771508096j),0j
51,16.1,(207.9091885034926-120.12457923202145j),-0j
52,16.2,(-207.97931690988847-119.98713112951059j),(-0+0j)
53,16.3,(0.0640289701787917+240.13031663632935j),0j
54,17.1,(207.90882978542433-120.12436406769494j),-0j
55,17.2,(-207.97901175379874-119.986708401684j),(-0+0j)
56,17.3,(0.06415180472898886+240.1301569196871j),0j
57,18.1,(207.9084690785256-120.1241477104389j),-0j
58,18.2,(-207.97870490584066-119.98628333013939j),(-0+0j)
59,18.3,(0.06427532030729527+240.12999631753235j),0j
60,19.1,(207.9081087063805-120.12393155397288j),-0j
61,19.2,(-207.9783983426524-119.98585865308186j),(-0+0j)
62,19.3,(0.06439872125711843+240.12983586442434j),0j
63,20.1,(207.90775071689382-120.12371682666004j),-0j
64,20.2,(-207.97809380635587-119.98543678384486j),(-0+0j)
65,20.3,(0.06452130632184185+240.1296764721779j),0j
66,21.1,(207.90516208664525-120.12216412849978j),-0j
67,21.2,(-207.9758916973602-119.98238623764593j),(-0+0j)
68,21.3,(0.06540772175688708+240.1285239031616j),0j
69,22.1,(207.9020868821274-120.12031957599955j),-0j
70,22.2,(-207.97327566691857-119.9787622927206j),(-0+0j)
71,22.3,(0.06646075308575256+240.12715469044838j),0j
72,23.1,(207.90033655377246-120.11926970353582j),-0j
73,23.2,(-207.97178668879283-119.97669963525408j),(-0+0j)
74,23.3,(0.06706011178941598+240.1263753693263j),0j
75,24.1,(207.8979865831816-120.11786015691749j),-0j
76,24.2,(-207.9697876039948-119.97393033521301j),(-0+0j)
77,24.3,(0.06786480384797912+240.12532906180772j),0j
78,25.1,(207.89630444611342-120.11685118658178j),-0j
79,25.2,(-207.9683566351756-119.97194803710678j),(-0+0j)
80,25.3,(0.06844081205236359+240.1245801023659j),0j
81,26.1,(207.8930142116069-120.11487765595983j),-0j
82,26.2,(-207.96555768194202-119.96807069217775j),(-0+0j)
83,26.3,(0.06956747533430731+240.12311514909538j),0j
84,27.1,(207.89046555488196-120.11334893450197j),-0j
85,27.2,(-207.96338957782427-119.96506725238979j),(-0+0j)
86,27.3,(0.07044020277815766+240.12198037800312j),0j
87,28.1,(207.87583504835297-120.10457334340231j),-0j
88,28.2,(-207.95094362496587-119.94782607392956j),(-0+0j)
89,28.3,(0.07545007501427856+240.1154662501055j),0j
90,29.1,(207.85636144423069-120.09289279176352j),-0j
91,29.2,(-207.9343777214951-119.92487759410288j),(-0+0j)
92,29.3,(0.0821183519077609+240.1067957678068j),0j
93,30.1,(207.85084364347296-120.09090333195472j),-0j
94,30.2,(-207.93024334519353-119.91987033396259j),(-0+0j)
95,30.3,(0.08360192495004452+240.10333477071362j),0j
96,31.1,(207.85049775490555-120.09077862078199j),-0j
97,31.2,(-207.92998417789858-119.91955644911734j),(-0+0j)
98,31.3,(0.08369492413154385+240.10311781483233j),0j
99,32.1,(207.85025911408525-120.09069257810992j),-0j
100,32.2,(-207.92980536916735-119.91933988880274j),(-0+0j)
101,32.3,(0.08375908757335045+240.10296812925623j),0j
102,33.1,(207.84995789124628-120.09058397130107j),-0j
103,33.2,(-207.92957966899766-119.91906653694002j),(-0+0j)
104,33.3,(0.0838400774646736+240.10277918960145j),0j
105,34.1,(207.84985427258954-120.09054661127992j),-0j
106,34.2,(-207.9295020296378-119.91897250571415j),(-0+0j)
107,34.3,(0.08386793744954453+240.10271419561465j),0j
108,35.1,(207.8496492060637-120.09047267392164j),-0j
109,35.2,(-207.92934837744545-119.91878641319545j),(-0+0j)
110,35.3,(0.08392307375877768+240.10258556925078j),0j
111,36.1,(207.8493737326836-120.09037335115815j),-0j
112,36.2,(-207.92914197082365-119.91853642829427j),(-0+0j)
113,36.3,(0.0839971403839207+240.10241278074184j),0j
114,37.1,(207.84923401478517-120.09032297544573j),-0j
115,37.2,(-207.9290372830334-119.91840963794881j),(-0+0j)
116,37.3,(0.08403470638468238+240.10232514378998j),0j
117,38.1,(207.84906276421583-120.09026123053306j),-0j
118,38.2,(-207.9289089684518-119.9182542325276j),(-0+0j)
119,38.3,(0.08408075058585723+240.10221772821845j),0j
120,39.1,(207.84886907661772-120.09019139588156j),-0j
121,39.2,(-207.92876384225923-119.91807846608859j),(-0+0j)
122,39.3,(0.0841328274388852+240.10209623919732j),0j
123,40.1,(207.8486761827531-120.09012184741307j),-0j
124,40.2,(-207.92861931079497-119.91790341994188j),(-0+0j)
125,40.3,(0.08418469088058855+240.10197524803917j),0j
126,41.1,(207.84843991688294-120.09003666103627j),-0j
127,41.2,(-207.9284422815658-119.91768901483222j),(-0+0j)
128,41.3,(0.08424821576878136+240.10182705213217j),0j
129,42.1,(207.84816063108315-120.08993596369326j),-0j
130,42.2,(-207.92823301837498-119.91743557025949j),(-0+0j)
131,42.3,(0.08432330744072612+240.10165187231289j),0j
132,43.1,(207.84784851263973-120.08982342844085j),-0j
133,43.2,(-207.92799915434952-119.91715233091969j),(-0+0j)
134,43.3,(0.08440722683717418+240.10145609847655j),0j
135,44.1,(207.84757243510595-120.0897238878479j),-0j
136,44.2,(-207.92779229504734-119.91690179776461j),(-0+0j)
137,44.3,(0.08448145590145802+240.10128293101698j),0j
138,45.1,(207.8463700853636-120.08929037699801j),-0j
139,45.2,(-207.9268913987476-119.91581069675988j),(-0+0j)
140,45.3,(0.08480473210232964+240.10052876660723j),0j
141,46.1,(207.84519719333576-120.08886748721649j),-0j
142,46.2,(-207.9260125745165-119.91474632786208j),(-0+0j)
143,46.3,(0.085120087997045+240.09979307931704j),0j
144,47.1,(207.84424567165763-120.08852441318659j),-0j
145,47.2,(-207.92529961860305-119.91388284677792j),(-0+0j)
146,47.3,(0.08537592396745423+240.09919624483575j),0j
147,48.1,(207.84343173042265-120.08823094420319j),-0j
148,48.2,(-207.92468974892788-119.91314421635447j),(-0+0j)
149,48.3,(0.08559476863543439+240.09868570660444j),0j
150,49.1,(207.84311518323887-120.0881870590469j),-0j
151,49.2,(-207.92451385123377-119.91281136603945j),(-0+0j)
152,49.3,(0.08573275933685114+240.09851900703364j),0j
153,50.1,(207.84271837680475-120.08813204698784j),-0j
154,50.2,(-207.9242933553952-119.91239412288166j),(-0+0j)
155,50.3,(0.08590573701895053+240.09831004146497j),0j
156,51.1,(207.83334415061242-120.08683243226282j),-0j
157,51.2,(-207.91908432225563-119.9025370958725j),(-0+0j)
158,51.3,(0.08999219272938014+240.09337340148466j),0j
159,52.1,(207.83328399760762-120.08682409282979j),-0j
160,52.2,(-207.91905089667054-119.9024738448072j),(-0+0j)
161,52.3,(0.09001841490331486+240.09334172380562j),0j
162,53.1,(207.83321755132525-120.08681488091551j),-0j
163,53.2,(-207.9190139740619-119.90240397634169j),(-0+0j)
164,53.3,(0.09004738047154696+240.093306731971j),0j
165,54.1,(207.83316211112177-120.08680719485115j),-0j
166,54.2,(-207.91898316726792-119.9023456808012j),(-0+0j)
167,54.3,(0.09007154821933515+240.09327753613996j),0j
168,55.1,(207.83310612099106-120.0867994325466j),-0j
169,55.2,(-207.91895205489246-119.90228680701063j),(-0+0j)
170,55.3,(0.09009595569399721+240.09324805070702j),0j
171,56.1,(207.83305893120354-120.08679289029537j),-0j
172,56.2,(-207.91892583265704-119.90223718680741j),(-0+0j)
173,56.3,(0.09011652688263752+240.09322319969667j),0j
174,57.1,(207.8329956323132-120.08678411472626j),-0j
175,57.2,(-207.9188906589787-119.90217062783422j),(-0+0j)
176,57.3,(0.09014412042528058+240.09318986533648j),0j
177,58.1,(207.8329078850119-120.08677194970242j),-0j
178,58.2,(-207.91884189990355-119.90207836128346j),(-0+0j)
179,58.3,(0.09018237163152007+240.0931436559931j),0j
180,59.1,(207.82765660678388-120.08604392816709j),-0j
181,59.2,(-207.91592389027662-119.89655662646135j),(-0+0j)
182,59.3,(0.09247153293069206+240.09037823625988j),0j
183,60.1,(207.82765660678373-120.086043928167j),-0j
184,60.2,(-207.91592389027653-119.89655662646129j),(-0+0j)
185,60.3,(0.09247153293069098+240.0903782362595j),0j
186,61.1,(207.8244980655326-120.08560603743818j),-0j
187,61.2,(-207.91416876450003-119.89323541085315j),(-0+0j)
188,61.3,(0.09384841872495661+240.08871489032293j),0j
189,62.1,(207.8276566067836-120.08604392816693j),-0j
190,62.2,(-207.9159238902765-119.89655662646129j),(-0+0j)
191,62.3,(0.09247153293068952+240.0903782362593j),0j
192,63.1,(207.82309769453877-120.08541189418456j),-0j
193,63.2,(-207.9133906118554-119.89176291654906j),(-0+0j)
194,63.3,(0.09445887487378156+240.08797742919214j),0j
195,64.1,(207.82765660678348-120.08604392816687j),-0j
196,64.2,(-207.91592389027653-119.89655662646129j),(-0+0j)
197,64.3,(0.09247153293068924+240.09037823625926j),0j
198,65.1,(207.82309769453855-120.08541189418439j),-0j
199,65.2,(-207.91339061185565-119.89176291654898j),(-0+0j)
200,65.3,(0.09445887487361403+240.08797742919228j),0j
201,66.1,(207.82265012906268-120.08534984504323j),-0j
202,66.2,(-207.9131419104324-119.89129230010727j),(-0+0j)
203,66.3,(0.09465397966969587+240.08774173297763j),0j
204,67.1,(207.82765660678342-120.08604392816684j),-0j
205,67.2,(-207.9159238902765-119.89655662646126j),(-0+0j)
206,67.3,(0.09247153293069137+240.0903782362592j),0j
207,68.1,(207.82309769453838-120.0854118941843j),-0j
208,68.2,(-207.91339061185576-119.89176291654894j),(-0+0j)
209,68.3,(0.09445887487349748+240.08797742919236j),0j
210,69.1,(207.80988292685538-120.08357983824813j),-0j
211,69.2,(-207.90604748173527-119.87786754865671j),(-0+0j)
212,69.3,(0.1002195170366338+240.08101828938877j),0j
213,70.1,(207.82765660678348-120.0860439281669j),-0j
214,70.2,(-207.91592389027653-119.89655662646128j),(-0+0j)
215,70.3,(0.09247153293069126+240.09037823625923j),0j
216,71.1,(207.82309769453843-120.08541189418423j),-0j
217,71.2,(-207.91339061185573-119.8917629165489j),(-0+0j)
218,71.3,(0.09445887487350675+240.08797742919245j),0j
219,72.1,(207.7993981488711-120.08212625993279j),-0j
220,72.2,(-207.90022134155163-119.86684277312906j),(-0+0j)
221,72.3,(0.10479008956362208+240.0754968123905j),0j
222,73.1,(207.82765660678353-120.08604392816693j),-0j
223,73.2,(-207.91592389027656-119.89655662646129j),(-0+0j)
224,73.3,(0.09247153293069076+240.09037823625926j),0j
225,74.1,(207.82309769453855-120.08541189418399j),-0j
226,74.2,(-207.91339061185576-119.89176291654876j),(-0+0j)
227,74.3,(0.09445887487352427+240.0879774291929j),0j
228,75.1,(207.78613360146855-120.08028730268485j),-0j
229,75.2,(-207.89285055003293-119.85289506171232j),(-0+0j)
230,75.3,(0.11057243193029867+240.0685114576711j),0j
231,76.1,(207.7993981488713-120.08212625993289j),-0j
232,76.2,(-207.90022134155188-119.86684277312924j),(-0+0j)
233,76.3,(0.1047900895636084+240.07549681239067j),0j
234,77.1,(207.8276566067835-120.0860439281669j),-0j
235,77.2,(-207.91592389027656-119.89655662646129j),(-0+0j)
236,77.3,(0.09247153293069019+240.0903782362592j),0j
237,78.1,(207.8230976945386-120.08541189418392j),-0j
238,78.2,(-207.9133906118558-119.89176291654876j),(-0+0j)
239,78.3,(0.0944588748735305+240.087977429193j),0j
240,79.1,(207.7756556034095-120.0788346643181j),-0j
241,79.2,(-207.8870281772914-119.84187741529625j),(-0+0j)
242,79.3,(0.11514004892132824+240.06299355110627j),0j
243,80.1,(207.79939814887138-120.08212625993293j),-0j
244,80.2,(-207.90022134155197-119.8668427731293j),(-0+0j)
245,80.3,(0.10479008956360081+240.07549681239072j),0j
246,81.1,(207.8276566067835-120.0860439281669j),-0j
247,81.2,(-207.9159238902767-119.89655662646139j),(-0+0j)
248,81.3,(0.09247153293068332+240.09037823625914j),0j
249,82.1,(207.8230976945386-120.08541189418384j),-0j
250,82.2,(-207.9133906118558-119.89176291654873j),(-0+0j)
251,82.3,(0.09445887487356777+240.08797742919305j),0j
252,83.1,(207.77528540441565-120.07878334103486j),-0j
253,83.2,(-207.88682246657075-119.84148814994276j),(-0+0j)
254,83.3,(0.11530142776540572+240.06279859750472j),0j
255,84.1,(207.79939814887146-120.08212625993295j),-0j
256,84.2,(-207.90022134155208-119.86684277312939j),(-0+0j)
257,84.3,(0.10479008956359587+240.0754968123907j),0j
258,85.1,(207.8276566067836-120.08604392816693j),-0j
259,85.2,(-207.91592389027693-119.89655662646153j),(-0+0j)
260,85.3,(0.09247153293067867+240.090378236259j),0j
261,86.1,(207.82309769453863-120.0854118941838j),-0j
262,86.2,(-207.91339061185573-119.89176291654874j),(-0+0j)
263,86.3,(0.0944588748735866+240.0879774291931j),0j
264,87.1,(207.774532787495-120.07867900047198j),-0j
265,87.2,(-207.88640425536136-119.84069677099089j),(-0+0j)
266,87.3,(0.11562951198573906+240.06240225558676j),0j
267,88.1,(207.77528540441583-120.07878334103498j),-0j
268,88.2,(-207.8868224665706-119.84148814994289j),(-0+0j)
269,88.3,(0.11530142776555216+240.06279859750467j),0j
270,89.1,(207.79939814887157-120.08212625993299j),-0j
271,89.2,(-207.90022134155222-119.86684277312948j),(-0+0j)
272,89.3,(0.10479008956358885+240.07549681239072j),0j
273,90.1,(207.8276566067836-120.08604392816694j),-0j
274,90.2,(-207.91592389027693-119.89655662646155j),(-0+0j)
275,90.3,(0.09247153293067807+240.09037823625897j),0j
276,91.1,(207.82309769453866-120.08541189418378j),-0j
277,91.2,(-207.91339061185565-119.8917629165487j),(-0+0j)
278,91.3,(0.09445887487359896+240.08797742919316j),0j
279,92.1,(207.7740005784163-120.07860521659423j),-0j
280,92.2,(-207.88610851951444-119.84013715154664j),(-0+0j)
281,92.3,(0.1158615150085002+240.06212198449376j),0j
282,93.1,(207.77528540441645-120.0787833410352j),-0j
283,93.2,(-207.8868224665703-119.84148814994307j),(-0+0j)
284,93.3,(0.11530142776589335+240.0627985975047j),0j
285,94.1,(207.79939814887317-120.08212625993366j),-0j
286,94.2,(-207.90022134155512-119.86684277313142j),(-0+0j)
287,94.3,(0.10479008956340678+240.07549681239132j),0j
288,95.1,(207.82309769453863-120.08541189418378j),-0j
289,95.2,(-207.91339061185565-119.8917629165487j),(-0+0j)
290,95.3,(0.09445887487359146+240.0879774291931j),0j
291,96.1,(207.77364785656323-120.07855631628955j),-0j
292,96.2,(-207.88591252042278-119.83976626345894j),(-0+0j)
293,96.3,(0.11601527513670677+240.06193623467615j),0j
294,97.1,(207.7752854044167-120.07878334103543j),-0j
295,97.2,(-207.88682246657015-119.84148814994333j),(-0+0j)
296,97.3,(0.11530142776601633+240.0627985975046j),0j
297,98.1,(207.7993981488732-120.08212625993367j),-0j
298,98.2,(-207.90022134155524-119.86684277313148j),(-0+0j)
299,98.3,(0.10479008956340188+240.07549681239138j),0j
300,99.1,(207.77330001625654-120.07850809274784j),-0j
301,99.2,(-207.8857192338895-119.83940050833189j),(-0+0j)
302,99.3,(0.11616690727894013+240.06175305557053j),0j
303,100.1,(207.775285404417-120.07878334103567j),-0j
304,100.2,(-207.88682246657-119.8414881499436j),(-0+0j)
305,100.3,(0.11530142776620106+240.06279859750452j),0j
306,101.1,(207.7993981488732-120.08212625993367j),-0j
307,101.2,(-207.90022134155524-119.86684277313151j),(-0+0j)
308,101.3,(0.1047900895634+240.0754968123914j),0j
309,102.1,(207.77292335373352-120.0784558733802j),-0j
310,102.2,(-207.88550993154053-119.83900444655795j),(-0+0j)
311,102.3,(0.11633110373385899+240.06155469815562j),0j
312,103.1,(207.77528540441728-120.07878334103583j),-0j
313,103.2,(-207.8868224665699-119.84148814994376j),(-0+0j)
314,103.3,(0.1153014277663385+240.06279859750455j),0j
315,104.1,(207.7993981488732-120.08212625993369j),-0j
316,104.2,(-207.90022134155527-119.86684277313154j),(-0+0j)
317,104.3,(0.10479008956340108+240.07549681239135j),0j
318,105.1,(207.77262795991638-120.0784149208633j),-0j
319,105.2,(-207.88534578826645-119.83869383907229j),(-0+0j)
320,105.3,(0.11645987316163804+240.0613991383365j),0j
321,106.1,(207.77528540441747-120.078783341036j),-0j
322,106.2,(-207.88682246656973-119.84148814994386j),(-0+0j)
323,106.3,(0.11530142776639485+240.06279859750458j),0j
324,107.1,(207.79939814887305-120.0821262599336j),-0j
325,107.2,(-207.90022134155532-119.86684277313152j),(-0+0j)
326,107.3,(0.1047900895634056+240.07549681239104j),0j
327,108.1,(207.77143778167556-120.07824991810521j),-0j
328,108.2,(-207.88468443470464-119.83744236307862j),(-0+0j)
329,108.3,(0.11697870111980083+240.0607723685771j),0j
330,109.1,(207.77528540441784-120.07878334103623j),-0j
331,109.2,(-207.88682246656953-119.84148814994407j),(-0+0j)
332,109.3,(0.11530142776652805+240.06279859750444j),0j
333,110.1,(207.7993981488729-120.08212625993352j),-0j
334,110.2,(-207.90022134155535-119.86684277313155j),(-0+0j)
335,110.3,(0.10479008956340397+240.07549681239087j),0j
336,111.1,(207.77029774474974-120.07809186678936j),-0j
