7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,19.478
7.3645e+05,44.365
7.3645e+05,68.047
7.3645e+05,90.341
7.3645e+05,110.6
7.3645e+05,142.64
7.3645e+05,163.68
7.3645e+05,167.48
7.3645e+05,205.84
7.3645e+05,217.88
7.3645e+05,193.81
7.3645e+05,247.38
7.3645e+05,239.3
7.3645e+05,197.1
7.3645e+05,276.31
7.3645e+05,298.69
7.3645e+05,244.54
7.3645e+05,385.18
7.3645e+05,497.86
7.3645e+05,775.62
7.3645e+05,789.3
7.3645e+05,667.91
7.3645e+05,659.48
7.3645e+05,315.88
7.3645e+05,189.94
7.3645e+05,384.65
7.3645e+05,627.66
7.3645e+05,469.23
7.3645e+05,265.62
7.3645e+05,165.37
7.3645e+05,178.82
7.3645e+05,329.54
7.3645e+05,674.24
7.3645e+05,619.96
7.3645e+05,212.08
7.3645e+05,192.3
7.3645e+05,166.82
7.3645e+05,129.55
7.3645e+05,98.83
7.3645e+05,136.79
7.3645e+05,247.28
7.3645e+05,225.11
7.3645e+05,544.35
7.3645e+05,364.47
7.3645e+05,433.25
7.3645e+05,643.16
7.3645e+05,706.48
7.3645e+05,805.71
7.3645e+05,760.72
7.3645e+05,768.6
7.3645e+05,572.22
7.3645e+05,587.21
7.3645e+05,571.97
7.3645e+05,572.89
7.3645e+05,710.15
7.3645e+05,623.15
7.3645e+05,517.19
7.3645e+05,661.03
7.3645e+05,379.33
7.3645e+05,384.29
7.3645e+05,572.83
7.3645e+05,302.9
7.3645e+05,196.92
7.3645e+05,138.29
7.3645e+05,90.332
7.3645e+05,139.65
7.3645e+05,153.96
7.3645e+05,204.81
7.3645e+05,156.24
7.3645e+05,151.98
7.3645e+05,142.7
7.3645e+05,168.32
7.3645e+05,87.443
7.3645e+05,88.206
7.3645e+05,85.785
7.3645e+05,66.357
7.3645e+05,37.858
7.3645e+05,21.169
7.3645e+05,13.149
7.3645e+05,7.8607
7.3645e+05,4.0571
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
