7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,37.038
7.3645e+05,168.02
7.3645e+05,242.1
7.3645e+05,560.07
7.3645e+05,441.14
7.3645e+05,372.26
7.3645e+05,156.06
7.3645e+05,409.61
7.3645e+05,700.16
7.3645e+05,609.4
7.3645e+05,329.09
7.3645e+05,149.5
7.3645e+05,106.47
7.3645e+05,14.016
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,34.648
7.3645e+05,143.34
7.3645e+05,455.72
7.3645e+05,1137.9
7.3645e+05,1706.3
7.3645e+05,1897.7
7.3645e+05,1425.3
7.3645e+05,1452.4
7.3645e+05,1278.3
7.3645e+05,640.55
7.3645e+05,426.04
7.3645e+05,525.36
7.3645e+05,344.29
7.3645e+05,139.77
7.3645e+05,6.7917
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,61.149
7.3645e+05,218.78
7.3645e+05,608.93
7.3645e+05,1139
7.3645e+05,1584.7
7.3645e+05,1267.5
7.3645e+05,2225.1
7.3645e+05,1835.4
7.3645e+05,481.6
7.3645e+05,1236.4
7.3645e+05,1113.9
7.3645e+05,179.59
7.3645e+05,23.356
7.3645e+05,111.8
7.3645e+05,10.854
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,52.04
7.3645e+05,167.96
7.3645e+05,506.11
7.3645e+05,1015.9
7.3645e+05,1954.2
7.3645e+05,1875.4
7.3645e+05,1754.6
7.3645e+05,1881.8
7.3645e+05,2075.9
7.3645e+05,2004.8
7.3645e+05,1229.4
7.3645e+05,566.43
7.3645e+05,305.25
7.3645e+05,94.463
7.3645e+05,5.9798
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3645e+05,0
7.3646e+05,0
7.3646e+05,0
7.3646e+05,0
7.3646e+05,0
7.3646e+05,35.463
7.3646e+05,108.89
7.3646e+05,516.1
7.3646e+05,1150.5
7.3646e+05,1503.8
7.3646e+05,1883.8
7.3646e+05,1906.5
7.3646e+05,2155.5
7.3646e+05,2647.1
7.3646e+05,2470.2
7.3646e+05,2116
7.3646e+05,1137.9
7.3646e+05,317.3
7.3646e+05,69.722
7.3646e+05,7.4816
