,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.17770894644127-4.578460582669374e-07j),-0j
1,SOURCEBUS.2,(-120.0888550896507-207.99999742830548j),(-0+0j)
2,SOURCEBUS.3,(-120.08885383335493+207.99999792674316j),0j
3,SOURCEBUSZ.1,(240.15673672519287-0.026042666809901357j),-0j
4,SOURCEBUSZ.2,(-120.10121987531254-207.976491931098j),(-0+0j)
5,SOURCEBUSZ.3,(-120.0555168264013+208.00253463849316j),0j
6,1.1,(207.93980954698122-120.11583745985189j),-0j
7,1.2,(-207.99146887585812-120.0401140174105j),(-0+0j)
8,1.3,(0.04204157411661218+240.15246417265254j),0j
9,2.1,(207.9378679368985-120.11504541250491j),-0j
10,2.2,(-207.99125775013425-120.03891205371787j),(-0+0j)
11,2.3,(0.04187219368689518+240.15196756900204j),0j
12,3.1,(207.9374074082808-120.11485754756067j),-0j
13,3.2,(-207.9912076734279-120.03862696111203j),(-0+0j)
14,3.3,(0.041832018506630646+240.15184978006246j),0j
15,4.1,(207.93730271466166-120.11481483955045j),-0j
16,4.2,(-207.99119628931098-120.03856214998945j),(-0+0j)
17,4.3,(0.041822885339083245+240.1518230026812j),0j
18,5.1,(207.93719716427478-120.11477178203612j),-0j
19,5.2,(-207.99118481203126-120.03849680848036j),(-0+0j)
20,5.3,(0.04181367742956798+240.15179600616537j),0j
21,6.1,(207.9370887608302-120.1147275606645j),-0j
22,6.2,(-207.99117302451714-120.03842970077115j),(-0+0j)
23,6.3,(0.04180422062779293+240.15176827992576j),0j
24,7.1,(207.93702385695187-120.11470108421311j),-0j
25,7.2,(-207.99116596703485-120.03838952169166j),(-0+0j)
26,7.3,(0.04179855860194846+240.15175167952648j),0j
27,8.1,(207.93691608066976-120.1146571186819j),-0j
28,8.2,(-207.99115424771674-120.03832280223044j),(-0+0j)
29,8.3,(0.041789156511961266+240.15172411369588j),0j
30,9.1,(207.93681225657446-120.11461476537929j),-0j
31,9.2,(-207.99114295814923-120.0382585293908j),(-0+0j)
32,9.3,(0.0417800991994005+240.15169755871193j),0j
33,10.1,(207.93669939921324-120.114568727107j),-0j
34,10.2,(-207.99113068632732-120.03818866446156j),(-0+0j)
35,10.3,(0.041770253851024786+240.15166869329855j),0j
36,11.1,(207.9356607968449-120.11414504664847j),-0j
37,11.2,(-207.9910177513532-120.03754571233j),(-0+0j)
38,11.3,(0.0416796491962749+240.15140305102025j),0j
39,12.1,(207.93120113993965-120.1123258042316j),-0j
40,12.2,(-207.9905328196287-120.03478493881254j),(-0+0j)
41,12.3,(0.0412906016777849+240.15026240908j),0j
42,13.1,(207.93109414389028-120.11228215698351j),-0j
43,13.2,(-207.99052118515107-120.03471870235856j),(-0+0j)
44,13.3,(0.04128126765311517+240.15023504280862j),0j
45,14.1,(207.9309854938326-120.11223783501042j),-0j
46,14.2,(-207.99050937082086-120.03465144198226j),(-0+0j)
47,14.3,(0.04127178933745902+240.15020725349322j),0j
48,15.1,(207.9308784935312-120.11219418602782j),-0j
49,15.2,(-207.99049773588095-120.03458520289601j),(-0+0j)
50,15.3,(0.04126245494174845+240.15017988613434j),0j
51,16.1,(207.93076959048264-120.11214976085128j),-0j
52,16.2,(-207.9904858940411-120.03451778590428j),(-0+0j)
53,16.3,(0.04125295455595729+240.15015203211178j),0j
54,17.1,(207.93066303663596-120.11210629399247j),-0j
55,17.2,(-207.9904743076475-120.03445182319815j),(-0+0j)
56,17.3,(0.04124365910769916+240.15012477894211j),0j
57,18.1,(207.93055344902356-120.11206158955963j),-0j
58,18.2,(-207.9904623913699-120.03438398242378j),(-0+0j)
59,18.3,(0.041234099002516234+240.15009674982923j),0j
60,19.1,(207.93044611707006-120.11201780528532j),-0j
61,19.2,(-207.99045072036716-120.03431753802688j),(-0+0j)
62,19.3,(0.041224735674316386+240.15006929764382j),0j
63,20.1,(207.93033750527985-120.11197349892308j),-0j
64,20.2,(-207.9904389101981-120.03425030134045j),(-0+0j)
65,20.3,(0.04121526069685843+240.1500415181159j),0j
66,21.1,(207.9302307409618-120.11192994620613j),-0j
67,21.2,(-207.99042730091833-120.03418420834113j),(-0+0j)
68,21.3,(0.04120594688764326+240.15001421111393j),0j
69,22.1,(207.9220820929366-120.10860584160797j),-0j
70,22.2,(-207.98954123771514-120.02913974594041j),(-0+0j)
71,22.3,(0.040495082476268936+240.1479300396355j),0j
72,23.1,(207.91724486294052-120.10663257457966j),-0j
73,23.2,(-207.9890152496627-120.02614523387362j),(-0+0j)
74,23.3,(0.04007309656613246+240.14669282620324j),0j
75,24.1,(207.9147804331899-120.10562725170391j),-0j
76,24.2,(-207.98874727385726-120.02461961598244j),(-0+0j)
77,24.3,(0.03985810686494654+240.14606250149407j),0j
78,25.1,(207.91405500813852-120.10533132669389j),-0j
79,25.2,(-207.98866839298748-120.02417053787964j),(-0+0j)
80,25.3,(0.039794822888122985+240.1458769602611j),0j
81,26.1,(207.90618826434297-120.10212222020913j),-0j
82,26.2,(-207.98781298333282-120.01930058974045j),(-0+0j)
83,26.3,(0.039108550982901426+240.14386489114332j),0j
84,27.1,(207.89279632517136-120.0966592027326j),-0j
85,27.2,(-207.98635677802596-120.01101024103411j),(-0+0j)
86,27.3,(0.03794027706308412+240.14043964838268j),0j
87,28.1,(207.88983930710657-120.0954529366975j),-0j
88,28.2,(-207.98603523942404-120.00917968381792j),(-0+0j)
89,28.3,(0.03768231538617596+240.13968333485795j),0j
90,29.1,(207.88893334429244-120.09508336432836j),-0j
91,29.2,(-207.9859367273385-120.00861884288604j),(-0+0j)
92,29.3,(0.03760328181870051+240.13945161766384j),0j
93,30.1,(207.8857365162933-120.09377927184356j),-0j
94,30.2,(-207.98558911241597-120.00663983009862j),(-0+0j)
95,30.3,(0.03732439981889753+240.1386339681945j),0j
96,31.1,(207.88273846691897-120.09255626777217j),-0j
97,31.2,(-207.9852631121739-120.0047838722395j),(-0+0j)
98,31.3,(0.03706285868982484+240.1378671601334j),0j
