,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.1777042500113-3.05030508228764e-06j),-0j
1,SOURCEBUS.2,(-120.08885443799917-207.99999242045752j),(-0+0j)
2,SOURCEBUS.3,(-120.08884978857645+207.99999551135426j),0j
3,SOURCEBUSZ.1,(240.09908499273726-0.1253610219412445j),-0j
4,SOURCEBUSZ.2,(-120.14441960521538-207.87738993192582j),(-0+0j)
5,SOURCEBUSZ.3,(-119.95466536414959+208.0027509945336j),0j
6,1.1,(207.77046689129426-120.2019232105222j),-0j
7,1.2,(-207.96692068601556-119.83339249198994j),(-0+0j)
8,1.3,(0.1806125598174126+240.04886836740758j),0j
9,2.1,(207.75002064174845-120.18053936797973j),-0j
10,2.2,(-207.9394931872928-119.81960525661881j),(-0+0j)
11,2.3,(0.17822673722556326+240.03016739698307j),0j
12,3.1,(207.74764976057975-120.17805976655033j),-0j
13,3.2,(-207.93631278298042-119.81800653326185j),(-0+0j)
14,3.3,(0.17795008493087167+240.02799889275366j),0j
15,4.1,(207.7457888260988-120.1761134961678j),-0j
16,4.2,(-207.93381644359113-119.81675167516943j),(-0+0j)
17,4.3,(0.17773293706149307+240.0262968064804j),0j
18,5.1,(207.74430615852359-120.17456283867918j),-0j
19,5.2,(-207.93182752807195-119.81575188854396j),(-0+0j)
20,5.3,(0.17755992822736782+240.02494069848538j),0j
21,6.1,(207.74256021202123-120.1727368292191j),-0j
22,6.2,(-207.9294854386163-119.81457456869761j),(-0+0j)
23,6.3,(0.17735619802254382+240.02334378488834j),0j
24,7.1,(207.56673827073072-119.98885231291682j),-0j
25,7.2,(-207.69363015084525-119.69601500193846j),(-0+0j)
26,7.3,(0.15683996796128427+239.86252989493786j),0j
27,8.1,(207.56028281658334-119.98210083437732j),-0j
28,8.2,(-207.6849705206283-119.69166198523689j),(-0+0j)
29,8.3,(0.15608669688786242+239.85662547433364j),0j
30,9.1,(207.55547686740795-119.97707450129855j),-0j
31,9.2,(-207.6785236089549-119.6884212563045j),(-0+0j)
32,9.3,(0.15552590249422518+239.8522297579849j),0j
33,10.1,(207.5494586256168-119.97078028413414j),-0j
34,10.2,(-207.6704504746289-119.6843630589364j),(-0+0j)
35,10.3,(0.15482364865569148+239.8467252295626j),0j
36,11.1,(207.54309461352264-119.96412444085838j),-0j
37,11.2,(-207.66191350880524-119.68007170308407j),(-0+0j)
38,11.3,(0.15408104773064638+239.84090444557464j),0j
39,12.1,(207.53730634768877-119.9580707455387j),-0j
40,12.2,(-207.65414887434653-119.67616858220788j),(-0+0j)
41,12.3,(0.15340562922118944+239.83561026250493j),0j
42,13.1,(207.5302419249481-119.95068237325083j),-0j
43,13.2,(-207.64467234686526-119.67140492817597j),(-0+0j)
44,13.3,(0.15258129909980309+239.82914885448668j),0j
45,14.1,(207.41165916088366-119.82666182125661j),-0j
46,14.2,(-207.48560020980815-119.5914426605044j),(-0+0j)
47,14.3,(0.13874416790219948+239.72068824126012j),0j
48,15.1,(207.22948143244685-119.63613006379542j),-0j
49,15.2,(-207.24121898952433-119.46859728411259j),(-0+0j)
50,15.3,(0.11748629666309815+239.55406109018634j),0j
51,16.1,(207.17106173347813-119.57503144317718j),-0j
52,16.2,(-207.1628522350091-119.42920394020564j),(-0+0j)
53,16.3,(0.11066944561793006+239.5006280603135j),0j
54,17.1,(207.17106173347807-119.57503144317714j),-0j
55,17.2,(-207.162852235009-119.42920394020553j),(-0+0j)
56,17.3,(0.11066944561766817+239.50062806031337j),0j
57,18.1,(207.10782157072276-119.50889130928091j),-0j
58,18.2,(-207.0780190982832-119.38656007993214j),(-0+0j)
59,18.3,(0.10329010650809523+239.4427860384384j),0j
60,19.1,(207.17106173347804-119.57503144317714j),-0j
61,19.2,(-207.16285223500896-119.4292039402055j),(-0+0j)
62,19.3,(0.11066944561760186+239.50062806031335j),0j
63,20.1,(207.0024148485254-119.39865100603143j),-0j
64,20.2,(-206.93662188350055-119.31548262950457j),(-0+0j)
65,20.3,(0.09099045524759423+239.34637676835615j),0j
66,21.1,(207.171061733478-119.57503144317708j),-0j
67,21.2,(-207.1628522350089-119.42920394020541j),(-0+0j)
68,21.3,(0.11066944561754358+239.5006280603134j),0j
69,22.1,(207.00069438323-119.39685164625676j),-0j
70,22.2,(-206.93431397565726-119.31432249204653j),(-0+0j)
71,22.3,(0.09078969838223322+239.34480316090622j),0j
72,23.1,(207.17106173347796-119.57503144317708j),-0j
73,23.2,(-207.16285223500893-119.4292039402054j),(-0+0j)
74,23.3,(0.11066944561749976+239.50062806031337j),0j
75,24.1,(206.9974527866385-119.39346140146185j),-0j
76,24.2,(-206.92996555536766-119.31213663125654j),(-0+0j)
77,24.3,(0.09041144444578957+239.34183826497988j),0j
78,25.1,(207.17106173347796-119.57503144317708j),-0j
79,25.2,(-207.16285223500884-119.42920394020538j),(-0+0j)
80,25.3,(0.11066944561754483+239.50062806031326j),0j
81,26.1,(206.99502594357824-119.39092327192574j),-0j
82,26.2,(-206.9267100813121-119.31050017189484j),(-0+0j)
83,26.3,(0.09012826209571696+239.33961857573118j),0j
84,27.1,(207.17106173347796-119.57503144317707j),-0j
85,27.2,(-207.16285223500878-119.42920394020538j),(-0+0j)
86,27.3,(0.11066944561757283+239.50062806031323j),0j
87,28.1,(206.99207528431253-119.38783730581778j),-0j
88,28.2,(-206.9227519371521-119.30851049482942j),(-0+0j)
89,28.3,(0.08978395692045751+239.33691978290204j),0j
90,29.1,(207.17106173347813-119.57503144317705j),-0j
91,29.2,(-207.16285223500813-119.42920394020534j),(-0+0j)
92,29.3,(0.1106694456181172+239.5006280603132j),0j
93,30.1,(206.98844743777883-119.38404309901863j),-0j
94,30.2,(-206.91788538419632-119.3060641794826j),(-0+0j)
95,30.3,(0.08936063242785623+239.33360160708804j),0j
96,31.1,(207.17106173347818-119.57503144317704j),-0j
97,31.2,(-207.16285223500807-119.42920394020535j),(-0+0j)
98,31.3,(0.11066944561815638+239.5006280603132j),0j
99,32.1,(206.98546000816367-119.38091867640254j),-0j
100,32.2,(-206.91387791467199-119.30404970757844j),(-0+0j)
101,32.3,(0.0890120366108554+239.33086918260358j),0j
102,33.1,(206.98058229229713-119.375817285665j),-0j
103,33.2,(-206.90733473200294-119.30076058521063j),(-0+0j)
104,33.3,(0.08844286793858604+239.3264078255245j),0j
105,34.1,(206.97612614526093-119.37115679541965j),-0j
106,34.2,(-206.9013570603109-119.29775573349484j),(-0+0j)
107,34.3,(0.08792289109663524+239.3223320524231j),0j
108,35.1,(206.97143002331288-119.36624532585815j),-0j
109,35.2,(-206.8950574757138-119.294589062831j),(-0+0j)
110,35.3,(0.08737491217222347+239.31803678851887j),0j
111,36.1,(206.97033088015812-119.36509577986928j),-0j
112,36.2,(-206.8935830367268-119.29384789289928j),(-0+0j)
113,36.3,(0.0872466558598118+239.31703146753904j),0j
114,37.1,(206.96770002616833-119.36234428418062j),-0j
115,37.2,(-206.8900538934343-119.29207386568196j),(-0+0j)
116,37.3,(0.08693966797589124+239.31462518160677j),0j
117,38.1,(206.9612865031212-119.35563665955323j),-0j
118,38.2,(-206.88145051144122-119.2877491237964j),(-0+0j)
119,38.3,(0.08619128973954358+239.30875911289158j),0j
120,39.1,(206.83320311939497-119.22167982292382j),-0j
121,39.2,(-206.70963382518957-119.20138043526607j),(-0+0j)
122,39.3,(0.07124555459273664+239.19160884701037j),0j
123,40.1,(206.80349493491218-119.19060932572471j),-0j
124,40.2,(-206.66978195944486-119.18134772799563j),(-0+0j)
125,40.3,(0.06777897958470379+239.16443653464825j),0j
126,41.1,(206.80349493491224-119.1906093257247j),-0j
127,41.2,(-206.66978195944483-119.18134772799561j),(-0+0j)
128,41.3,(0.06777897958472648+239.16443653464827j),0j
129,42.1,(206.76561663683114-119.15099406229061j),-0j
130,42.2,(-206.618970343857-119.15580578153983j),(-0+0j)
131,42.3,(0.06335905410760008+239.1297915044955j),0j
132,43.1,(206.7582707918986-119.14331136277958j),-0j
133,43.2,(-206.6091163042675-119.15085235999128j),(-0+0j)
134,43.3,(0.06250188552255201+239.12307269631037j),0j
135,44.1,(206.75209514720825-119.13685252477265j),-0j
