,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.1777093042702-4.78552498188524e-07j),-0j
1,SOURCEBUS.2,(-120.08885492786636-207.99999774768034j),(-0+0j)
2,SOURCEBUS.3,(-120.08885435296814+207.99999826682452j),0j
3,SOURCEBUSZ.1,(240.16353311444712-0.022481270126862102j),-0j
4,SOURCEBUSZ.2,(-120.09473224795468-207.98057232202527j),(-0+0j)
5,SOURCEBUSZ.3,(-120.06880084312526+208.0030536327855j),0j
6,1.1,(207.9610223939024-120.11059195874219j),-0j
7,1.2,(-207.99164539188797-120.04451606854643j),(-0+0j)
8,1.3,(0.02279509970170374+240.16168743355877j),0j
9,2.1,(207.96028621321668-120.1098185773919j),-0j
10,2.2,(-207.9908816392038-120.04327286533226j),(-0+0j)
11,2.3,(0.02307952928987321+240.16183027560086j),0j
12,3.1,(207.96020413744927-120.10973235417394j),-0j
13,3.2,(-207.9907964894724-120.04313426232382j),(-0+0j)
14,3.3,(0.02311123995158904+240.16184620086275j),0j
15,4.1,(207.96009646883547-120.10961924485231j),-0j
16,4.2,(-207.9906847883717-120.04295244015782j),(-0+0j)
17,4.3,(0.023152838624408336+240.161867091936j),0j
18,5.1,(207.95844128610565-120.10788042246853j),-0j
19,5.2,(-207.98896761447685-120.04015729960113j),(-0+0j)
20,5.3,(0.023792332368244167+240.16218824907082j),0j
21,6.1,(207.95839241582834-120.10782908267954j),-0j
22,6.2,(-207.9889169138727-120.04007477137532j),(-0+0j)
23,6.3,(0.023811213810166307+240.16219773143067j),0j
24,7.1,(207.95835878959727-120.10779375724873j),-0j
25,7.2,(-207.98888202824648-120.04001798607895j),(-0+0j)
26,7.3,(0.023824205586824052+240.16220425596936j),0j
27,8.1,(207.95832543671403-120.10775871897839j),-0j
28,8.2,(-207.9888474262055-120.0399616623904j),(-0+0j)
29,8.3,(0.023837091753384228+240.16221072746998j),0j
30,9.1,(207.95829144512626-120.1077230097284j),-0j
31,9.2,(-207.98881216153862-120.03990426010846j),(-0+0j)
32,9.3,(0.02385022468882149+240.1622173228993j),0j
33,10.1,(207.9582574294194-120.10768727514072j),-0j
34,10.2,(-207.98877687184964-120.03984681709639j),(-0+0j)
35,10.3,(0.02386336694268487+240.1622239230084j),0j
36,11.1,(207.95822386214581-120.10765201164625j),-0j
37,11.2,(-207.9887420473887-120.03979013136228j),(-0+0j)
38,11.3,(0.023876335940699555+240.1622304361076j),0j
39,12.1,(207.95818990539655-120.10761633899513j),-0j
40,12.2,(-207.98870681886498-120.03973278791265j),(-0+0j)
41,12.3,(0.023889455416080126+240.16223702477708j),0j
42,13.1,(207.95815705901052-120.10758183281624j),-0j
43,13.2,(-207.98867274229067-120.039677319556j),(-0+0j)
44,13.3,(0.023902145893218624+240.1622433980014j),0j
45,14.1,(207.95812286821848-120.10754591429574j),-0j
46,14.2,(-207.98863727095858-120.03961958087365j),(-0+0j)
47,14.3,(0.023915355793016693+240.16225003208248j),0j
48,15.1,(207.95808930005165-120.107510649863j),-0j
49,15.2,(-207.98860244557085-120.03956289363124j),(-0+0j)
50,15.3,(0.023928325136265492+240.16225654535486j),0j
51,16.1,(207.9560256144087-120.10534268210526j),-0j
52,16.2,(-207.98646146917918-120.03607790593809j),(-0+0j)
53,16.3,(0.024725647422110093+240.16265696479385j),0j
54,17.1,(207.9559264588783-120.10523851604992j),-0j
55,17.2,(-207.9863585999992-120.03591045998803j),(-0+0j)
56,17.3,(0.024763956994325678+240.16267620406208j),0j
57,18.1,(207.95583606655293-120.1051435560217j),-0j
58,18.2,(-207.98626482223045-120.03575781263959j),(-0+0j)
59,18.3,(0.024798880828807695+240.16269374299486j),0j
60,19.1,(207.95469211545165-120.10394179881084j),-0j
61,19.2,(-207.98507802698782-120.03382599927379j),(-0+0j)
62,19.3,(0.02524085594834782+240.1629157052184j),0j
63,20.1,(207.95251828677377-120.10165812227451j),-0j
64,20.2,(-207.98282278239708-120.03015501081097j),(-0+0j)
65,20.3,(0.02608073292276772+240.16333749584055j),0j
66,21.1,(207.94944848515001-120.09843319750878j),-0j
67,21.2,(-207.97963800818857-120.02497097470957j),(-0+0j)
68,21.3,(0.02726677657300143+240.16393313318318j),0j
69,22.1,(207.94521847449153-120.0939894360531j),-0j
70,22.2,(-207.9752495718986-120.01782767014087j),(-0+0j)
71,22.3,(0.028901076732436224+240.1647538872957j),0j
72,23.1,(207.9388595677964-120.0873092012375j),-0j
73,23.2,(-207.96865250651098-120.0070892557697j),(-0+0j)
74,23.3,(0.03135789376285465+240.16598771369516j),0j
75,24.1,(207.93618442304958-120.08449887614073j),-0j
76,24.2,(-207.96587717017385-120.00257168472007j),(-0+0j)
77,24.3,(0.032391458412782466+240.1665067752837j),0j
78,25.1,(207.9346861025888-120.0829248425865j),-0j
79,25.2,(-207.96432273345619-120.00004144064823j),(-0+0j)
80,25.3,(0.03297034711191976+240.1667974962249j),0j
81,26.1,(207.9326897712434-120.08082763267363j),-0j
82,26.2,(-207.96225163396488-119.99667019552132j),(-0+0j)
83,26.3,(0.033741646500771216+240.1671848468235j),0j
84,27.1,(207.93250107201595-120.08062939810138j),-0j
85,27.2,(-207.962055867428-119.99635153531875j),(-0+0j)
86,27.3,(0.033814552032684915+240.16722146036406j),0j
87,28.1,(207.9317501161467-120.08024970850559j),-0j
88,28.2,(-207.96144965405333-119.99554674165196j),(-0+0j)
89,28.3,(0.033987064431489265+240.16703062557565j),0j
90,29.1,(207.92862808217765-120.07867118190467j),-0j
