,bus,vLN,sInjkW
0,SOURCEBUS.1,(240.1777070681459-1.6130893477229215e-06j),-0j
1,SOURCEBUS.2,(-120.08885461844324-207.9999955727169j),(-0+0j)
2,SOURCEBUS.3,(-120.08885242626698+207.99999722639797j),0j
3,SOURCEBUSZ.1,(240.13498373997209-0.06793773761153361j),-0j
4,SOURCEBUSZ.2,(-120.11300969904934-207.93724039716085j),(-0+0j)
5,SOURCEBUSZ.3,(-120.02197401760559+208.00517817535933j),0j
6,1.1,(207.87882690781157-120.15223171269902j),-0j
7,1.2,(-207.97849672401546-119.95253220682586j),(-0+0j)
8,1.3,(0.08393315337999636+240.1180965358651j),0j
9,2.1,(207.87449065066724-120.14764404156558j),-0j
10,2.2,(-207.97290766574173-119.948499465249j),(-0+0j)
11,2.3,(0.0841701689361412+240.1157470989661j),0j
12,3.1,(207.8788269078116-120.15223171269902j),-0j
13,3.2,(-207.97849672401543-119.95253220682588j),(-0+0j)
14,3.3,(0.08393315337997766+240.1180965358651j),0j
15,4.1,(207.87419744217345-120.14733383299199j),-0j
16,4.2,(-207.9725297454975-119.94822677983285j),(-0+0j)
17,4.3,(0.08418619542441247+240.11558823503543j),0j
18,5.1,(207.8744906506672-120.14764404156561j),-0j
19,5.2,(-207.97290766574173-119.94849946524903j),(-0+0j)
20,5.3,(0.08417016893613628+240.1157470989661j),0j
21,6.1,(207.87403281599882-120.14715966187502j),-0j
22,6.2,(-207.972317556678-119.9480736766385j),(-0+0j)
23,6.3,(0.08419519372950697+240.11549903857048j),0j
24,7.1,(207.87419744217348-120.14733383299198j),-0j
25,7.2,(-207.9725297454975-119.94822677983282j),(-0+0j)
26,7.3,(0.08418619542440259+240.11558823503546j),0j
27,8.1,(207.87370762314228-120.14681561450121j),-0j
28,8.2,(-207.97189841137214-119.94777124559916j),(-0+0j)
29,8.3,(0.0842129684517032+240.1153228451231j),0j
30,9.1,(207.87403281599882-120.14715966187498j),-0j
31,9.2,(-207.97231755667798-119.94807367663853j),(-0+0j)
32,9.3,(0.08419519372949495+240.11549903857045j),0j
33,10.1,(207.87341213646982-120.14650299566095j),-0j
34,10.2,(-207.97151755475343-119.94749644146465j),(-0+0j)
35,10.3,(0.08422911946314834+240.11516274684777j),0j
36,11.1,(207.87370762314225-120.14681561450121j),-0j
37,11.2,(-207.97189841137217-119.94777124559916j),(-0+0j)
38,11.3,(0.08421296845170358+240.11532284512305j),0j
39,12.1,(207.87311293916727-120.14618645105018j),-0j
40,12.2,(-207.97113191545526-119.94721818642492j),(-0+0j)
41,12.3,(0.08424547329399128+240.11500063810777j),0j
42,13.1,(207.87341213646985-120.14650299566095j),-0j
43,13.2,(-207.97151755475343-119.94749644146468j),(-0+0j)
44,13.3,(0.0842291194631505+240.11516274684774j),0j
45,14.1,(207.87280563345095-120.14586132790373j),-0j
46,14.2,(-207.97073582511683-119.9469323905183j),(-0+0j)
47,14.3,(0.08426227032276988+240.1148341361305j),0j
48,15.1,(207.8731129391673-120.14618645105017j),-0j
49,15.2,(-207.9711319154553-119.9472181864249j),(-0+0j)
50,15.3,(0.08424547329395875+240.11500063810777j),0j
51,16.1,(207.87236402618234-120.14539411646884j),-0j
52,16.2,(-207.97016663175958-119.94652169347322j),(-0+0j)
53,16.3,(0.08428640814249733+240.11459486793794j),0j
54,17.1,(207.87280563345092-120.14586132790373j),-0j
55,17.2,(-207.97073582511686-119.94693239051833j),(-0+0j)
56,17.3,(0.08426227032276966+240.11483413613047j),0j
57,18.1,(207.87170753008732-120.14469955706194j),-0j
58,18.2,(-207.96932046539652-119.94591114870745j),(-0+0j)
59,18.3,(0.08432229157452652+240.11423917036387j),0j
60,19.1,(207.87236402618234-120.1453941164688j),-0j
61,19.2,(-207.97016663175958-119.94652169347322j),(-0+0j)
62,19.3,(0.08428640814248901+240.11459486793797j),0j
63,20.1,(207.8709613340026-120.14391009690515j),-0j
64,20.2,(-207.96835868354873-119.94521718248687j),(-0+0j)
65,20.3,(0.08436307792011098+240.11383487224356j),0j
66,21.1,(207.87170753008735-120.14469955706191j),-0j
67,21.2,(-207.9693204653965-119.94591114870744j),(-0+0j)
68,21.3,(0.08432229157452362+240.11423917036387j),0j
69,22.1,(207.87066260713615-120.14359405000583j),-0j
70,22.2,(-207.9679736506018-119.94493936495506j),(-0+0j)
71,22.3,(0.08437940603734835+240.11367301839178j),0j
72,23.1,(207.8709613340026-120.14391009690515j),-0j
73,23.2,(-207.96835868354873-119.94521718248684j),(-0+0j)
74,23.3,(0.08436307792010873+240.11383487224356j),0j
75,24.1,(207.84493028595332-120.11636978184148j),-0j
76,24.2,(-207.93480692686592-119.92100817309093j),(-0+0j)
77,24.3,(0.08578590944232303+240.0997309336147j),0j
78,25.1,(207.8706626071362-120.1435940500058j),-0j
79,25.2,(-207.9679736506018-119.94493936495506j),(-0+0j)
80,25.3,(0.08437940603735124+240.11367301839178j),0j
81,26.1,(207.84065571407524-120.11184737244557j),-0j
82,26.2,(-207.92929737552907-119.91703279912355j),(-0+0j)
83,26.3,(0.0860195533433275+240.0974149185498j),0j
84,27.1,(207.84493028595332-120.11636978184147j),-0j
85,27.2,(-207.9348069268659-119.92100817309088j),(-0+0j)
86,27.3,(0.08578590944229228+240.09973093361475j),0j
87,28.1,(207.84042786975803-120.11160631783008j),-0j
88,28.2,(-207.9290037040229-119.91682090272957j),(-0+0j)
89,28.3,(0.0860320070898992+240.09729146972583j),0j
90,29.1,(207.8406557140752-120.11184737244555j),-0j
91,29.2,(-207.9292973755291-119.91703279912353j),(-0+0j)
92,29.3,(0.08601955334332662+240.09741491854976j),0j
93,30.1,(207.84008153899575-120.11123990698542j),-0j
94,30.2,(-207.9285573137955-119.9164988133287j),(-0+0j)
95,30.3,(0.08605093718914862+240.09710382350391j),0j
